ID,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,BAD
816,8600,nan,54905,8,0,0,308.65011743,2,13,32.553976104,0
817,8600,nan,47791,nan,nan,nan,nan,nan,nan,14.392536075,0
818,8600,42380,60733,3,0,0,199.29314197,0,22,28.434342078,0
819,8600,36933,42289,4,0,0,100.61642113,2,26,38.436490085,1
820,8600,21000,79000,21,0,0,239.43333333,0,11,nan,0
821,8600,nan,25000,0,6,0,64.866666667,2,27,nan,1
822,8600,78579,93697,0,0,0,115.19332144,1,10,33.837202699,0
823,8600,172418,251426,nan,0,0,120.57263313,0,22,40.925910594,0
824,8600,58846,72733,14,0,0,233.17160046,3,32,39.775087851,0
825,8600,41126,55500,6,0,0,73.033333333,1,11,nan,0
826,8600,57727,70828,5,0,0,87.845310974,3,19,41.75352499,0
827,8600,22960,80874,20,0,0,238.70268339,0,11,25.887319897,0
828,8600,75464,84263,21,0,0,352.65827116,0,47,28.196714905,0
829,8600,nan,51703,nan,nan,nan,nan,nan,nan,12.10514386,0
830,8600,42226,50386,21,1,0,223.32646239,0,17,34.927866116,0
831,8600,45960,57473,4,0,0,189.76806013,0,22,26.754411554,0
832,8600,76703,100862,0,0,1,174.55712019,0,31,34.386230664,0
833,8600,44992,66403,8,0,0,172.55155504,1,27,43.875610821,1
834,8600,14762,66271,25,0,0,318.14927755,1,13,42.276634205,0
835,8600,61468,72143,19,0,0,163.29885985,0,11,31.925766549,0
836,8600,66366,75957,8,0,0,72.916721072,2,25,39.660408739,0
837,8600,124810,176581,8,0,0,213.30288482,1,19,32.876458514,0
838,8700,46489,63573,4,0,0,196.24907,1,21,28.787922854,0
839,8700,57254,86883,16,0,0,172.16656274,0,28,25.043436747,0
840,8700,54283,58563,3,0,1,91.446465165,3,11,38.590366936,0
841,8700,58007,73069,14,0,0,240.43728186,3,31,37.897480893,0
842,8700,54768,87268,18,0,0,187.58057031,0,28,26.367134137,0
843,8700,87415,201689,13,0,0,13.924759121,nan,7,20.253863892,0
844,8700,53073,83415,2,0,0,211.26878022,3,29,30.201509456,0
845,8700,62600,77600,0.5,1,0,351.03333333,3,13,nan,1
846,8700,60237,69891,3,0,0,321.2748292,0,9,32.280313622,0
847,8700,77377,97070,3,0,0,68.854877174,2,24,38.217725784,0
848,8700,30716,84778,19,0,0,219.08523561,0,10,23.808894154,0
849,8700,53504,66888,7,nan,3,112.17512076,2,10,39.318772261,0
850,8700,78817,115527,1,0,0,221.55154133,1,37,16.378412953,0
851,8700,57141,70244,8,0,0,106.85542816,0,19,31.891314262,1
852,8700,79062,98038,4,0,0,139.26403364,0,26,33.578035539,0
853,8700,nan,32855,nan,nan,nan,nan,nan,nan,35.937902683,0
854,8700,51950,67475,4.5,0,1,246.46666667,2,16,nan,0
855,8700,43759,50070,19,1,1,218.9062534,0,17,34.058146802,0
856,8700,93759,119459,24,0,0,138.09123004,1,12,38.729710894,0
857,8700,76008,95976,0,nan,nan,nan,nan,nan,30.022245155,0
858,8700,50711,87898,4,0,0,209.5214385,4,30,32.743007077,0
859,8700,62400,81315,6,0,0,98.028870439,2,14,26.620897734,0
860,8700,77930,80164,20,0,0,350.52840986,1,47,29.6623601,0
861,8700,58060,65605,23,0,0,259.6838134,3,29,39.829999465,0
862,8700,51033,58513,2,0,0,181.8697515,0,20,37.879278335,0
863,8700,68186,82518,1,0,0,105.10225507,0,7,36.44893885,0
864,8700,52388,64332,1,0,nan,91.112060841,nan,12,36.874927508,0
865,8700,56904,64122,5,nan,4,119.55547341,2,11,38.695614603,0
866,8700,76510,108130,2,0,0,252.84392821,1,37,17.414859614,0
867,8800,12750,nan,23,nan,nan,nan,nan,nan,nan,1
868,8800,108608,nan,0,0,6,253.47175859,4,23,nan,1
869,8800,2800,18361,2,3,1,107.76666667,4,3,nan,1
870,8800,51740,60852,23,0,0,277.58958861,3,29,39.885483806,0
871,8800,135899,202788,1,0,0,53.767621524,1,23,35.932025066,0
872,8800,67200,80300,10,4,1,135.86666667,1,33,nan,1
873,8800,26607,39710,0,0,0,104.69282515,1,30,38.326728213,0
874,8800,78953,93018,7,0,0,110.72312997,0,22,28.289429173,0
875,8800,33395,51057,2,0,0,80.822479691,1,20,16.883031014,1
876,8800,32169,37533,3,0,0,74.449294767,3,19,25.34174093,1
877,8800,56963,70607,4,0,0,99.76441458,3,19,40.345260733,0
878,8800,50000,68000,19,0,0,108.9,0,16,nan,1
879,8800,74562,89695,24,0,0,338.77674581,1,47,28.439716511,0
880,8800,101717,122299,11,nan,nan,402.74048173,1,49,38.421427581,0
881,8800,nan,74928,nan,nan,nan,nan,nan,nan,23.988913066,0
882,8800,nan,32221,0,0,0,276.84193488,0,14,24.198678371,0
883,8800,73765,93917,15,nan,nan,128.85330185,4,15,24.491198608,0
884,8800,55990,89673,18,0,0,184.62596594,0,29,27.701649739,0
885,8900,80334,87448,18,0,0,279.87655021,0,23,38.513997448,0
886,8900,33208,75000,22,0,3,166.2,1,33,nan,1
887,8900,75441,116950,26,0,0,322.73119571,2,37,33.788523674,0
888,8900,111493,133191,6,0,0,159.43269808,0,19,34.3711489,0
889,8900,63342,78275,19,0,0,162.19648426,1,11,32.612662762,0
890,8900,58503,74706,6,0,0,243.93599625,1,16,36.793237169,0
891,8900,62733,77741,8,0,0,68.890096166,3,17,37.773300594,1
892,8900,58839,81223,4,0,0,102.24646959,2,15,26.206409952,0
893,8900,60782,1e+05,14,0,8,129.86666667,0,36,nan,1
894,8900,64343,84013,4,0,0,39.221719253,0,12,35.788437459,1
895,8900,133847,157399,17,0,2,70.884144094,0,12,34.702330738,1
896,8900,147801,157335,4,0,0,85.574865756,4,21,34.756560384,1
897,8900,nan,42309,nan,nan,1,56.937096348,0,10,37.35952991,0
898,8900,nan,49147,nan,nan,nan,110.50958053,nan,8,37.108142059,0
899,8900,72581,90585,18,1,1,207.96666667,0,30,nan,1
900,8900,77261,96434,3,0,0,144.03700388,0,26,33.908465844,0
901,9000,50513,61190,5,0,0,75.388551244,1,11,30.498005118,0
902,9000,75453,100646,3,0,0,126.30983495,0,26,33.75846632,0
903,9000,50170,64309,7,nan,3,120.43122609,2,11,39.975489828,0
904,9000,81248,92503,0,0,0,121.1996495,2,10,37.390239889,0
905,9000,90969,108606,5,5,2,113.25750907,5,28,27.34759661,1
906,9000,79259,84322,22,0,0,359.33227239,1,47,29.671390341,0
907,9000,56162,75526,6,0,0,127.7869696,0,15,35.734056816,0
908,9000,51091,68264,22,0,0,277.7556619,2,29,39.387317549,0
909,9000,93521,126024,9,nan,nan,411.75308126,1,49,41.664281039,0
910,9000,52311,68994,0,0,1,137.78400363,0,9,28.454712858,1
911,9000,8221,38290,4,0,0,266.38379937,0,12,23.703067187,0
912,9000,56930,67557,0,0,1,118.69951614,2,18,36.686882044,0
913,9000,52257,58275,5,0,0,80.251800985,0,21,34.144725947,1
914,9000,41153,51841,10,0,0,210.28268954,0,23,32.424293056,0
915,9000,31170,50725,16,0,0,93.066666667,0,18,nan,1
916,9000,84532,104000,3,0,0,50.666666667,1,3,nan,1
917,9000,76964,90500,3,0,0,101.4,2,32,nan,0
918,9000,64917,102270,10,0,0,213.03333333,0,21,nan,0
919,9000,nan,63684,nan,0,0,358.06666667,0,7,nan,0
920,9000,47350.86,105000,6,0,1,227.26666667,0,10,nan,0
921,9000,50400,65000,6,nan,nan,117.6,nan,24,nan,0
922,9000,96884,110108,18,0,2,194.8,2,16,nan,0
923,9000,82700,121000,9,0,0,131.9,1,22,nan,0
924,9000,29000,51740,31,0,0,243.2,0,19,nan,0
925,9000,43881,56000,5,0,3,73.033333333,3,28,nan,1
926,9000,31896,46195,25,0,2,122.38915525,3,16,36.681652146,1
927,9000,56226,67466,7,0,0,126.74508707,0,16,33.987846976,0
928,9000,32539,65440,5,nan,nan,nan,nan,nan,42.368944329,1
929,9000,131108,199295,1,0,0,61.000985499,1,22,35.930610888,0
930,9000,55367,79819,5,0,0,101.28118497,1,15,27.189212901,0
931,9000,50866,73064,5,nan,nan,118.57000497,nan,23,40.1860615,0
932,9000,12340,36133,nan,nan,nan,nan,nan,nan,31.703814722,0
933,9000,53177,56782,9,0,0,106.50053701,3,33,40.084175502,0
934,9100,nan,50391,nan,nan,nan,nan,nan,nan,15.024705832,0
935,9100,80719,86782,23,0,0,333.01158975,1,47,30.39545792,0
936,9100,50606,58822,11,0,0,89.644833421,0,22,36.302409222,0
937,9100,17218,36721,8,0,1,115.75209332,3,5,37.479410286,1
938,9100,43249,52946,20,1,1,228.39633986,1,18,35.181840743,0
939,9100,48797,67761,7,nan,3,116.97915477,3,11,37.79737881,0
940,9100,nan,11550,nan,0,0,51.933333333,1,3,nan,1
941,9100,78369,92000,0.2,0,0,180.83333333,3,35,nan,1
942,9100,28550,40300,5,0,0,109.53563552,7,33,23.082905342,1
943,9100,24721,34462,1,0,0,28.100520363,9,7,27.520682167,0
944,9100,62976,77829,0,0,2,131.19349603,0,23,26.090418913,0
945,9100,46406,56134,9,0,0,93.853460687,3,34,39.466330333,0
946,9100,nan,74450,nan,nan,nan,nan,nan,nan,23.942516508,0
947,9100,53764,56429,9,0,0,92.078978775,3,33,40.58208394,0
948,9100,78210,86558,8,0,0,92.111504281,0,23,28.167074697,0
949,9100,59430,76897,5,0,1,246.09510911,1,16,37.470923376,0
950,9100,47756,84022,18,0,0,206.79736096,1,17,32.391146387,0
951,9200,71994,95525,16,nan,nan,126.81643919,3,16,25.621930492,0
952,9200,92395,114494,24,0,0,130.3767882,1,11,39.112150358,0
953,9200,55643,75267,2,0,1,224.88223202,2,15,35.629354389,0
954,9200,19756,26140,0,1,0,0.4867114508,9,7,27.075256643,0
955,9200,46707,60000,4,0,0,192.8,2,17,nan,0
956,9200,64900,78000,10,0,0,122.76666667,2,24,nan,1
957,9200,70715,85000,26,0,0,143.06666667,2,23,nan,1
958,9200,72859,88183,8,0,0,105.65520523,0,23,29.007207774,0
959,9200,52531,66491,11,0,0,122.22853426,1,19,32.657628893,0
960,9200,57375,69040,0,0,1,116.41879645,2,18,36.625629459,0
961,9200,48130,62358,15,0,4,219.65713104,0,36,27.617063425,0
962,9200,69657,89082,3,0,0,217.32115468,0,16,28.749890366,0
963,9300,79724,105493,2,0,0,63.43088731,2,23,39.38611808,0
964,9300,73252,100537,2,0,0,99.774527119,0,26,34.514635071,0
965,9300,30204,57036,30,0,0,235.49281298,0,19,23.137840556,0
966,9300,75425,109040,2,0,0,235.9462106,0,38,17.875259065,0
967,9300,nan,57650,11,1,0,308.3394397,2,13,31.553835409,0
968,9300,63566,70551,14,0,0,138.33735213,0,19,42.48370297,0
969,9300,nan,45906,nan,nan,nan,92.821714236,nan,9,36.141276164,0
970,9300,79133,100033,3,0,0,102.16302743,2,31,40.794635454,0
971,9300,46466,57182,2,0,0,100.05186621,0,20,38.444317985,0
972,9300,59617,67709,4,0,1,243.8307278,1,16,35.968280746,0
973,9300,nan,36793,nan,nan,nan,304.52018936,nan,11,30.738813764,0
974,9300,58051,65334,6,nan,nan,113.2818573,nan,23,41.860039809,0
975,9300,39307,51680,8,0,0,196.0146349,0,23,30.731571704,0
976,9300,84900,105798,2,0,0,41.807204596,1,3,26.956697896,1
977,9300,78000,97700,12,0,2,88.5,4,29,nan,1
978,9300,24000,37125,3.5,1,1,148.03333333,2,19,nan,1
979,9300,21138,30700,3,nan,nan,nan,nan,nan,nan,0
980,9300,44026,70535,12,3,1,245.9,2,29,nan,0
981,9300,nan,55350,9,0,0,308.34033176,2,13,33.635525403,0
982,9300,81986,94513,2,3,0,nan,0,4,31.89390379,0
983,9300,54088,66961,22,0,0,278.1604735,3,28,40.82354171,0
984,9300,38115,60493,14,0,0,91.932632264,0,18,29.633608474,1
985,9300,53772,71497,2,0,2,136.08002985,0,23,29.686670844,0
986,9300,nan,44108,nan,nan,nan,290.81807399,nan,12,29.743599964,0
987,9300,21979,39880,3,nan,nan,nan,nan,nan,38.844089335,0
988,9300,106449,120066,18,0,1,189.91991824,1,15,37.086455086,0
989,9400,52371,55764,1,0,0,177.70280043,0,20,37.35868805,0
990,9400,49484,59137,10,0,0,102.27267659,0,22,37.269131082,0
991,9400,nan,50575,nan,nan,nan,99.06951832,nan,8,35.9078154,0
992,9400,57105,67061,6,0,0,129.50848379,0,34,35.734592764,0
993,9400,52024,89107,0,1,0,148.84473761,3,26,36.080031774,1
994,9400,85448,94101,2,0,0,104.11336317,2,32,39.54184797,0
995,9400,56508,78358,17,0,0,141.93115618,0,11,32.327495049,0
996,9400,81596,116738,28,0,0,338.62903535,1,38,34.169513676,0
997,9400,76989,88788,24,0,0,350.6390057,0,46,30.061371367,0
998,9400,57000,70000,4,0,0,179.56666667,2,17,nan,0
999,9400,26700,40150,9,0,0,80.166666667,0,4,nan,0
1000,9400,nan,30455,18,0,0,194.61421604,0,16,39.000064863,0
1001,9400,61185,65302,1,0,2,117.17100444,2,18,35.611943876,0
1002,9400,109991,125146,7,0,1,171.67981114,0,18,34.813468594,0
1003,9400,122412,178547,7,0,0,226.08880709,0,19,35.463386978,0
1004,9400,61213,70800,5,0,0,75.862659733,3,20,39.403812388,0
1005,9400,53756,76077,12,2,0,244.11665292,2,29,33.374570631,0
1006,9400,81546,119128,30,0,0,328.17812369,2,38,34.150319383,0
1007,9400,86539,95010,0,4,0,nan,0,3,29.815323588,0
1008,9400,71600,99682,16,nan,nan,159.03637066,4,16,25.607228233,0
1009,9400,77715,101258,2,0,0,65.876586717,1,23,38.108000987,0
1010,9400,52598,74747,6,nan,nan,129.34382449,nan,24,42.265466118,0
1011,9400,51505,84178,19,0,0,202.69796289,0,16,35.530613427,0
1012,9400,92340,125451,7,0,0,129.11372481,1,22,36.349974603,0
1013,9400,53244,62245,23,0,0,276.78774402,3,28,37.821851509,0
1014,9400,77410,116693,0,0,0,245.08365185,0,37,17.176900657,0
1015,9400,56675,66976,6,0,0,128.07164796,0,33,35.033371132,0
1016,9400,103973,119817,18,0,2,182.6166394,2,16,37.337977192,0
1017,9500,50400,63000,1,0,0,91.266666667,8,22,nan,1
1018,9500,36114,45654,0,0,0,83.333291772,0,9,25.343478449,1
1019,9500,115186,131800,7,0,0,177.05003605,0,19,33.43055804,0
1020,9500,41541,57280,6,0,0,69.229369351,1,10,29.160127076,0
1021,9500,28750,42408,0,0,0,115.5749709,1,30,39.050394794,0
1022,9500,47019,59413,4,0,0,78.02555168,0,11,31.418132394,0
1023,9500,131394,162449,10,0,0,222.0095049,0,18,19.551242992,0
1024,9500,55862,62965,15,0,4,223.10391402,0,36,26.141178049,0
1025,9500,70000,85000,9,0,1,175.56666667,1,12,nan,0
1026,9500,35019,52710,12,0,0,241.58177936,0,31,38.208667839,0
1027,9500,21900,35250,16,0,0,59.866666667,1,10,nan,0
1028,9500,59494,75930,0,0,0,98.99850784,0,6,36.888436373,0
1029,9500,42699,57680,10,0,0,114.4929085,1,26,25.07515295,0
1030,9500,43210,59692,1,1,nan,103.08948312,nan,13,38.704985068,0
1031,9500,58185,64576,6,nan,4,127.8552645,1,11,38.298309125,0
1032,9500,54612,68759,9,0,0,89.102838608,0,19,31.353906936,1
1033,9500,79479,88772,8,0,0,189.58907467,0,12,37.95298991,0
1034,9500,nan,40000,10,0,0,36.5,1,1,nan,1
1035,9600,62405,69459,0,0,2,86.431831744,2,18,36.260331272,0
1036,9600,45158,55455,15,0,0,82.71313688,0,12,30.931517996,0
1037,9600,64758,63646,5,0,0,120.64455858,0,34,35.98492935,0
1038,9600,53277,60843,0,0,0,180.28406155,0,21,37.950787581,0
1039,9600,84333,201281,14,0,0,13.213057261,nan,7,17.825630936,0
1040,9600,70589,99384,0,0,1,176.4674623,0,31,34.234789575,0
1041,9600,42357,99756,4,1,4,354.65022495,0,30,36.525172928,1
1042,9600,nan,68324,nan,0,0,356.45017827,0,6,36.554268317,0
1043,9600,73000,99600,4.5,0,1,93.333333333,1,34,nan,0
1044,9600,53196,63942,16,0,4,227.56368402,0,36,24.016769941,0
1045,9600,56224,60260,15,0,3,219.7420453,0,36,25.439463543,0
1046,9600,46683,61773,1,0,0,171.05844903,1,20,38.005289312,0
1047,9600,nan,56900,nan,nan,nan,nan,nan,nan,14.435238785,0
1048,9600,24680,43500,18,0,3,114.66666667,0,19,nan,1
1049,9600,50655,59502,0,0,0,93.432844102,0,20,37.982353508,0
1050,9600,45240,60136,2,0,1,83.066750905,0,19,38.454300022,0
1051,9600,77359,101365,1,0,0,182.80351445,0,31,33.481910133,0
1052,9600,44553,48626,20,0,1,226.45215948,0,18,35.555922893,0
1053,9700,75566,92066,14,0,0,94.987922191,0,8,25.161183475,0
1054,9700,29094,51990,30,0,0,246.19523933,0,19,20.743364711,0
1055,9700,45907,57507,6,0,0,81.229448637,0,11,29.037574223,0
1056,9700,53527,58605,4,0,0,75.584542581,3,12,36.709538909,0
1057,9700,98232,117321,19,0,2,194.42471787,2,15,36.95089224,0
1058,9700,nan,64644,nan,0,0,368.07092408,0,6,36.573169598,0
1059,9700,21883,67432,24,0,0,308.99557574,1,12,41.414280651,0
1060,9700,84933,122520,10,0,0,141.43307599,1,23,36.795013963,0
1061,9700,55986,73000,2.5,0,1,207.16666667,2,29,nan,1
1062,9700,108000,210000,2.3,0,0,124.83333333,1,15,nan,0
1063,9700,5801,58305,8,2,1,352.96666667,1,22,nan,0
1064,9700,59100,74986,14,0,0,244.53333333,1,32,nan,0
1065,9700,53000,56000,2,0,0,75.033333333,5,18,nan,1
1066,9700,73085,92000,8,0,3,173.5,0,34,nan,1
1067,9700,39141,48905,13,0,0,89.83593974,0,11,32.4314097,0
1068,9700,44652,63232,9,0,0,102.16551363,0,22,37.034875874,0
1069,9700,59633,70398,4,0,0,239.03820584,1,16,38.867248989,0
1070,9700,63488,74374,5,0,0,106.58945227,2,15,26.896012771,0
1071,9700,8852,60599,7,2,1,359.1044913,1,21,16.87198276,0
1072,9700,32660,54536,0,0,0,156.4821057,0,13,67.32490355,1
1073,9700,nan,54385,10,0,0,314.73283271,1,13,34.170403536,0
1074,9700,77394,86917,16,0,1,81.461400461,0,9,27.705856544,0
1075,9700,47000,82000,nan,1,2,96.633333333,nan,8,nan,1
1076,9800,54564,62109,10,0,0,124.02162504,0,19,32.565686372,0
1077,9800,15021,31900,6,0,0,276.73420174,0,11,22.291249185,0
1078,9800,136154,203815,1,0,0,70.853327642,2,23,35.8789883,0
1079,9800,79405,111563,0,0,0,240.94299363,1,38,19.332810029,0
1080,9800,58936,78078,19,0,0,152.14012571,0,11,32.188760518,0
1081,9800,74962,108730,4,0,1,76.392416053,1,33,37.32134756,0
1082,9800,36500,54000,17,0,1,105.66666667,5,19,nan,1
1083,9800,81199,206201,12,0,0,2.8207855775,nan,7,21.28386768,0
1084,9800,49287,69831,2,0,0,182.99480622,2,16,29.713466905,0
1085,9800,62826,65912,6,0,0,132.75248959,0,34,37.588199542,0
1086,9800,49298,73426,9,3,1,242.38901624,1,29,34.690361253,0
1087,9800,69919,100267,16,nan,nan,130.8860074,3,15,26.835043413,0
1088,9800,32550,52554,12,0,0,229.51274114,1,32,37.923088094,0
1089,9800,54681,74097,2,0,1,106.88889374,3,18,36.618660862,0
1090,9800,53643,113161,5,0,1,230.30325656,0,9,23.773610404,0
1091,9800,80267,209931,14,0,0,0.5071145295,nan,8,19.969628699,0
1092,9800,78022,103466,1,0,0,83.835338491,2,24,37.434615355,0
1093,9800,nan,45197,nan,nan,nan,316.5253028,nan,11,29.646665996,0
1094,9800,52973,65481,10,0,0,101.47266767,2,33,36.878297002,0
1095,9800,55330,78154,2,0,1,122.70553687,0,23,28.896101856,0
1096,9800,54861,71138,4,0,0,258.33461797,2,16,36.035712866,0
1097,9800,56188,90143,17,0,0,171.41365835,0,29,25.621650412,0
1098,9800,79767,93525,0,4,0,nan,0,4,31.290118994,0
1099,9800,63891,72980,7,0,0,32.41493353,2,24,39.37186986,0
1100,9800,47126,57365,0,0,1,91.141218712,0,19,38.657640295,0
1101,9800,55539,73560,4,0,0,85.900936244,1,14,26.331619061,0
1102,9900,37609,120186,nan,0,0,176.36783901,3,30,53.178911112,1
1103,9900,60488,75507,3,0,0,239.43363997,1,17,38.473075274,0
1104,9900,35448,58056,11,0,0,229.5228444,1,31,37.297432095,0
1105,9900,79379,205346,14,0,0,20.214194867,nan,7,19.799427915,0
1106,9900,72674,89909,15,0,1,90.957899517,0,8,27.35463407,0
1107,9900,88236,104953,1,0,0,51.648705242,0,2,28.622632092,1
1108,9900,73804,97413,5,0,0,107.33302454,0,25,33.524879599,0
1109,9900,28432,36605,0,0,0,111.53162529,1,29,37.588195648,0
1110,9900,52800,66000,29,1,3,188.93333333,1,24,nan,0
1111,9900,111000,134347,16,nan,1,180.63333333,1,33,nan,0
1112,9900,21400,36600,2,0,0,154.2,2,26,nan,1
1113,9900,8673,37244,4,0,0,256.68058385,0,12,24.496286322,0
1114,9900,117003,219783,1,0,0,130.76638619,0,14,25.622610897,0
1115,9900,71371,84865,0,2,0,94.805235749,0,12,38.211305102,1
1116,9900,55231,78708,4,0,0,85.801476116,2,15,24.594992574,0
1117,9900,47367,114837,4,0,0,210.43553362,0,10,25.042108535,0
1118,9900,108155,219936,2,0,0,126.93937738,1,15,27.992051659,0
1119,9900,74009,108371,1,0,0,246.09476485,0,36,17.257117147,0
1120,9900,82697,100689,3,0,0,133.36579062,0,26,33.591716314,0
1121,9900,47865,88105,18,0,0,203.02399137,0,17,34.553305392,0
1122,9900,84920,201713,13,0,0,3.0443841399,nan,8,21.05764132,0
1123,9900,54961,70609,6,nan,4,105.9346916,2,11,40.70254787,0
1124,9900,26427,87134,20,0,0,244.36524652,0,11,25.003965494,0
1125,9900,23767,39293,5,1,0,145.76577376,0,9,24.605128805,1
1126,9900,31244,44138,14,0,0,60.634469798,1,9,31.688134282,0
1127,9900,55342,72357,7,nan,3,111.99885488,1,11,39.870340357,0
1128,9900,59206,75690,6,0,2,288.39505854,1,19,30.776027864,1
1129,9900,83821,124527,30,0,0,319.65197133,1,37,35.769425427,0
1130,10000,63218,76500,5,2,3,183.66666667,3,30,nan,0
1131,10000,48300,74600,14,0,1,179.1,2,31,nan,1
1132,10000,34350,54146,3,0,0,144.42288892,0,18,31.539013395,1
1133,10000,75976,91000,10.5,0,0,171.46666667,5,22,nan,0
1134,10000,68807,76581,14,0,0,237.6478941,0,32,42.335573512,0
1135,10000,nan,56475,9,2,0,309.26449746,2,12,34.487188041,0
1136,10000,84580,118924,31,0,0,341.94497562,2,37,35.248897631,0
1137,10000,nan,49266,nan,nan,nan,nan,nan,nan,15.597290225,0
1138,10000,59828,72489,18,0,0,157.24366245,1,11,31.626821934,0
1139,10000,22000,41250,5,0,0,97.966666667,0,21,nan,1
1140,10000,86000,111000,6.5,0,1,91.966666667,3,17,nan,1
1141,10000,26197,46600,9,0,0,165.96666667,2,9,nan,1
1142,10000,nan,25010,5,0,3,326.13333333,4,17,nan,1
1143,10000,20500,54600,15,0,0,160.33333333,2,11,nan,1
1144,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
1145,10000,186000,225750,2,0,0,75.866666667,nan,5,nan,1
1146,10000,28000,73250,2,0,0,28.966666667,4,12,nan,1
1147,10000,57238,101500,10,0,0,106.83333333,0,36,nan,1
1148,10000,31253,65450,21,0,0,172.03333333,0,16,nan,1
1149,10000,27000,54300,0.3,0,1,91.133333333,0,6,nan,1
1150,10000,53297,74925,14,0,1,88.533333333,2,15,nan,1
1151,10000,7718,77750,8,0,0,261.8,0,14,nan,0
1152,10000,63005,78500,3,nan,nan,171.76666667,nan,35,nan,0
1153,10000,87579,105000,13,0,0,209.96666667,3,16,nan,0
1154,10000,nan,42497,6,nan,nan,165.43333333,nan,9,nan,0
1155,10000,32000,59000,24,0,1,232.33333333,1,29,nan,0
1156,10000,31000,58240,nan,nan,nan,nan,nan,nan,nan,0
1157,10000,71000,97875,8,0,0,165.71489362,0,34,nan,0
1158,10000,66000,89145,9,0,0,215.03333333,3,29,nan,0
1159,10000,59764,77870,7,0,0,136.9,0,35,nan,0
1160,10000,124000,192000,0,0,1,346.96666667,0,16,nan,0
1161,10000,80000,107900,12,0,2,176.53333333,0,28,nan,0
1162,10000,34767,51000,23,0,1,121.73333333,0,23,nan,0
1163,10000,nan,23400,28,0,0,206.96666667,1,5,nan,0
1164,10000,57068,72000,12,0,0,257.7,0,27,nan,0
1165,10000,22068,49600,0.9,0,0,247.56666667,0,11,nan,0
1166,10000,131589,156000,5,0,1,419.03333333,1,43,nan,0
1167,10000,147234,175300,6,0,0,192.76666667,1,56,nan,0
1168,10000,48041,76050,3,0,2,185.7,0,13,nan,0
1169,10000,78000,97400,1,0,0,72.033333333,1,20,nan,0
1170,10000,64320,102375,10,0,0,148.16666667,1,13,nan,0
1171,10000,96000,112200,16,1,0,258.73333333,0,16,nan,0
1172,10000,88777.5,112014,13,0,0,182.63333333,2,18,nan,0
1173,10000,10000,68250,20,0,2,398.8,1,12,nan,0
1174,10000,42300,nan,11,1,0,31.4,3,5,nan,1
1175,10000,5200,53095,5,3,3,234.33333333,3,17,nan,1
1176,10000,19225.53,35500,5,0,2,186,1,10,nan,1
1177,10000,62000,80000,5,nan,1,97.4,4,30,nan,1
1178,10000,41741,56000,3,0,0,20.233333333,2,6,nan,1
1179,10000,46946,65000,7.2,0,1,80.1,1,12,nan,1
1180,10000,75000,103600,17.6,0,0,171.43333333,0,24,nan,1
1181,10000,59929,nan,5,nan,nan,nan,nan,nan,nan,1
1182,10000,99600,125500,8,0,0,80.1,3,21,nan,1
1183,10000,122800,151500,2,0,0,205.96666667,1,23,nan,1
1184,10000,49000,70000,nan,0,3,190.73333333,1,12,nan,1
1185,10000,48840,58740,15,2,2,194.8,0,39,nan,1
1186,10000,13161,37700,nan,3,0,79.1,2,9,nan,1
1187,10000,84000,132965,30,0,0,325.63333333,1,24,nan,1
1188,10000,42321,53800,4,0,0,275.9,0,19,nan,1
1189,10000,65000,80000,2,0,0,26.366666667,3,2,nan,1
1190,10000,76700,97800,25,nan,10,205.23333333,3,26,nan,1
1191,10000,59543,86800,9,3,1,152.13333333,2,51,nan,1
1192,10000,52410,54500,1,9,4,132.9,4,29,nan,1
1193,10000,50070,60670,5,2,0,15.233333333,0,1,nan,1
1194,10000,16288,48600,24,0,0,268.83333333,1,16,nan,1
1195,10000,69727,90312,4.5,5,1,122.83333333,nan,17,nan,1
1196,10000,nan,65088,3.5,4,5,205.06666667,2,39,nan,1
1197,10000,nan,79500,19,0,0,285.1,2,7,nan,1
1198,10000,nan,nan,15,2,2,108.93333333,3,31,nan,1
1199,10000,91000,110000,16,1,3,123.76666667,2,22,nan,1
1200,10000,66399,78000,0.9,0,0,112.6,0,15,nan,1
1201,10000,90700,123370,15,2,0,90.3,1,4,nan,1
1202,10000,34900,48000,3,0,0,288.16666667,1,3,nan,1
1203,10000,127319,194992,1,0,1,337.6899717,0,16,41.447505948,0
1204,10000,48769,65328,4,0,1,104.69524068,3,12,39.049359218,0
1205,10000,133879,157446,6,0,1,421.36287218,1,42,30.606998702,0
1206,10000,36000,68800,13,0,0,118.66666667,6,15,nan,1
1207,10000,64375,72418,14,0,0,207.61730644,3,31,38.867949083,0
1208,10000,114643,130127,5,0,1,160.6678931,0,19,33.920044393,0
1209,10000,nan,69502,nan,nan,nan,nan,nan,nan,25.77278284,0
1210,10000,41949,51684,15,0,0,84.123450947,0,12,31.267318776,0
1211,10100,114590,215784,2,0,0,123.16918276,0,14,27.84508378,0
1212,10100,45493,54605,21,0,1,234.59177844,0,18,36.594664037,0
1213,10100,87942,106000,13,0,0,219.38527843,2,16,40.75164798,0
1214,10100,32608,47377,9,0,0,67.38706567,0,3,35.690193036,0
