ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,target
20041,0.144,0.032,0.212,0.3,0.458,0.448,0.355,0.443,0.051,0.753,5.653
20042,0.566,0.315,0.759,0.035,0.198,0.594,0.583,0.61,0.241,0.002,6.251
20043,0.245,0.122,0.226,0.542,0.165,0.827,0.286,0.238,0.253,0.504,9.067
20044,0.994,0.594,0.311,0.827,0.416,0.715,0.914,0.074,0.44,0.184,21.225
20045,0.287,0.347,0.393,0.096,0.17,0.906,0.58,0.943,0.81,0.109,5.455
20046,0.042,0.473,0.451,0.481,0.315,0.046,0.463,0.727,0.754,0.678,7.483
20047,0.976,0.406,0.017,0.013,0.992,0.736,0.565,0.702,0.42,0.318,19.002
20048,0.63,0.894,0.853,0.363,0.533,0.403,0.451,0.083,0.911,0.579,18.937
20049,0.184,0.205,0.777,0.049,0.88,0.369,0.531,0.942,0.82,0.058,8.981
20050,0.956,0.399,0.916,0.551,0.34,0.368,0.802,0.168,0.312,0.485,19.94
20051,0.122,0.804,0.002,0.663,0.633,0.331,0.645,0.279,0.542,0.357,17.848
20052,0.813,0.903,0.645,0.677,0.832,0.742,0.297,0.963,0.635,0.024,18.949
20053,0.019,0.439,0.788,0.096,0.735,0.928,0.582,0.016,0.616,0.987,6.044
20054,0.854,0.912,0.878,0.342,0.486,0.88,0.631,0.076,0.825,0.567,17.404
20055,0.144,0.087,0.638,0.67,0.441,0.55,0.538,0.268,0.397,0.741,10.02
20056,0.443,0.86,0.407,0.642,0.439,0.221,0.551,0.566,0.486,0.286,17.267
20057,0.665,0.439,0.566,0.281,0.333,0.002,0.536,0.18,0.793,0.924,12.606
20058,0.817,0.78,0.096,0.85,0.038,0.862,0.954,0.967,0.368,0.168,22.042
20059,0.28,0.154,0.901,0.384,0.154,0.92,0.974,0.645,0.133,0.548,9.225
20060,0.413,0.496,0.03,0.399,0.944,0.65,0.939,0.248,0.936,0.862,21.822
20061,0.995,0.055,0.646,0.869,0.982,0.732,0.998,0.825,0.514,0.677,18.026
20062,0.177,0.389,0.805,0.341,0.554,0.412,0.211,0.429,0.189,0.416,9.391
20063,0.408,0.606,0.082,0.85,0.351,0.41,0.63,0.695,0.08,0.691,19.429
20064,0.464,0.984,0.368,0.295,0.824,0.019,0.577,0.144,0.126,0.447,17.367
20065,0.642,0.152,0.87,0.673,0.375,0.461,0.043,0.091,0.629,0.037,14.795
20066,0.596,0.365,0.165,0.166,0.453,0.057,0.73,0.901,0.583,0.499,10.856
20067,0.502,0.518,0.263,0.82,0.378,0.551,0.078,0.237,0.655,0.485,16.734
20068,0.964,0.549,0.172,0.073,0.669,0.779,0.194,0.38,0.969,0.522,14.518
20069,0.31,0.854,0.26,0.686,0.486,0.108,0.436,0.93,0.586,0.991,16.207
20070,0.059,0.262,0.209,0.813,0.181,0.801,0.757,0.647,0.323,0.441,13.533
20071,0.213,0.787,0.802,0.757,0.633,0.527,0.141,0.375,0.901,0.939,16.454
20072,0.025,0.026,0.191,0.625,0.371,0.407,0.034,0.791,0.4,0.12,10.025
20073,0.339,0.393,0.265,0.709,0.146,0.737,0.829,0.153,0.756,0.484,14.457
20074,0.972,0.732,0.47,0.573,0.809,0.126,0.042,0.003,0.929,0.814,18.544
20075,0.046,0.992,0.217,0.5,0.719,0.928,0.134,0.882,0.732,0.979,13.051
20076,0.49,0.739,0.876,0.647,0.677,0.475,0.838,0.478,0.072,0.419,21.696
20077,0.026,0.369,0.512,0.771,0.392,0.177,0.259,0.543,0.999,0.7,9.492
20078,0.206,0.103,0.589,0.842,0.387,0.317,0.303,0.147,0.987,0.749,10.858
20079,0.52,0.442,0.642,0.686,0.633,0.291,0.459,0.671,0.833,0.328,16.931
20080,0.244,0.853,0.209,0.664,0.191,0.684,0.622,0.23,0.792,0.644,14.71
20081,0.677,0.867,0.595,0.824,0.024,0.493,0.018,0.401,0.811,0.659,18.743
20082,0.426,0.661,0.898,0.882,0.86,0.217,0.987,0.081,0.317,0.203,23.391
20083,0.887,0.042,0.697,0.362,0.986,0.572,0.054,0.218,0.099,0.404,11.753
20084,0.425,0.056,0.683,0.595,0.518,0.92,0.455,0.6,0.214,0.931,9.276
20085,0.043,0.464,0.572,0.596,0.826,0.919,0.746,0.049,0.874,0.415,12.054
20086,0.138,0.372,0.968,0.672,0.99,0.035,0.349,0.513,0.835,0.385,17.516
20087,0.654,0.23,0.67,0.289,0.147,0.673,0.745,0.409,0.671,0.798,7.086
20088,0.533,0.805,0.585,0.951,0.144,0.411,0.413,0.897,0.798,0.485,20.597
20089,0.133,0.965,0.334,0.383,0.002,0.343,0.342,0.345,0.391,0.788,7.11
20090,0.277,0.889,0.752,0.401,0.144,0.381,0.963,0.383,0.763,0.375,12.726
20091,0.152,0.704,0.699,0.839,0.09,0.03,0.183,0.438,0.687,0.702,14.139
20092,0.024,0.538,0.507,0.199,0.382,0.4,0.772,0.903,0.311,0.394,5.601
20093,0.693,0.5,0.134,0.889,0.195,0.454,0.001,0.179,0.389,0.168,22.709
20094,0.038,0.729,0.69,0.438,0.33,0.663,0.795,0.936,0.136,0.832,8.789
20095,0.954,0.828,0.693,0.19,0.966,0.939,0.874,0.683,0.884,0.346,13.335
20096,0.309,0.521,0.227,0.955,0.357,0.833,0.647,0.815,0.658,0.021,18.029
20097,0.194,0.685,0.234,0.021,0.424,0.436,0.702,0.218,0.026,0.792,7.943
20098,0.694,0.433,0.111,0.404,0.565,0.239,0.217,0.426,0.906,0.577,17.269
20099,0.061,0.582,0.22,0.945,0.403,0.708,0.008,0.493,0.838,0.219,12.844
20100,0.486,0.527,0.079,0.619,0.316,0.371,0.825,0.36,0.584,0.755,16.961
20101,0.673,0.644,0.625,0.961,0.38,0.71,0.318,0.217,0.228,0.753,19.945
20102,0.28,0.08,0.159,0.584,0.115,0.315,0.903,0.455,0.243,0.696,9.596
20103,0.753,0.305,0.391,0.995,0.079,0.637,0.158,0.712,0.083,0.616,18.642
20104,0.466,0.706,0.713,0.62,0.316,0.673,0.412,0.671,0.767,0.416,18.219
20105,0.322,0.359,0.334,0.225,0.279,0.056,0.084,0.27,0.424,0.629,8.494
20106,0.385,0.863,0.984,0.309,0.742,0.341,0.117,0.384,0.885,0.985,20.198
20107,0.454,0.811,0.235,0.33,0.692,0.797,0.202,0.479,0.017,0.722,16.801
20108,0.852,0.149,0.704,0.076,0.729,0.069,0.771,0.884,0.35,0.857,8.938
20109,0.42,0.773,0.06,0.956,0.537,0.174,0.188,0.757,0.39,0.326,24.862
20110,0.056,0.242,0.396,0.094,0.076,0.555,0.409,0.078,0.287,0.448,1.342
20111,0.12,0.199,0.312,0.822,0.551,0.74,0.259,0.655,0.114,0.669,12.588
20112,0.494,0.232,0.464,0.112,0.328,0.948,0.575,0.567,0.766,0.893,6.727
20113,0.954,0.526,0.427,0.033,0.541,0.117,0.873,0.018,0.672,0.646,14.393
20114,0.984,0.449,0.659,0.579,0.661,0.692,0.162,0.15,0.114,0.483,18.72
20115,0.706,0.155,0.887,0.996,0.94,0.803,0.849,0.606,0.504,0.251,18.74
20116,0.371,0.419,0.481,0.877,0.296,0.44,0.655,0.862,0.16,0.85,15.762
20117,0.934,0.529,0.445,0.49,0.964,0.586,0.138,0.983,0.704,0.828,20.783
20118,0.186,0.566,0.437,0.065,0.619,0.566,0.244,0.794,0.116,0.238,7.131
20119,0.44,0.843,0.839,0.101,0.866,0.133,0.431,0.454,0.389,0.912,17.956
20120,0.147,0.729,0.05,0.836,0.91,0.12,0.756,0.022,0.149,0.274,21.213
20121,0.46,0.639,0.848,0.08,0.866,0.943,0.077,0.431,0.067,0.708,16.767
20122,0.26,0.717,0.488,0.381,0.426,0.513,0.65,0.87,0.197,0.679,12.569
20123,0.563,0.401,0.671,0.895,0.861,0.611,0.375,0.951,0.154,0.317,20.093
20124,0.093,0.97,0.819,0.914,0.532,0.21,0.437,0.029,0.395,0.362,16.09
20125,0.613,0.051,0.601,0.447,0.731,0.582,0.257,0.551,0.892,0.229,8.424
20126,0.402,0.777,0.942,0.312,0.138,0.907,0.743,0.577,0.707,0.238,15.712
20127,0.751,0.352,0.482,0.486,0.533,0.288,0.244,0.742,0.225,0.505,15.969
20128,0.118,0.959,0.776,0.651,0.036,0.427,0.875,0.523,0.55,0.307,13.386
20129,0.986,0.91,0.797,0.826,0.43,0.145,0.373,0.742,0.62,0.003,14.365
20130,0.778,0.67,0.624,0.014,0.0,0.741,0.12,0.19,0.444,0.852,11.755
20131,0.982,0.364,0.166,0.475,0.229,0.21,0.32,0.693,0.652,0.667,16.675
20132,0.098,0.158,0.752,0.644,0.804,0.099,0.979,0.63,0.359,0.037,13.885
20133,0.864,0.823,0.3,0.912,0.407,0.754,0.062,0.784,0.077,0.583,19.991
20134,0.106,0.237,0.379,0.039,0.574,0.835,0.231,0.623,0.363,0.898,5.18
20135,0.799,0.533,0.349,0.125,0.077,0.152,0.221,0.975,0.89,0.057,11.091
20136,0.429,0.485,0.722,0.901,0.212,0.225,0.279,0.875,0.447,0.536,16.831
20137,0.565,0.595,0.031,0.332,0.217,0.557,0.625,0.57,0.765,0.071,17.433
20138,0.739,0.283,0.932,0.392,0.42,0.116,0.133,0.861,0.995,0.558,13.893
20139,0.47,0.434,0.665,0.836,0.864,0.102,0.312,0.234,0.351,0.316,19.312
20140,0.956,0.484,0.975,0.91,0.026,0.327,0.795,0.69,0.038,0.179,22.005
20141,0.47,0.191,0.614,0.105,0.333,0.892,0.243,0.623,0.108,0.116,5.509
20142,0.191,0.707,0.012,0.319,0.631,0.554,0.372,0.252,0.457,0.801,15.265
20143,0.35,0.333,0.806,0.834,0.719,0.843,0.783,0.845,0.366,0.76,16.832
20144,0.914,0.881,0.481,0.528,0.183,0.426,0.094,0.094,0.924,0.28,11.083
20145,0.298,0.785,0.99,0.553,0.498,0.555,0.408,0.532,0.132,0.989,19.362
20146,0.018,0.007,0.252,0.068,0.627,0.075,0.957,0.481,0.543,0.004,4.208
20147,0.236,0.825,0.826,0.898,0.151,0.379,0.733,0.05,0.624,0.917,17.495
20148,0.837,0.404,0.191,0.606,0.085,0.462,0.86,0.527,0.474,0.534,16.199
20149,0.726,0.538,0.548,0.962,0.206,0.779,0.23,0.35,0.031,0.234,20.319
20150,0.97,0.28,0.742,0.091,0.352,0.249,0.068,0.556,0.922,0.848,9.991
20151,0.187,0.191,0.16,0.624,0.331,0.637,0.595,0.079,0.436,0.381,10.633
20152,0.153,0.872,0.513,0.978,0.679,0.916,0.356,0.552,0.822,0.863,15.926
20153,0.007,0.083,0.61,0.198,0.882,0.221,0.535,0.468,0.294,0.959,8.594
20154,0.043,0.601,0.834,0.119,0.003,0.454,0.453,0.697,0.354,0.829,4.47
20155,0.634,0.13,0.42,0.317,0.283,0.334,0.311,0.005,0.104,0.384,6.534
20156,0.638,0.362,0.584,0.793,0.33,0.158,0.056,0.364,0.462,0.828,17.773
20157,0.507,0.484,0.036,0.266,0.462,0.191,0.75,0.528,0.516,0.462,15.968
20158,0.283,0.33,0.032,0.956,0.201,0.65,0.781,0.129,0.684,0.885,17.487
20159,0.578,0.947,0.118,0.21,0.887,0.161,0.632,0.626,0.912,0.924,20.182
20160,0.817,0.726,0.309,0.083,0.547,0.165,0.691,0.594,0.828,0.415,12.878
20161,0.335,0.375,0.013,0.225,0.805,0.937,0.8,0.487,0.687,0.972,14.683
20162,0.479,0.172,0.507,0.242,0.087,0.28,0.732,0.18,0.823,0.892,5.433
20163,0.896,0.846,0.03,0.87,0.736,0.783,0.204,0.768,0.109,0.105,24.334
20164,0.843,0.032,0.815,0.712,0.519,0.633,0.523,0.321,0.841,0.267,12.477
20165,0.747,0.86,0.246,0.378,0.641,0.644,0.869,0.106,0.224,0.594,17.626
20166,0.727,0.289,0.579,0.378,0.539,0.853,0.859,0.726,0.309,0.476,13.081
20167,0.564,0.078,0.051,0.66,0.817,0.726,0.902,0.518,0.027,0.536,17.371
20168,0.452,0.621,0.31,0.639,0.166,0.071,0.061,0.743,0.781,0.933,15.275
20169,0.73,0.219,0.033,0.675,0.94,0.896,0.004,0.35,0.085,0.879,19.89
20170,0.743,0.938,0.972,0.604,0.946,0.209,0.602,0.252,0.868,0.264,22.456
20171,0.514,0.826,0.311,0.08,0.088,0.514,0.255,0.796,0.855,0.38,12.252
20172,0.534,0.224,0.406,0.865,0.584,0.455,0.727,0.878,0.249,0.111,15.472
20173,0.56,0.215,0.245,0.674,0.862,0.894,0.98,0.562,0.263,0.886,16.787
20174,0.147,0.646,0.119,0.851,0.743,0.721,0.446,0.465,0.572,0.566,18.951
20175,0.179,0.885,0.451,0.841,0.236,0.446,0.666,0.158,0.082,0.707,14.736
20176,0.207,0.378,0.966,0.477,0.29,0.34,0.828,0.763,0.217,0.057,12.506
20177,0.588,0.118,0.428,0.966,0.9,0.325,0.677,0.367,0.969,0.384,15.087
20178,0.968,0.366,0.104,0.812,0.566,0.67,0.32,0.711,0.406,0.43,22.767
20179,0.628,0.431,0.16,0.389,0.9,0.215,0.642,0.372,0.882,0.902,17.565
20180,0.568,0.982,0.641,0.355,0.321,0.245,0.229,0.44,0.87,0.892,15.079
20181,0.851,0.272,0.808,0.09,0.045,0.46,0.073,0.781,0.964,0.38,7.81
20182,0.944,0.819,0.579,0.643,0.665,0.715,0.805,0.476,0.202,0.371,16.062
20183,0.977,0.927,0.321,0.894,0.429,0.131,0.767,0.448,0.277,0.773,16.048
20184,0.918,0.862,0.339,0.395,0.202,0.167,0.134,0.719,0.112,0.78,11.867
20185,0.608,0.335,0.418,0.593,0.286,0.155,0.376,0.729,0.517,0.886,13.255
20186,0.706,0.059,0.369,0.041,0.528,0.058,0.833,0.909,0.55,0.161,5.238
20187,0.177,0.264,0.614,0.713,0.451,0.868,0.19,0.687,0.009,0.037,9.632
20188,0.997,0.089,0.487,0.331,0.611,0.958,0.289,0.739,0.301,0.748,8.454
20189,0.61,0.804,0.285,0.693,0.793,0.428,0.775,0.998,0.823,0.569,19.383
20190,0.551,0.505,0.169,0.527,0.853,0.052,0.425,0.692,0.337,0.304,18.611
20191,0.366,0.535,0.543,0.387,0.111,0.634,0.352,0.07,0.355,0.587,10.547
20192,0.833,0.872,0.512,0.081,0.441,0.581,0.897,0.935,0.426,0.883,10.872
20193,0.124,0.158,0.343,0.081,0.217,0.811,0.305,0.06,0.057,0.367,4.185
20194,0.474,0.846,0.206,0.069,0.75,0.085,0.371,0.147,0.691,0.59,13.534
20195,0.728,0.286,0.667,0.849,0.84,0.01,0.89,0.609,0.796,0.635,17.745
20196,0.789,0.808,0.228,0.162,0.39,0.349,0.913,0.771,0.013,0.651,13.333
20197,0.675,0.746,0.269,0.673,0.928,0.715,0.196,0.115,0.298,0.755,23.376
20198,0.966,0.189,0.869,0.522,0.843,0.12,0.922,0.982,0.62,0.993,19.097
20199,0.452,0.057,0.693,0.499,0.263,0.128,0.708,0.996,0.488,0.992,8.96
20200,0.986,0.348,0.757,0.652,0.532,0.287,0.871,0.369,0.31,0.735,19.197
20201,0.372,0.284,0.225,0.344,0.263,0.514,0.404,0.531,0.063,0.912,9.114
20202,0.162,0.825,0.875,0.125,0.729,0.562,1.0,0.624,0.401,0.9,10.765
20203,0.96,0.954,0.735,0.077,0.204,0.038,0.679,0.706,0.313,0.888,2.784
20204,0.546,0.543,0.79,0.291,0.278,0.325,0.81,0.244,0.805,0.693,15.998
20205,0.095,0.57,0.296,0.181,0.826,0.479,0.626,0.488,0.121,0.497,8.032
20206,0.656,0.491,0.837,0.755,0.052,0.482,0.748,0.043,0.091,0.396,18.464
20207,0.792,0.3,0.587,0.009,0.986,0.602,0.544,0.766,0.546,0.194,12.395
20208,0.681,0.249,0.926,0.933,0.933,0.458,0.573,0.812,0.699,0.695,23.435
20209,0.579,0.936,0.081,0.855,0.007,0.288,0.392,0.671,0.11,0.609,22.294
20210,0.865,0.921,0.925,0.455,0.797,0.254,0.95,0.194,0.401,0.626,18.668
20211,0.766,0.767,0.733,0.98,0.915,0.183,0.426,0.549,0.333,0.734,26.344
20212,0.738,0.36,0.257,0.276,0.17,0.996,0.41,0.216,0.081,0.334,12.913
20213,0.241,0.113,0.122,0.78,0.835,0.863,0.438,0.501,0.521,0.551,14.879
20214,0.968,0.774,0.836,0.262,0.131,0.768,0.763,0.704,0.383,0.194,12.358
20215,0.934,0.112,0.074,0.409,0.661,0.393,0.014,0.343,0.754,0.651,14.151
20216,0.308,0.611,0.754,0.043,0.791,0.653,0.141,0.233,0.593,0.445,10.111
20217,0.635,0.871,0.298,0.141,0.252,0.951,0.606,0.24,0.519,0.248,12.927
20218,0.345,0.822,0.639,0.237,0.188,0.414,0.434,0.158,0.436,0.675,12.319
20219,0.093,0.013,0.593,0.644,0.791,0.744,0.141,0.229,0.485,0.397,10.745
20220,0.736,0.059,0.911,0.308,0.18,0.153,0.073,0.195,0.511,0.989,8.51
20221,0.64,0.583,0.799,0.68,0.476,0.358,0.203,0.428,0.131,0.385,22.079
20222,0.163,0.081,0.172,0.745,0.775,0.373,0.914,0.426,0.408,0.752,14.776
20223,0.011,0.892,0.14,0.547,0.873,0.061,0.185,0.468,0.01,0.194,15.231
20224,0.517,0.988,0.049,0.255,0.394,0.514,0.418,0.013,0.177,0.484,20.35
20225,0.609,0.865,0.317,0.245,0.803,0.132,0.906,0.969,0.073,0.288,17.851
20226,0.329,0.664,0.021,0.553,0.973,0.652,0.189,0.18,0.697,0.239,21.697
20227,0.179,0.96,0.89,0.19,0.249,0.319,0.381,0.086,0.579,0.999,10.896
20228,0.985,0.403,0.086,0.413,0.717,0.507,0.024,0.496,0.638,0.787,19.969
20229,0.987,0.677,0.319,0.375,0.053,0.685,0.035,0.963,0.525,0.43,12.669
20230,0.65,0.893,0.056,0.564,0.264,0.726,0.992,0.328,0.523,0.134,19.579
20231,0.475,0.04,0.788,0.093,0.152,0.234,0.115,0.816,0.463,0.382,3.027
20232,0.002,0.537,0.226,0.065,0.145,0.79,0.916,0.977,0.299,0.209,1.638
20233,0.39,0.334,0.585,0.527,0.087,0.147,0.562,0.345,0.602,0.115,10.857
20234,0.618,0.686,0.553,0.083,0.675,0.914,0.19,0.223,0.573,0.927,13.074
20235,0.661,0.263,0.503,0.725,0.17,0.045,0.791,0.153,0.321,0.848,13.679
20236,0.984,0.303,0.834,0.122,0.861,0.885,0.957,0.289,0.742,0.204,16.172
20237,0.532,0.273,0.126,0.744,0.904,0.933,0.967,0.431,0.682,0.558,17.254
20238,0.053,0.042,0.378,0.281,0.751,0.728,0.978,0.629,0.489,0.572,6.273
20239,0.025,0.367,0.542,0.132,0.87,0.021,0.647,0.145,0.442,0.673,4.934
20240,0.895,0.932,0.511,0.072,0.831,0.807,0.401,0.084,0.923,0.329,8.487
20241,0.589,0.734,0.565,0.973,0.888,0.68,0.919,0.951,0.48,0.719,22.724
20242,0.874,0.59,0.085,0.484,0.304,0.289,0.706,0.829,0.342,0.688,19.756
20243,0.288,0.043,0.211,0.708,0.994,0.113,0.952,0.512,0.163,0.637,14.32
20244,0.173,0.648,0.648,0.656,0.558,0.465,0.404,0.677,0.048,0.941,12.777
20245,0.893,0.165,0.755,0.026,0.567,0.92,0.038,0.433,0.073,0.079,8.796
20246,0.707,0.589,0.537,0.387,0.276,0.841,0.869,0.023,0.477,0.383,14.167
20247,0.902,0.615,0.54,0.749,0.513,0.518,0.167,0.154,0.848,0.69,20.729
20248,0.092,0.955,0.05,0.092,0.122,0.675,0.127,0.692,0.508,0.787,8.35
20249,0.856,0.278,0.62,0.456,0.08,0.216,0.98,0.597,0.073,0.946,10.61
20250,0.232,0.867,0.657,0.568,0.043,0.284,0.817,0.673,0.936,0.332,12.525
20251,0.705,0.436,0.413,0.603,0.487,0.069,0.399,0.97,0.04,0.685,16.591
20252,0.808,0.053,0.998,0.247,0.501,0.987,0.047,0.486,0.434,0.56,11.183
20253,0.613,0.482,0.502,0.234,0.972,0.928,0.757,0.892,0.466,0.853,15.115
20254,0.331,0.38,0.547,0.108,0.402,0.271,0.72,0.987,0.099,0.851,6.778
20255,0.906,0.353,0.57,0.623,0.915,0.505,0.582,0.76,0.12,0.871,18.948
20256,0.385,0.872,0.49,0.875,0.024,0.877,0.112,0.541,0.855,0.397,18.038
20257,0.78,0.954,0.197,0.255,0.358,0.871,0.636,0.142,0.773,0.721,11.717
20258,0.857,0.322,0.362,0.611,0.615,0.756,0.257,0.136,0.793,0.567,16.876
20259,0.394,0.775,0.54,0.186,0.141,0.42,0.568,0.576,0.052,0.983,12.96
20260,0.253,0.144,0.07,0.975,0.322,0.118,0.889,0.134,0.286,0.654,17.456
20261,0.635,0.748,0.668,0.027,0.482,0.557,0.461,0.011,0.369,0.263,13.617
20262,0.666,0.731,0.039,0.208,0.542,0.228,0.468,0.969,0.476,0.131,18.646
20263,0.996,0.85,0.662,0.757,0.919,0.614,0.541,0.142,0.297,0.076,16.996
20264,0.347,0.956,0.826,0.85,0.479,0.18,0.378,0.157,0.318,0.84,20.788
20265,0.643,0.994,0.248,0.146,0.678,0.953,0.613,0.497,0.278,0.65,17.286
20266,0.348,0.785,0.527,0.482,0.169,0.464,0.478,0.778,0.482,0.589,13.495
20267,0.292,0.608,0.677,0.681,0.521,0.415,0.999,0.202,0.653,0.928,15.532
20268,0.964,0.041,0.691,0.455,0.918,0.568,0.784,0.503,0.833,0.969,11.824
20269,0.475,0.375,0.037,0.879,0.639,0.563,0.388,0.101,0.019,0.502,23.112
20270,0.722,0.431,0.967,0.432,0.297,0.452,0.181,0.958,0.665,0.281,19.54
20271,0.798,0.59,0.12,0.397,0.508,0.101,0.453,0.715,0.893,0.792,20.86
20272,0.163,0.768,0.578,0.025,0.82,0.694,0.985,0.105,0.514,0.819,7.332
20273,0.376,0.442,0.775,0.247,0.878,0.338,0.275,0.86,0.846,0.841,13.145
20274,0.919,0.527,0.489,0.668,0.76,0.933,0.236,0.098,0.233,0.898,21.17
20275,0.775,0.592,0.741,0.286,0.087,0.195,0.501,0.168,0.913,0.102,14.784
20276,0.647,0.454,0.727,0.63,0.799,0.737,0.255,0.406,0.377,0.857,18.686
20277,0.083,0.997,0.616,0.177,0.455,0.676,0.783,0.51,0.234,0.246,9.086
20278,0.13,0.028,0.353,0.443,0.704,0.163,0.641,0.048,0.027,0.681,8.74
20279,0.807,0.722,0.704,0.304,0.838,0.79,0.446,0.282,0.689,0.058,17.604
20280,0.602,0.082,0.872,0.894,0.675,0.831,0.199,0.35,0.066,0.409,14.937
20281,0.404,0.967,0.388,0.44,0.218,0.038,0.683,0.276,0.771,0.009,15.176
20282,0.619,0.438,0.607,0.786,0.101,0.175,0.22,0.765,0.021,0.192,16.383
20283,0.964,0.808,0.526,0.907,0.607,0.792,0.724,0.768,0.329,0.81,18.766
20284,0.465,0.008,0.196,0.107,0.767,0.675,0.894,0.191,0.577,0.862,5.822
20285,0.528,0.132,0.425,0.52,0.872,0.722,0.291,0.942,0.663,0.621,11.2
20286,0.901,0.201,0.265,0.875,0.705,0.699,0.155,0.413,0.782,0.514,18.189
20287,0.628,0.664,0.089,0.946,0.455,0.505,0.181,0.129,0.445,0.797,24.331
20288,0.105,0.51,0.583,0.638,0.794,0.476,0.431,0.234,0.946,0.604,13.061
20289,0.58,0.455,0.445,0.657,0.534,0.489,0.809,0.058,0.439,0.62,16.262
20290,0.62,0.36,0.559,0.228,0.222,0.449,0.803,0.846,0.429,0.146,9.759
20291,0.691,0.787,0.695,0.312,0.511,0.53,0.288,0.463,0.713,0.704,15.956
20292,0.382,0.049,0.797,0.822,0.928,0.665,0.108,0.653,0.918,0.872,15.168
20293,0.003,0.116,0.818,0.43,0.854,0.182,0.154,0.802,0.283,0.506,10.611
20294,0.78,0.744,0.233,0.571,0.875,0.035,0.185,0.611,0.966,0.325,20.531
20295,0.389,0.13,0.172,0.118,0.797,0.999,0.325,0.901,0.104,0.257,8.228
20296,0.111,0.673,0.063,0.044,0.201,0.863,0.888,0.097,0.976,0.238,7.043
20297,0.246,0.381,0.454,0.732,0.241,0.081,0.591,0.148,0.993,0.511,11.093
20298,0.19,0.529,0.518,0.196,0.248,0.359,0.185,0.567,0.003,0.426,5.814
20299,0.447,0.884,0.74,0.182,0.682,0.462,0.243,0.625,0.585,0.64,15.629
20300,0.154,0.126,0.651,0.945,0.671,0.136,0.449,0.925,0.959,0.336,15.902
20301,0.734,0.32,0.518,0.853,0.46,0.761,0.278,0.882,0.296,0.811,18.31
20302,0.014,0.851,0.799,0.933,0.331,0.238,0.346,0.844,0.315,0.912,13.408
20303,0.548,0.388,0.715,0.09,0.338,0.465,0.864,0.927,0.34,0.6,8.262
20304,0.043,0.259,0.037,0.085,0.34,0.876,0.765,0.621,0.316,0.518,6.809
20305,0.857,0.228,0.314,0.299,0.344,0.792,0.674,0.216,0.435,0.401,9.399
20306,0.661,0.931,0.231,0.407,0.474,0.29,0.643,0.142,0.736,0.013,17.433
20307,0.027,0.145,0.327,0.069,0.713,0.414,0.959,0.288,0.686,0.797,4.674
20308,0.549,0.232,0.467,0.541,0.453,0.946,0.124,0.069,0.971,0.692,10.289
20309,0.578,0.38,0.824,0.996,0.669,0.466,0.04,0.492,0.177,0.365,22.828
20310,0.797,0.445,0.451,0.545,0.813,0.324,0.23,0.925,0.481,0.49,18.567
20311,0.292,0.91,0.555,0.113,0.295,0.175,0.087,0.373,0.313,0.953,9.961
20312,0.693,0.104,0.665,0.427,0.843,0.678,0.087,0.461,0.917,0.471,10.522
20313,0.15,0.827,0.807,0.539,0.986,0.557,0.826,0.161,0.168,0.722,17.325
20314,0.07,0.59,0.721,0.328,0.313,0.263,0.673,0.571,0.296,0.032,7.727
20315,0.369,0.089,0.119,0.764,0.057,0.135,0.858,0.698,0.938,0.765,11.99
20316,0.309,0.385,0.07,0.95,0.99,0.796,0.668,0.928,0.871,0.152,22.887
20317,0.305,0.153,0.508,0.914,0.787,0.861,0.454,0.885,0.564,0.393,15.246
20318,0.653,0.57,0.621,0.415,0.729,0.523,0.4,0.473,0.869,0.499,16.682
20319,0.255,0.857,0.671,0.114,0.915,0.235,0.522,0.082,0.701,0.358,12.765
20320,0.563,0.947,0.4,0.695,0.428,0.807,0.263,0.746,0.514,0.745,19.92
20321,0.234,0.235,0.398,0.273,0.433,0.891,0.471,0.061,0.207,0.139,5.656
20322,0.626,0.355,0.915,0.692,0.757,0.637,0.69,0.389,0.907,0.536,19.692
20323,0.465,0.208,0.066,0.976,0.357,0.542,0.711,0.704,0.424,0.132,17.185
20324,0.766,0.955,0.098,0.358,0.692,0.588,0.192,0.059,0.525,0.705,18.219
20325,0.375,0.76,0.567,0.608,0.513,0.826,0.272,0.86,0.648,0.87,16.442
20326,0.373,0.151,0.078,0.917,0.268,0.83,0.234,0.105,0.676,0.72,15.064
20327,0.193,0.647,0.435,0.457,0.89,0.045,0.29,0.295,0.879,0.078,13.261
20328,0.42,0.328,0.258,0.299,0.794,0.487,0.502,0.174,0.729,0.51,12.646
20329,0.242,0.781,0.124,0.151,0.51,0.022,0.629,0.793,0.591,0.401,11.645
20330,0.41,0.253,0.629,0.646,0.749,0.235,0.99,0.918,0.814,0.548,13.309
20331,0.719,0.114,0.749,0.586,0.171,0.116,0.865,0.436,0.481,0.573,9.943
20332,0.177,0.54,0.148,0.425,0.651,0.714,0.642,0.044,0.743,0.743,12.744
20333,0.24,0.189,0.114,0.124,0.56,0.136,0.521,0.753,0.514,0.933,9.202
20334,0.683,0.758,0.316,0.017,0.017,0.573,0.401,0.115,0.865,0.092,10.568
20335,0.28,0.413,0.717,0.199,0.053,0.293,0.053,0.699,0.265,0.112,7.194
20336,0.325,0.579,0.952,0.129,0.01,0.376,0.09,0.38,0.657,0.787,11.567
20337,0.831,0.367,0.406,0.446,0.459,0.883,0.939,0.559,0.837,0.094,15.577
