ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,target
19498,35,technician,single,tertiary,no,2650,no,no,cellular,25,aug,133,8,-1,0,unknown,0.0
19499,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,-1,0,unknown,1.0
19500,42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,0.0
19501,19,student,single,unknown,no,108,no,no,cellular,9,mar,273,2,182,1,success,1.0
19502,54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,1.0
19503,31,services,single,secondary,no,671,yes,no,unknown,7,may,193,3,-1,0,unknown,0.0
19504,39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,331,6,other,0.0
19505,32,management,single,tertiary,no,1966,no,no,cellular,18,aug,176,3,-1,0,unknown,0.0
19506,21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown,1.0
19507,55,management,divorced,tertiary,no,2625,yes,no,cellular,5,may,286,1,252,3,failure,0.0
19508,30,technician,single,secondary,no,1626,no,no,cellular,25,jul,566,3,-1,0,unknown,0.0
19509,31,admin.,single,secondary,yes,4,yes,yes,cellular,8,jul,144,1,-1,0,unknown,0.0
19510,28,blue-collar,married,primary,no,0,no,no,unknown,14,may,17,24,-1,0,unknown,0.0
19511,52,technician,married,secondary,no,470,no,no,cellular,27,aug,60,8,-1,0,unknown,0.0
19512,22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,1.0
19513,35,blue-collar,married,secondary,no,0,yes,yes,cellular,24,jul,250,1,-1,0,unknown,0.0
19514,45,admin.,married,secondary,no,137,yes,no,unknown,14,may,427,1,-1,0,unknown,0.0
19515,46,services,married,primary,no,13118,no,no,cellular,5,aug,414,2,-1,0,unknown,0.0
19516,24,blue-collar,single,secondary,no,-286,yes,no,unknown,23,may,327,2,-1,0,unknown,0.0
19517,40,blue-collar,married,secondary,no,440,yes,no,unknown,5,jun,327,2,-1,0,unknown,0.0
19518,52,retired,married,secondary,no,0,no,no,cellular,22,aug,351,5,-1,0,unknown,0.0
19519,54,blue-collar,married,secondary,no,233,yes,no,unknown,19,may,220,3,-1,0,unknown,0.0
19520,45,unemployed,married,secondary,no,2468,yes,no,cellular,29,jul,64,2,-1,0,unknown,0.0
19521,39,services,married,secondary,no,-119,no,yes,unknown,5,jun,104,2,-1,0,unknown,0.0
19522,41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown,0.0
19523,53,entrepreneur,divorced,tertiary,no,81,yes,no,cellular,6,may,178,5,352,3,failure,0.0
19524,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown,0.0
19525,32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,0.0
19526,40,blue-collar,married,secondary,no,563,yes,no,unknown,7,may,615,1,-1,0,unknown,0.0
19527,35,management,single,tertiary,no,51,no,no,cellular,18,aug,90,5,-1,0,unknown,0.0
19528,30,technician,single,tertiary,no,2784,no,no,cellular,20,nov,808,3,-1,0,unknown,0.0
19529,25,blue-collar,single,secondary,no,815,yes,no,unknown,19,may,268,6,-1,0,unknown,0.0
19530,59,retired,married,tertiary,no,41242,no,no,cellular,21,nov,161,1,-1,0,unknown,0.0
19531,38,admin.,married,secondary,no,1949,yes,no,cellular,15,may,157,3,-1,0,unknown,0.0
19532,39,technician,single,tertiary,no,4660,no,no,unknown,30,may,53,2,-1,0,unknown,0.0
19533,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,-1,0,unknown,1.0
19534,50,management,married,tertiary,no,1597,no,no,cellular,19,nov,374,2,-1,0,unknown,0.0
19535,38,services,married,secondary,no,105,no,no,cellular,30,jul,244,2,-1,0,unknown,0.0
19536,31,technician,divorced,tertiary,no,0,no,no,cellular,22,aug,127,2,-1,0,unknown,0.0
19537,31,blue-collar,married,secondary,no,-13,yes,no,unknown,9,may,260,3,-1,0,unknown,0.0
19538,35,admin.,single,secondary,no,163,yes,no,unknown,12,jun,483,1,-1,0,unknown,0.0
19539,30,technician,single,tertiary,no,419,yes,yes,unknown,28,may,299,3,-1,0,unknown,0.0
19540,32,unemployed,married,secondary,no,262,no,no,cellular,29,jan,203,1,-1,0,unknown,0.0
19541,39,blue-collar,divorced,secondary,no,2601,no,no,unknown,9,jun,70,1,-1,0,unknown,0.0
19542,32,management,single,tertiary,no,2343,no,no,cellular,18,jul,226,1,-1,0,unknown,0.0
19543,47,blue-collar,married,primary,no,550,yes,no,unknown,7,may,113,1,-1,0,unknown,0.0
19544,23,blue-collar,single,secondary,no,-95,yes,no,unknown,14,may,167,3,-1,0,unknown,0.0
19545,34,technician,married,tertiary,no,100,no,no,cellular,20,aug,196,2,-1,0,unknown,0.0
19546,21,blue-collar,married,primary,yes,-426,no,no,unknown,4,jun,139,2,-1,0,unknown,0.0
19547,56,admin.,married,secondary,no,510,yes,no,cellular,10,jul,288,1,-1,0,unknown,0.0
19548,24,services,single,secondary,no,258,yes,no,cellular,18,may,248,1,-1,0,unknown,0.0
19549,33,technician,divorced,secondary,no,3,no,no,cellular,4,feb,222,1,-1,0,unknown,0.0
19550,27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,may,273,1,-1,0,unknown,0.0
19551,33,admin.,married,secondary,no,519,yes,no,telephone,6,may,175,1,-1,0,unknown,0.0
19552,30,management,single,tertiary,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,0.0
19553,36,management,married,tertiary,no,-861,yes,yes,cellular,28,jul,53,2,-1,0,unknown,0.0
19554,39,entrepreneur,married,tertiary,no,338,yes,no,unknown,9,may,107,4,-1,0,unknown,0.0
19555,50,entrepreneur,married,tertiary,no,2198,no,no,unknown,16,jun,170,6,-1,0,unknown,0.0
19556,46,blue-collar,married,primary,no,346,yes,no,unknown,15,may,402,1,-1,0,unknown,0.0
19557,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,1.0
19558,54,blue-collar,divorced,secondary,no,1613,yes,no,cellular,7,jul,128,3,-1,0,unknown,0.0
19559,42,services,married,secondary,no,59,no,no,cellular,28,aug,144,13,-1,0,unknown,0.0
19560,31,management,single,tertiary,no,305,yes,no,unknown,28,may,297,14,-1,0,unknown,0.0
19561,30,technician,divorced,tertiary,no,-317,yes,no,unknown,7,may,381,2,-1,0,unknown,0.0
19562,31,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown,0.0
19563,49,admin.,single,tertiary,no,228,yes,no,cellular,2,jun,407,1,92,1,success,1.0
19564,33,technician,single,secondary,no,1746,yes,no,unknown,26,may,152,2,-1,0,unknown,0.0
19565,57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,-1,0,unknown,0.0
19566,38,blue-collar,married,primary,no,-854,yes,no,unknown,2,jun,194,4,-1,0,unknown,0.0
19567,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,1.0
19568,44,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251,3,-1,0,unknown,0.0
19569,25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,-1,0,unknown,0.0
19570,48,blue-collar,married,primary,no,343,no,no,unknown,19,jun,136,1,-1,0,unknown,0.0
19571,34,management,married,tertiary,no,62,no,no,cellular,7,aug,169,2,-1,0,unknown,0.0
19572,49,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,0.0
19573,39,blue-collar,married,primary,no,398,yes,no,cellular,12,may,256,1,-1,0,unknown,0.0
19574,45,blue-collar,married,secondary,no,-96,no,no,cellular,28,jan,517,2,-1,0,unknown,0.0
19575,34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,jul,61,2,-1,0,unknown,0.0
19576,52,blue-collar,married,primary,no,584,yes,no,cellular,20,aug,76,18,-1,0,unknown,0.0
19577,23,services,single,tertiary,no,363,yes,no,unknown,30,may,16,18,-1,0,unknown,0.0
19578,39,blue-collar,married,primary,no,1742,no,no,unknown,9,jul,130,6,-1,0,unknown,0.0
19579,39,management,divorced,secondary,no,132,yes,no,cellular,9,feb,170,2,-1,0,unknown,0.0
19580,25,management,single,tertiary,no,1,yes,no,cellular,13,may,9,5,-1,0,unknown,0.0
19581,38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other,0.0
19582,34,management,married,tertiary,no,3167,yes,yes,cellular,21,nov,152,1,-1,0,unknown,0.0
19583,59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,1.0
19584,56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,unknown,0.0
19585,28,student,single,secondary,no,28,no,no,cellular,29,jan,220,2,-1,0,unknown,0.0
19586,25,blue-collar,single,secondary,no,303,no,no,cellular,18,mar,265,1,-1,0,unknown,1.0
19587,43,admin.,married,tertiary,no,1317,yes,no,cellular,4,feb,112,1,-1,0,unknown,0.0
19588,38,blue-collar,married,primary,no,2472,yes,no,unknown,3,jun,176,2,-1,0,unknown,0.0
19589,41,management,married,primary,no,-417,yes,no,unknown,8,may,51,3,-1,0,unknown,0.0
19590,44,self-employed,married,primary,no,0,no,no,cellular,20,nov,843,3,-1,0,unknown,0.0
19591,55,retired,divorced,tertiary,no,1218,no,yes,unknown,5,jun,145,1,-1,0,unknown,0.0
19592,35,management,single,tertiary,no,1064,yes,no,cellular,6,feb,69,2,261,1,other,0.0
19593,60,retired,married,primary,no,172,no,no,cellular,11,aug,247,4,-1,0,unknown,0.0
19594,50,admin.,married,primary,no,495,no,no,cellular,28,jan,93,1,-1,0,unknown,0.0
19595,59,technician,married,secondary,no,2342,no,yes,telephone,23,jul,226,1,-1,0,unknown,0.0
19596,55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108,2,-1,0,unknown,0.0
19597,41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure,0.0
19598,27,admin.,single,unknown,no,861,no,no,cellular,14,jun,212,4,-1,0,unknown,1.0
19599,53,services,married,primary,no,6,no,no,cellular,22,aug,80,2,-1,0,unknown,0.0
19600,34,blue-collar,married,secondary,no,2700,yes,no,unknown,20,may,446,2,-1,0,unknown,0.0
19601,27,technician,single,secondary,no,3485,no,yes,cellular,25,jul,282,2,-1,0,unknown,0.0
19602,31,blue-collar,married,secondary,no,369,yes,yes,unknown,14,may,89,2,-1,0,unknown,0.0
19603,32,technician,single,secondary,no,284,no,no,cellular,29,aug,161,2,-1,0,unknown,0.0
19604,36,self-employed,single,secondary,no,1295,no,no,cellular,20,nov,1192,1,-1,0,unknown,1.0
19605,60,housemaid,married,secondary,no,5,no,no,cellular,14,aug,433,5,-1,0,unknown,0.0
19606,24,blue-collar,single,secondary,no,476,yes,no,unknown,4,jun,161,1,-1,0,unknown,0.0
19607,39,technician,married,tertiary,no,101,no,no,cellular,3,apr,441,1,-1,0,unknown,0.0
19608,52,technician,married,unknown,no,668,yes,no,cellular,31,jul,212,4,-1,0,unknown,0.0
19609,36,blue-collar,married,unknown,no,-417,yes,no,unknown,27,may,597,3,-1,0,unknown,0.0
19610,47,management,divorced,tertiary,no,0,no,yes,cellular,20,nov,18,6,-1,0,unknown,0.0
19611,28,technician,single,unknown,no,0,yes,no,cellular,27,oct,96,1,267,1,failure,1.0
19612,93,retired,married,unknown,no,775,no,no,cellular,4,aug,476,2,13,9,success,1.0
19613,40,blue-collar,married,secondary,no,598,yes,no,cellular,31,jul,90,5,-1,0,unknown,0.0
19614,55,management,single,secondary,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,0.0
19615,37,admin.,divorced,unknown,no,471,yes,no,cellular,18,may,200,1,-1,0,unknown,0.0
19616,51,management,married,tertiary,no,0,no,no,cellular,22,aug,111,2,-1,0,unknown,0.0
19617,41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,2,-1,0,unknown,1.0
19618,57,retired,married,tertiary,no,34,no,yes,cellular,28,jan,139,1,-1,0,unknown,0.0
19619,32,management,single,tertiary,no,769,no,no,cellular,29,aug,695,2,-1,0,unknown,1.0
19620,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,3,-1,0,unknown,1.0
19621,35,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,155,3,254,1,other,0.0
19622,51,management,married,secondary,no,1573,no,no,cellular,28,aug,72,18,-1,0,unknown,0.0
19623,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,0.0
19624,43,management,married,tertiary,no,3186,no,no,cellular,20,aug,151,1,-1,0,unknown,0.0
19625,39,admin.,divorced,secondary,no,536,no,no,cellular,28,jan,29,1,-1,0,unknown,0.0
19626,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown,1.0
19627,33,unemployed,single,tertiary,no,14889,yes,no,cellular,3,feb,22,3,-1,0,unknown,0.0
19628,60,management,married,unknown,no,1046,yes,no,unknown,24,jun,32,3,-1,0,unknown,0.0
19629,37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure,0.0
19630,46,management,married,tertiary,no,1950,no,no,cellular,4,sep,56,2,-1,0,unknown,0.0
19631,43,blue-collar,married,primary,no,61,yes,no,unknown,7,may,261,1,-1,0,unknown,0.0
19632,34,management,single,tertiary,no,1012,yes,yes,cellular,15,may,109,3,-1,0,unknown,0.0
19633,34,entrepreneur,single,secondary,no,318,yes,no,cellular,20,apr,40,1,150,2,failure,0.0
19634,43,management,married,primary,no,0,yes,yes,cellular,20,nov,123,3,-1,0,unknown,0.0
19635,34,management,single,tertiary,no,2015,no,no,unknown,21,may,388,1,-1,0,unknown,0.0
19636,54,blue-collar,married,primary,no,-219,yes,no,unknown,15,may,276,4,-1,0,unknown,0.0
19637,48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,1.0
19638,38,management,married,tertiary,no,258,yes,no,unknown,13,may,124,3,-1,0,unknown,0.0
19639,31,management,single,tertiary,no,1315,yes,no,unknown,8,may,156,1,-1,0,unknown,0.0
19640,38,housemaid,married,secondary,no,0,yes,no,cellular,23,jul,157,1,-1,0,unknown,0.0
19641,26,admin.,single,secondary,no,81,no,yes,cellular,10,jul,604,1,-1,0,unknown,0.0
19642,30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,0.0
19643,46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,50,1,183,2,failure,0.0
19644,33,student,married,tertiary,no,476,yes,no,cellular,12,aug,113,1,-1,0,unknown,0.0
19645,50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,0.0
19646,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,1.0
19647,26,housemaid,married,secondary,no,13,yes,no,cellular,7,may,132,2,293,1,other,0.0
19648,27,management,single,tertiary,no,3,yes,yes,cellular,22,jul,506,1,-1,0,unknown,0.0
19649,53,retired,divorced,secondary,no,246,yes,no,cellular,29,jan,158,2,247,1,failure,0.0
19650,48,technician,divorced,secondary,no,1290,no,no,unknown,16,jun,58,1,-1,0,unknown,0.0
19651,57,blue-collar,married,secondary,no,5553,no,yes,unknown,9,jun,589,1,-1,0,unknown,0.0
19652,75,retired,divorced,secondary,no,1092,no,no,telephone,12,oct,250,1,431,2,failure,0.0
19653,31,management,married,tertiary,no,1720,yes,yes,cellular,18,jul,104,1,-1,0,unknown,0.0
19654,42,blue-collar,married,secondary,no,680,yes,no,cellular,15,may,306,4,365,2,failure,0.0
19655,32,entrepreneur,married,secondary,no,0,yes,no,cellular,11,jul,223,2,-1,0,unknown,0.0
19656,28,blue-collar,single,secondary,no,2486,yes,no,telephone,18,may,26,5,354,1,success,0.0
19657,34,entrepreneur,divorced,tertiary,no,338,yes,no,unknown,9,may,162,2,-1,0,unknown,0.0
19658,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,1.0
19659,57,retired,married,secondary,no,427,no,no,cellular,29,jan,246,1,-1,0,unknown,0.0
19660,51,services,single,unknown,no,415,no,no,cellular,8,jul,210,2,-1,0,unknown,0.0
19661,33,management,single,tertiary,no,20794,no,no,cellular,20,aug,226,5,-1,0,unknown,0.0
19662,56,technician,married,secondary,no,2313,yes,no,cellular,8,may,293,3,364,2,failure,0.0
19663,47,technician,divorced,secondary,no,431,no,yes,unknown,17,jun,388,9,-1,0,unknown,0.0
19664,26,admin.,single,secondary,no,1348,no,no,cellular,30,jan,103,1,-1,0,unknown,0.0
19665,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,0.0
19666,51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,21,nov,41,1,-1,0,unknown,0.0
19667,47,technician,married,secondary,no,338,no,yes,cellular,11,jul,344,2,-1,0,unknown,0.0
19668,41,technician,married,secondary,no,525,yes,no,cellular,21,jul,108,1,-1,0,unknown,0.0
19669,57,housemaid,married,tertiary,no,2326,no,no,cellular,17,apr,378,1,-1,0,unknown,1.0
19670,49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,97,6,-1,0,unknown,0.0
19671,30,technician,married,secondary,no,2107,no,no,cellular,4,may,23,5,-1,0,unknown,0.0
19672,52,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276,2,-1,0,unknown,0.0
19673,34,admin.,single,tertiary,no,5007,yes,no,cellular,20,nov,51,1,-1,0,unknown,0.0
19674,27,admin.,single,secondary,no,1,no,no,cellular,3,jun,42,1,-1,0,unknown,0.0
19675,44,blue-collar,married,primary,no,93,yes,no,cellular,17,nov,230,1,-1,0,unknown,0.0
19676,28,blue-collar,married,primary,no,-65,yes,no,cellular,4,may,90,4,-1,0,unknown,0.0
19677,58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,unknown,0.0
19678,34,self-employed,divorced,secondary,no,172,yes,no,cellular,18,nov,65,1,-1,0,unknown,0.0
19679,51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,1.0
19680,40,admin.,married,secondary,no,153,yes,no,unknown,14,may,159,2,-1,0,unknown,0.0
19681,35,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,908,1,-1,0,unknown,1.0
19682,39,blue-collar,single,secondary,no,4286,yes,no,unknown,20,may,1376,2,-1,0,unknown,0.0
19683,25,admin.,married,secondary,no,541,yes,no,cellular,15,may,607,1,344,4,failure,0.0
19684,38,entrepreneur,married,secondary,no,-272,no,yes,unknown,17,jun,143,2,-1,0,unknown,0.0
19685,35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,-1,0,unknown,0.0
19686,28,management,married,tertiary,no,103,yes,no,unknown,16,may,461,2,-1,0,unknown,0.0
19687,38,blue-collar,single,primary,no,2198,no,no,cellular,9,feb,269,2,-1,0,unknown,0.0
19688,41,management,single,tertiary,no,480,yes,no,unknown,15,may,178,2,-1,0,unknown,0.0
19689,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,0.0
19690,44,management,married,tertiary,no,430,no,no,cellular,7,may,97,2,171,2,failure,0.0
19691,34,technician,married,tertiary,no,8463,no,no,cellular,13,aug,80,2,-1,0,unknown,0.0
19692,42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,0.0
19693,30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,1.0
19694,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,1.0
19695,40,blue-collar,divorced,primary,no,548,yes,yes,unknown,30,may,324,1,-1,0,unknown,0.0
19696,49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,0.0
19697,34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,0.0
19698,28,blue-collar,single,secondary,no,387,yes,no,cellular,13,mar,61,11,282,1,other,0.0
19699,40,blue-collar,married,primary,no,1389,yes,no,cellular,9,feb,161,5,-1,0,unknown,0.0
19700,57,unemployed,married,primary,no,0,yes,no,cellular,20,nov,231,2,-1,0,unknown,0.0
19701,58,retired,married,unknown,no,0,no,no,cellular,11,aug,273,2,-1,0,unknown,0.0
19702,58,blue-collar,married,secondary,no,371,no,no,cellular,22,aug,73,2,-1,0,unknown,0.0
19703,53,services,divorced,primary,no,778,yes,no,cellular,17,apr,221,2,-1,0,unknown,0.0
19704,36,admin.,married,secondary,no,-118,yes,yes,unknown,23,may,263,2,-1,0,unknown,0.0
19705,49,retired,divorced,secondary,no,-268,yes,no,cellular,15,jul,111,5,-1,0,unknown,0.0
19706,62,retired,married,secondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,1.0
19707,33,services,single,tertiary,no,395,yes,no,cellular,23,jul,1359,6,-1,0,unknown,1.0
19708,37,unemployed,married,tertiary,no,7620,no,no,telephone,31,aug,164,3,98,3,failure,0.0
19709,23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,1.0
19710,30,services,single,secondary,no,114,no,yes,cellular,18,jul,110,10,-1,0,unknown,0.0
19711,48,blue-collar,married,primary,no,8,no,no,cellular,20,aug,43,2,-1,0,unknown,0.0
19712,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,1.0
19713,59,technician,married,secondary,no,0,yes,yes,unknown,28,may,109,1,-1,0,unknown,0.0
19714,31,blue-collar,single,secondary,no,4,no,no,cellular,16,apr,148,2,182,3,other,0.0
19715,52,services,single,secondary,no,21,yes,no,cellular,28,jul,147,15,-1,0,unknown,0.0
19716,52,housemaid,married,primary,no,618,yes,yes,cellular,10,aug,352,2,102,2,failure,0.0
19717,29,management,single,tertiary,no,0,yes,no,cellular,9,jul,150,1,-1,0,unknown,0.0
19718,42,entrepreneur,divorced,tertiary,yes,2,yes,no,unknown,5,may,380,1,-1,0,unknown,0.0
19719,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,1.0
19720,46,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173,1,-1,0,unknown,0.0
19721,30,blue-collar,married,primary,no,70,yes,yes,unknown,8,may,461,3,-1,0,unknown,0.0
19722,35,retired,married,primary,no,285,yes,no,cellular,29,jan,136,1,-1,0,unknown,0.0
19723,38,self-employed,married,secondary,no,187,no,yes,telephone,16,feb,66,21,-1,0,unknown,0.0
19724,47,blue-collar,divorced,primary,yes,0,yes,no,cellular,28,jul,327,3,-1,0,unknown,0.0
19725,57,technician,single,secondary,no,5961,yes,no,unknown,14,may,166,3,-1,0,unknown,0.0
19726,39,blue-collar,married,secondary,no,-220,yes,no,cellular,14,may,282,1,352,2,failure,0.0
19727,29,technician,married,unknown,no,627,yes,no,cellular,14,jul,140,2,-1,0,unknown,0.0
19728,50,unemployed,married,secondary,no,17,no,no,unknown,20,jun,189,2,-1,0,unknown,0.0
19729,51,services,married,secondary,no,867,yes,no,cellular,7,jul,422,3,-1,0,unknown,0.0
19730,41,technician,married,tertiary,no,139,no,no,cellular,18,aug,781,2,-1,0,unknown,0.0
19731,49,entrepreneur,married,tertiary,no,320,yes,yes,unknown,19,may,243,6,-1,0,unknown,0.0
19732,24,blue-collar,single,secondary,no,1421,yes,no,cellular,18,may,209,2,-1,0,unknown,0.0
19733,41,blue-collar,divorced,primary,no,548,yes,yes,cellular,4,feb,149,1,250,1,failure,0.0
19734,49,services,single,primary,no,114,yes,no,unknown,7,may,99,2,-1,0,unknown,0.0
19735,31,technician,married,secondary,no,13,no,no,cellular,29,aug,245,2,-1,0,unknown,0.0
19736,41,housemaid,married,primary,no,188,yes,yes,unknown,20,jun,10,14,-1,0,unknown,0.0
19737,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,1.0
19738,31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,nov,290,1,-1,0,unknown,0.0
19739,36,management,divorced,tertiary,no,0,yes,no,cellular,20,nov,378,8,-1,0,unknown,0.0
19740,32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown,1.0
19741,45,technician,divorced,secondary,no,3271,no,no,cellular,7,may,388,2,-1,0,unknown,0.0
19742,39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,374,2,-1,0,unknown,0.0
19743,36,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395,2,-1,0,unknown,1.0
19744,31,technician,single,unknown,no,187,no,no,cellular,17,jul,86,1,-1,0,unknown,0.0
19745,49,blue-collar,married,secondary,no,55,no,no,unknown,11,jun,112,4,-1,0,unknown,0.0
19746,39,retired,married,secondary,no,439,no,no,unknown,20,may,56,1,-1,0,unknown,0.0
19747,25,student,single,tertiary,no,326,no,no,cellular,26,may,390,1,-1,0,unknown,1.0
19748,46,technician,married,tertiary,no,31630,no,no,cellular,30,nov,448,2,214,1,failure,0.0
19749,44,blue-collar,married,unknown,no,1149,yes,no,cellular,21,nov,67,5,-1,0,unknown,0.0
19750,26,blue-collar,single,secondary,no,23,yes,no,cellular,18,may,11,6,367,1,other,0.0
19751,48,blue-collar,divorced,secondary,no,1893,no,no,telephone,29,jul,538,3,-1,0,unknown,0.0
19752,30,management,single,secondary,no,460,yes,no,cellular,18,nov,86,1,-1,0,unknown,0.0
19753,35,admin.,single,secondary,no,3636,no,no,cellular,12,aug,202,1,-1,0,unknown,0.0
19754,26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1,0,unknown,0.0
19755,41,technician,single,secondary,no,40,no,no,cellular,5,aug,149,2,-1,0,unknown,0.0
19756,32,management,married,tertiary,no,2102,yes,no,cellular,8,jul,220,1,-1,0,unknown,0.0
19757,28,blue-collar,single,secondary,yes,0,yes,no,unknown,4,jun,237,1,-1,0,unknown,0.0
19758,37,blue-collar,divorced,secondary,no,277,no,yes,cellular,8,jul,338,2,-1,0,unknown,0.0
19759,52,retired,married,secondary,no,424,no,no,unknown,18,jun,89,3,-1,0,unknown,0.0
19760,40,technician,single,tertiary,no,250,yes,no,cellular,1,apr,107,1,-1,0,unknown,0.0
19761,29,student,single,tertiary,no,652,yes,no,cellular,22,jul,285,1,-1,0,unknown,0.0
19762,24,blue-collar,single,unknown,no,76,yes,no,unknown,19,may,345,1,-1,0,unknown,0.0
19763,59,retired,married,unknown,no,575,no,no,cellular,22,aug,146,3,-1,0,unknown,0.0
19764,46,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,120,2,-1,0,unknown,0.0
19765,50,housemaid,married,primary,no,0,no,no,cellular,27,aug,52,3,-1,0,unknown,0.0
19766,32,blue-collar,single,secondary,no,2696,yes,no,cellular,20,nov,564,2,183,1,failure,0.0
19767,54,management,married,tertiary,no,384,yes,no,cellular,12,may,30,7,-1,0,unknown,0.0
19768,31,admin.,divorced,secondary,no,525,no,yes,telephone,19,nov,278,7,-1,0,unknown,0.0
19769,43,unemployed,married,primary,no,9,yes,yes,cellular,6,may,472,1,-1,0,unknown,0.0
19770,82,housemaid,divorced,primary,no,1381,no,no,cellular,27,oct,156,1,-1,0,unknown,0.0
19771,34,technician,single,secondary,no,1866,no,no,cellular,4,nov,95,1,-1,0,unknown,0.0
19772,59,technician,divorced,secondary,no,0,no,no,cellular,5,aug,54,1,-1,0,unknown,0.0
19773,38,blue-collar,married,secondary,no,625,yes,yes,cellular,11,may,210,1,-1,0,unknown,0.0
19774,47,management,married,unknown,no,1128,no,no,cellular,28,jan,65,2,-1,0,unknown,0.0
19775,20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,1.0
19776,50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,0.0
19777,64,management,married,primary,no,0,yes,no,cellular,16,feb,65,1,-1,0,unknown,0.0
