"","HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"487","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"488","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"489","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"490","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","ZERO","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","HIGH"
"491","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"492","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"493","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","HIGH"
"494","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH","LOW","LOW"
"495","FALSE","HIGH","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"496","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"497","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"498","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"499","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","HIGH","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"500","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"501","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"502","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"503","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","NORMAL","HIGH","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"504","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"505","FALSE","NORMAL","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","LOW","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","LOW","NORMAL"
"506","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","TRUE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","HIGH","HIGH","HIGH","LOW"
"507","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"508","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"509","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"510","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"511","FALSE","NORMAL","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","TRUE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","LOW","LOW","HIGH","HIGH","LOW","LOW"
"512","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"513","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"514","FALSE","LOW","LOW","FALSE","LOW","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"515","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"516","FALSE","LOW","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"517","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","LOW","HIGH","HIGH","HIGH","NORMAL"
"518","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","NORMAL"
"519","TRUE","LOW","LOW","FALSE","LOW","TRUE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","HIGH","LOW","HIGH","NORMAL","NORMAL","NORMAL","HIGH"
"520","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"521","FALSE","LOW","LOW","FALSE","LOW","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"522","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","LOW","LOW","LOW","HIGH","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"523","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"524","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"525","FALSE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","HIGH"
"526","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"527","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"528","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"529","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"530","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"531","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","TRUE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"532","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"533","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"534","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"535","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","LOW","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"536","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","LOW","ZERO","FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","ZERO","ZERO","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","LOW"
"537","FALSE","LOW","LOW","TRUE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"538","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","LOW","HIGH","HIGH","HIGH","HIGH","LOW"
"539","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"540","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"541","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"542","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","ZERO","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","NORMAL","HIGH","HIGH","LOW","LOW"
"543","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","HIGH","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"544","FALSE","NORMAL","NORMAL","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","NORMAL"
"545","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"546","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","HIGH","NORMAL","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"547","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","ZERO","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","NORMAL","LOW","HIGH","HIGH","HIGH","NORMAL"
"548","FALSE","HIGH","NORMAL","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","LOW","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"549","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"550","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"551","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"552","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","HIGH","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"553","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","LOW","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","NORMAL"
"554","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"555","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"556","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"557","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","HIGH"
