"","GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"533","False","Adolescent","Middle","Normal","Current","Mild","EggShell","Mild","SportsCar","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"534","False","Senior","UpperMiddle","Cautious","Older","None","Football","None","Luxury","Normal","TwentyThou","False","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"535","False","Adolescent","Middle","Normal","Older","Mild","Tank","Mild","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Rural","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"536","True","Adolescent","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Normal","Domino","True","Normal","False","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","One"
"537","False","Senior","Prole","Cautious","Older","None","EggShell","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","Rural","True","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"538","False","Adult","UpperMiddle","Normal","Older","None","Tank","None","Luxury","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","One"
"539","False","Adult","Middle","Cautious","Current","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"540","False","Senior","Prole","Normal","Older","Mild","EggShell","Mild","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"541","False","Senior","Prole","Cautious","Current","Severe","Football","Severe","Economy","Poor","FiftyThou","False","SubStandard","True","TenThou","False","TenThou","City","True","TenThou","TenThou","False","TenThou","Good","True","Thousand","Zero"
"542","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiveThou","False","SubStandard","False","TenThou","False","TenThou","City","False","HundredThou","HundredThou","False","HundredThou","Poor","False","Thousand","Many"
"543","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"544","False","Adult","Middle","Cautious","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"545","False","Adult","UpperMiddle","Normal","Current","Severe","Tank","Severe","Luxury","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","FiftyThou","Suburb","True","HundredThou","HundredThou","True","Thousand","Excellent","True","TenThou","Many"
"546","False","Senior","Prole","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"547","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Poor","TwentyThou","True","SubStandard","False","Thousand","False","TenThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"548","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"549","False","Senior","Prole","Normal","Older","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"550","True","Adolescent","Middle","Adventurous","Older","None","EggShell","None","SportsCar","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"551","False","Adult","Prole","Normal","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"552","False","Adolescent","Prole","Normal","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Many"
"553","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","One"
"554","False","Adolescent","Prole","Normal","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","One"
"555","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"556","False","Senior","Prole","Psychopath","Older","None","Football","None","Economy","Poor","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"557","False","Adult","UpperMiddle","Normal","Current","Severe","EggShell","Moderate","SportsCar","Poor","TwentyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Secure","True","HundredThou","TenThou","True","Thousand","Good","True","Thousand","Many"
"558","False","Adult","Prole","Normal","Current","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"559","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"560","False","Adolescent","Prole","Adventurous","Current","Severe","Football","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","False","TenThou","TenThou","False","Thousand","Good","True","Thousand","Many"
"561","False","Adult","UpperMiddle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"562","False","Adult","Middle","Normal","Older","None","EggShell","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"563","False","Adult","Prole","Cautious","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Good","False","Thousand","One"
"564","False","Adult","UpperMiddle","Adventurous","Current","Mild","Tank","Moderate","Luxury","Poor","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","False","HundredThou","HundredThou","True","Thousand","Excellent","True","Thousand","Zero"
"565","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"566","False","Adolescent","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"567","False","Adult","Middle","Normal","Current","None","EggShell","None","SportsCar","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Many"
"568","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"569","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"570","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","Luxury","Normal","TwentyThou","True","Normal","True","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"571","True","Adolescent","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"572","False","Adolescent","Prole","Adventurous","Current","None","Football","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"573","False","Adult","Prole","Psychopath","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"574","True","Adolescent","Wealthy","Normal","Current","None","EggShell","None","SportsCar","Excellent","TwentyThou","True","Expert","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"575","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"576","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"577","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"578","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"579","False","Adolescent","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"580","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"581","False","Adult","Prole","Adventurous","Older","None","EggShell","None","SportsCar","Poor","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"582","False","Adolescent","Prole","Adventurous","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"583","False","Senior","Prole","Cautious","Older","Mild","Football","Mild","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"584","False","Adult","UpperMiddle","Normal","Older","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","False","Thousand","Good","True","Thousand","Many"
"585","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","Normal","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","False","Million","Poor","False","Thousand","One"
"586","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","Rural","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"587","False","Adult","Prole","Normal","Older","Mild","EggShell","Mild","SportsCar","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"588","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"589","False","Adult","Middle","Normal","Older","None","EggShell","None","SportsCar","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"590","False","Adult","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"591","False","Adult","Middle","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"592","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"593","False","Senior","Middle","Cautious","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","False","Thousand","Good","False","Thousand","Zero"
"594","False","Adult","Prole","Normal","Older","Moderate","Football","Moderate","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","HundredThou","HundredThou","True","Thousand","Fair","False","Million","Zero"
"595","True","Adolescent","UpperMiddle","Normal","Current","Mild","Football","Mild","FamilySedan","Poor","TwentyThou","True","SubStandard","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"596","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"597","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"598","True","Adolescent","UpperMiddle","Psychopath","Current","Severe","EggShell","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","HundredThou","False","TwentyThou","City","False","Million","HundredThou","True","Thousand","Fair","True","Thousand","Many"
"599","False","Adult","Middle","Normal","Current","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"600","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","True","Thousand","False","TenThou","Rural","True","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"601","False","Adolescent","Prole","Psychopath","Older","None","Football","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Many"
"602","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"603","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"604","False","Adult","UpperMiddle","Normal","Older","None","Football","None","Luxury","Excellent","FiftyThou","True","Expert","False","Thousand","False","TenThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"605","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","Luxury","Excellent","FiftyThou","True","Expert","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"606","False","Adolescent","Prole","Normal","Older","Severe","Football","Severe","Economy","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","True","Thousand","Good","False","Thousand","Many"
"607","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"608","False","Senior","Prole","Normal","Older","Severe","EggShell","Severe","FamilySedan","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","False","HundredThou","TenThou","False","Million","Poor","False","Thousand","Zero"
"609","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"610","True","Adolescent","UpperMiddle","Normal","Current","Severe","EggShell","Moderate","SportsCar","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","HundredThou","HundredThou","True","Thousand","Poor","True","Thousand","One"
"611","False","Adult","Middle","Adventurous","Current","Severe","Tank","Severe","FamilySedan","Poor","TwentyThou","True","SubStandard","False","HundredThou","False","TwentyThou","City","False","HundredThou","TenThou","True","Thousand","Excellent","True","Thousand","Many"
"612","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"613","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"614","False","Adult","Middle","Cautious","Older","None","Tank","None","FamilySedan","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","False","Thousand","Excellent","False","Thousand","Zero"
"615","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"616","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"617","False","Senior","UpperMiddle","Cautious","Current","Severe","Football","Severe","FamilySedan","Poor","TwentyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Secure","True","HundredThou","HundredThou","True","Thousand","Good","True","Thousand","One"
"618","False","Adult","Prole","Adventurous","Older","Moderate","EggShell","Moderate","Economy","Poor","TwentyThou","False","Normal","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","Thousand","Poor","False","TenThou","One"
"619","False","Adolescent","UpperMiddle","Normal","Current","None","EggShell","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"620","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"621","True","Adolescent","Middle","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"622","False","Adult","Middle","Adventurous","Older","None","Football","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"623","False","Adolescent","Middle","Normal","Current","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"624","False","Senior","Prole","Normal","Older","Severe","Football","Moderate","FamilySedan","Normal","TwentyThou","False","Normal","True","TenThou","False","FiveThou","City","False","Million","HundredThou","False","TenThou","Fair","False","Thousand","Zero"
"625","False","Adult","Middle","Cautious","Older","Mild","Football","Mild","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"626","False","Adult","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"627","True","Adolescent","UpperMiddle","Adventurous","Current","None","Tank","None","Luxury","Poor","FiveThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"628","False","Adult","Middle","Cautious","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"629","False","Adolescent","UpperMiddle","Normal","Current","None","EggShell","None","FamilySedan","Poor","Domino","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Many"
"630","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"631","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","TenThou","True","HundredThou","Poor","False","Thousand","Many"
"632","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"633","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"634","False","Adolescent","Middle","Adventurous","Current","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Many"
"635","False","Adolescent","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"636","False","Senior","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"637","False","Adult","Prole","Adventurous","Current","None","Football","None","FamilySedan","Normal","Domino","True","Normal","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"638","False","Adult","Prole","Normal","Older","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","HundredThou","Poor","False","Thousand","Many"
"639","False","Adolescent","UpperMiddle","Normal","Older","None","Football","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"640","False","Adolescent","Middle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","Domino","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","TenThou","True","Thousand","Good","True","Thousand","Many"
"641","False","Adolescent","Prole","Adventurous","Current","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"642","False","Adult","Middle","Adventurous","Current","None","Football","None","FamilySedan","Poor","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
"643","False","Adult","Prole","Normal","Older","None","EggShell","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Rural","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"644","False","Adult","Middle","Adventurous","Older","None","EggShell","None","SportsCar","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Many"
"645","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Moderate","SportsCar","Poor","FiftyThou","False","SubStandard","False","TenThou","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Many"
"646","False","Senior","Middle","Cautious","Older","None","Football","None","Economy","Normal","Domino","False","Normal","True","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"647","False","Adult","Prole","Normal","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","HundredThou","TenThou","True","Thousand","Poor","False","Thousand","Many"
"648","False","Adult","Middle","Adventurous","Older","Moderate","EggShell","Moderate","SportsCar","Poor","TwentyThou","False","Normal","False","TenThou","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Poor","True","Thousand","Many"
"649","False","Adolescent","Middle","Cautious","Older","None","Tank","None","FamilySedan","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","False","Thousand","Good","False","Thousand","Zero"
"650","False","Adult","Middle","Adventurous","Older","None","Football","None","SportsCar","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"651","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"652","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","True","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"653","False","Adolescent","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","False","Thousand","Good","False","Thousand","Zero"
"654","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"655","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"656","False","Adult","Prole","Cautious","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"657","False","Adult","Middle","Cautious","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"658","False","Senior","Middle","Normal","Older","None","Tank","None","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"659","False","Adult","Prole","Adventurous","Current","Mild","EggShell","Mild","SportsCar","Poor","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","One"
"660","False","Senior","Middle","Cautious","Older","None","EggShell","None","SportsCar","Normal","Domino","False","Normal","True","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
