,LVFAILURE,HISTORY,LVEDVOLUME,CVP,PCWP,HYPOVOLEMIA,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HR,ERRCAUTER,HREKG,HRSAT,ANAPHYLAXIS,TPR,ARTCO2,EXPCO2,VENTLUNG,INTUBATION,MINVOL,FIO2,PVSAT,VENTALV,SAO2,SHUNT,PULMEMBOLUS,PAP,PRESS,KINKEDTUBE,VENTTUBE,MINVOLSET,VENTMACH,DISCONNECT,CATECHOL,INSUFFANESTH,CO,BP
357,1,1,2,2,2,0,0,0,1,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0
358,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
359,1,1,1,1,1,1,1,0,1,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
360,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0
361,1,1,1,1,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
362,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,2,2
363,1,1,1,1,1,1,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
364,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
365,1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,2,2,1,2,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,0
366,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
367,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
368,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,0,1,1
369,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
370,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
371,1,1,1,1,1,1,1,1,2,2,1,0,2,1,0,2,3,3,0,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,2,0
372,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
373,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
374,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,1,1,2,1,1,1,2,2
375,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,2,1,1,1,2,1,1,1,2,0
376,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,0,1,1,0,3,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,0,0
377,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,2,1,1,1,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
378,1,1,0,0,0,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,0,1,1,2
379,1,1,1,1,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
380,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
381,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,1,0,2,3,1,1,1,2,1,1,1,0,0
382,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
383,1,1,1,1,1,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,0,0
384,1,1,1,0,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
385,1,1,1,1,1,0,1,1,0,1,0,2,1,1,0,0,1,1,0,3,1,2,3,2,0,1,1,2,1,3,2,3,1,1,1,1,0
386,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,0,1,1,2
387,1,1,1,1,1,0,0,1,2,2,1,2,2,1,1,2,3,3,0,1,1,0,1,0,0,1,1,3,1,2,1,2,1,1,1,0,0
388,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,1,0
389,1,1,2,1,2,0,0,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,0,1,1,0,0
390,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
391,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
392,1,1,2,1,2,0,0,1,2,2,1,2,2,1,1,2,3,3,1,2,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0
393,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
394,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
395,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,1,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
396,1,1,1,1,0,1,1,1,2,2,1,2,2,1,1,1,0,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,2,2
397,1,1,1,1,1,0,0,0,1,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,1,1
398,1,1,1,1,1,1,1,1,0,1,0,0,2,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,1,2
399,1,1,2,2,2,0,0,1,0,1,1,0,0,1,0,2,1,0,0,3,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
400,1,1,1,1,1,1,1,0,2,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,1,1,0
401,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,1,1,0,0,0,1,0,2,0,0,1,1,2,1,1,1,2,1,1,1,0,1
402,1,1,1,1,1,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,0,0,1
403,0,0,0,0,0,1,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,0,1
404,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,0,1,1,0,3,0,1,3,1,0,1,1,3,1,0,1,2,0,1,1,1,0
405,1,1,1,1,1,0,0,1,2,2,1,2,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
406,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
407,1,1,1,1,2,1,1,1,2,2,0,1,1,1,1,1,1,0,0,0,1,0,2,0,0,1,1,1,1,1,1,2,1,1,1,2,2
408,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
409,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,0,0,1,1,3,1,1,1,2,1,1,1,2,1
410,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
411,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,1,0,0,1,0,2,1,1,1,2,1,1,1,0,0
412,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
413,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,2,2
414,1,1,2,1,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
415,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
416,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
417,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
418,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
419,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
420,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0,1,1,1
421,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
422,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
423,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,1,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
424,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,2,0
425,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
426,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
427,1,1,2,2,1,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
428,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
429,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,2,2
430,0,0,0,0,0,1,0,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
431,1,1,1,1,0,1,2,1,2,2,1,2,2,1,2,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
432,1,1,1,1,1,1,1,1,0,1,0,1,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
433,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
434,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,0,1,3,1,0,1,1,1,1,3,1,3,1,1,1,2,2
435,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
436,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
437,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,0,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
438,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1
439,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,2,1
440,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,2,1,3,1,2,1,1,1,2,0
441,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,2
442,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,0
443,1,1,0,0,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,2,0
444,1,1,1,1,1,1,1,1,0,1,0,2,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
445,1,1,1,1,1,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
446,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,2,1,2,0,1,0,1,0,1,1,1,3,0,0,1,2,0,1,1,1,2
447,1,1,1,1,1,1,0,1,2,2,1,2,2,1,0,2,3,3,0,1,1,0,1,0,0,1,2,3,1,0,1,2,0,1,1,0,0
448,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,2
449,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,1
450,1,1,1,1,1,1,2,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,0,0,1,2,2
451,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,0,1,1,2,2
452,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
453,1,1,1,1,1,1,0,1,0,1,1,2,0,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,0,0
454,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,0
455,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,0,1,1,0,1,2
456,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,2,2
457,1,1,1,1,1,1,0,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0
458,1,1,1,1,1,1,2,1,0,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
459,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,2
460,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
461,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,1,1,1,2,2
462,1,1,2,1,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,0,0
463,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,2
464,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,2
465,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
466,1,1,1,0,1,1,1,0,1,2,1,2,2,1,2,2,1,0,0,0,1,0,1,0,0,1,2,1,1,1,1,2,1,1,1,2,2
467,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
468,0,0,0,0,0,1,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
469,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,2,1,2,0,1,0,1,0,1,0,2,3,1,1,1,2,1,1,1,2,2
470,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,0,1,0,1
471,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
472,1,1,1,1,1,1,1,1,0,1,0,0,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
473,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
474,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
475,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
476,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,2,0
477,1,1,2,2,2,0,0,1,2,2,1,0,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,0
478,1,1,1,1,1,1,2,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
479,1,1,2,2,2,0,0,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,1,1
480,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
481,1,1,1,1,0,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,2
482,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,1,1
483,0,0,0,0,0,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,1,1,0
484,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
485,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
486,1,1,1,2,1,1,2,1,0,1,1,0,0,1,2,1,1,0,2,2,1,0,2,0,1,1,1,1,1,0,0,1,0,1,1,2,2
487,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
488,1,1,2,1,2,0,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
489,1,1,1,1,1,1,1,1,0,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
490,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,0,1,1,2,0
491,1,1,1,0,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
492,0,1,0,0,0,1,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
493,1,1,1,1,1,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
494,1,1,1,1,1,0,1,1,2,2,1,2,2,1,0,0,2,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,0
495,1,1,1,1,0,1,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
496,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
497,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,1,2,0
498,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,1,1,0,2,3,1,1,1,2,1,1,1,2,2
499,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
500,1,1,2,1,2,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
501,1,0,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
502,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,2,1,1,1,2,1,1,1,2,2
503,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
504,1,1,2,2,2,0,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
505,1,1,2,2,2,0,1,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,0,1,1,1,3,1,0,1,2,0,1,1,2,2
506,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
507,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
508,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,2,0,1,1,3,1,1,1,2,1,1,1,2,2
509,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,2,2,1,2,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,0,0
510,1,1,1,1,1,1,1,1,2,2,1,2,2,0,0,1,1,0,2,2,1,0,2,0,1,1,1,3,1,1,1,2,1,1,1,2,0
511,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
512,1,1,2,2,2,0,0,1,0,0,0,0,2,1,0,2,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0
513,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,0,1,0,1,0,1
514,1,1,2,1,2,0,0,0,1,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
515,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,1
516,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,2,1,0,0,0,0,1,1,3,1,0,1,2,0,0,1,1,1
517,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,2
518,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
519,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,0,1,3,1,0,1,1,3,1,0,1,2,0,1,1,2,2
520,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,1,1,2,2
521,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,3,3,0,1,1,0,1,0,0,1,1,3,1,2,1,2,1,1,1,2,0
522,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,2,1,2,0,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,0
523,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,1,1
524,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,0,1,1,2,0
525,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,2,1,0,0,0,0,1,2,2,1,1,1,2,1,1,1,2,2
526,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
527,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
528,1,1,2,1,2,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1
529,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,0,0
530,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,0,0,0,1,2
531,1,1,2,1,2,0,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
532,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
533,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,0,1,1,2,2
534,0,0,0,0,0,1,0,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,0,0
535,1,1,1,1,1,1,1,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
536,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
