,Text_ID,Product_Description,Product_Type,Sentiment
541,4095,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},2,1
3903,8116,Lego Mindstorm Battle of the Bots at the Google superhappydevhouse #sxsw  {link},9,2
363,3802,"Use question/answer, ask/receive kind of model in iPad app design. Give and take. Entice them to ask more. @mention #tapworthy #sxsw",9,2
3090,6486,RT @mention RT @mention @mention @mention Austin street closures during SXSW in Google Map form: {link} #sxsw #austin,9,0
5433,6831,RT @mention Update #Recco! {link} Which #SXSW panels/parties are def good times? Follow friends who've been there b4 if you're a newbie.,9,2
1429,151,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,6,3
2196,8527,Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW,5,2
6055,6247,RT @mention Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi - you're not the boss of me!,9,2
520,6188,RT @mention It's not a rumor: Apple is opening up a temporary store in DT Austin for #SXSW &amp; the iPad 2 launch {link},9,2
3499,1619,Cute! RT @mention One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link},9,2
3754,1375,Apple pop-up shop #sxsw {link},9,2
1343,3174,Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw {link},9,2
2983,7097,Apple is opening up a temp store in Austin for #SXSW {link} #iPad2 (via @mention @mention @mention,9,2
3683,7679,Google (tries again) to launch a new social network called Circles: {link} #sxsw,3,2
5291,8376,#sxsw wanted to get this right #dokobots really ingenious #iPhone game.,7,3
3593,5360,RT @mention 65&quot; multi-touch Google maps at the #hotpot event at #sxsw. {link},9,2
6298,8695,Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,9,1
266,234,Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,6,3
5308,4041,New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,5,3
5055,4951,40% of Google Maps usage is Mobile.  wow. @mention #sxsw  via @mention,9,2
2515,1704,"@mention #sxsw #google tv - thanks to Google TV, I can watch Guy live in my own livingÛ_ {link}",5,3
5684,3590,"Totalitarian thought in action: People worldwide come to Austin, TX for #SXSW and decide to spend their time in line at an Apple Store.",2,1
2152,8771,Thank heavens for nice travelers. Got a iPhone charger from another delayed @mention passenger. #sxsw,8,3
2231,6635,RT @mention Rumor at #SXSW that Google will launch a new social network called &quot;Circles&quot;. {link} @mention,9,2
6276,5679,RT @mention Dispatches from the #iPad 2 front lines {link} #aspengrove #aspengrove #austin #line #sxsw #tx,9,2
1245,4948,40% of google maps usage is mobile #sxsw -,9,2
1381,8048,Google's Social Network launch? Parcelgenie.com at SxSWi and hears rumours that Google's 'Google Circles' will launch today ... #sxsw,9,2
958,7063,"After a pop-up Apple Store, #sxsw should have a pop-up bar called #dickbar",9,2
1154,8576,There is totally a make-shift Apple store downtown. #sxsw,9,2
2509,5947,"RT @mention great for meetings, haha! #hollergram {link} #sxsw",9,2
3091,844,Here is a list of all the music performers at #SXSW {link} .  I used jQuery to screen-scrape it :),9,2
5574,8521,Cc : @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},9,2
3821,8335,#franken takes a shot at apple app process cc: @mention #stribpol #sxsw calls audience &quot;job creators&quot;,9,2
2626,154,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,9,2
2112,8522,"Now, @mention tells how the iPad is making more accessible for all people is your site ready? #poursite #sxsw {link}",6,3
3737,9078,Cue the hype RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,9,2
918,3205,Close to front of #iPad2 line at #SXSW Apple popup store.,9,2
2290,1861,Learning about the future of search from @mention &amp; @mention Creepily social and awesome. #SXSW,9,2
4604,5508,"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention",2,3
764,3298,"&quot;Google products need to be condensed&quot;,  #Merissa #Mayor at #SXSW Conference 2011 {link}",9,0
909,3880,@mention Is there already a line for the iPad 2's that just arrived? #SXSW,9,2
4634,4896,"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",6,3
790,1464,Got Green? Check out @mention LIVE in Austin during #SXSW ..check out his show schedule here -&gt; {link},9,2
4249,3894,the panelist from Texas Observer called the iPad a lean back device #SXSW #in #newsapp #i'mconfused,9,0
599,6665,RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,9,2
299,6657,RT @mention Shut. Up. RT @mention It's not a rumor: Apple is opening a temp store in downtown Austin for #SXSW &amp; the iPad 2 launch. {link},2,3
1292,5949,RT @mention Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,3,3
5161,8498,"Group Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App {link} #sxsw #mobilenews",9,2
685,857,There's a lot of drinking &amp; drawing at the Google SketchUp party #sxsw,9,2
1713,2119,"Like you asserted, corporate is the new indie. RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",9,2
5316,8069,A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link},9,2
2124,2671,And for de Ipad :D?? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},9,2
528,8385,"#SXSW: Potential Breakout Gadgets, Apps &amp; #Apple #iPad2 Pop-Up Store. Festival begins tomorrow: {link}",6,3
2433,1206,#SXSW Pro Tip: Remove access to corporate twitter account from iPhone by 4pm each day.,9,2
1634,2431,Extra iPad 2 for sale in Austin convention center who wants one? {link},9,2
2408,3927,"Playing with my fave new iPhone app, @mention Wow, this will rock at #SXSW next week!",7,3
1126,2200,Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},6,3
6185,5750,RT @mention From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,9,2
5821,6106,"RT @mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake...",9,2
1538,2784,Getting ready for my iPad 2 vs Android panel at #SXSW come check it out at 230!,9,2
3905,4480,Now I wanna have their babies RT @mention platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,9,2
771,5274,RT @mention #SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},9,3
1821,1973,"#SXSW Vegan Guide Google Map (Austin, TX) ~ {link} ~ Based on the Lazy Smurf's info ~ {link}",5,3
3767,5105,RT @mention @mention @mention will have some apple v android things going on tomorrow during the @mention #SXSW,9,2
5681,6534,"RT @mention RT @mention Google 2 Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
5410,130,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",9,2
342,5735,"RT @mention For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",9,2
6186,5766,RT @mention Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},5,3
1145,5144,RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,7,3
2539,5983,"RT @mention Heat Tracker is a cool heatmap iPhone app overlay for Foursquare, but everything is on fire here #SXSW",7,3
1267,4591,Wowwwwww next google maps is amazing! #sxsw,5,3
4115,6361,RT @mention New Mike Tyson game coming to the iPhone - {link} #iPhone #SXSW #VideoGames #Tyson #art #cartoon,7,3
4861,2685,"BTW, these live-tweets are coming from Marissa Mayer's presentation at #SXSW.  Mayer is the VP of Consumer Products at @mention ^JR",9,2
4171,1985,@mention and @mention saying hi at #sxsw with their new iPhone cases! #zazzlesxsw {link},9,3
961,5419,RT @mention Apple does pop up store at #sxsw. {link},9,2
1817,480,"Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #apple #sxsw",2,3
5304,3081,Say ÛÏForget YouÛ 2 ur red bar! 1st 5 to meet us in front of Hall 3 in 4 minutes win a dual compatible juice pack air for iphone 4 #SXSW,9,2
4213,4823,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,7,3
1436,6373,RT @mention Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},9,3
1123,5739,"RT @mention Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",7,1
5874,3565,"@mention I think it's also that if I can't find an iPhone charger at #sxsw, I'm doing something very, very wrong.",9,2
215,6659,"RT @mention Slides from #SXSW talk, &quot;iPad Design Headaches &quot; {link} #tapworthy . Really interesting for designers as well.",6,1
2758,6031,"RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",9,2
4497,3667,"Just in time for #SXSW, @mention has it's own NFC enabled google places door sticker!  {link}",9,2
5177,5702,RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},6,3
236,641,I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.,0,3
5984,6059,RT @mention I know it's #SXSW because my iPhone has started lying to me about its signal strength.,8,1
3636,6879,RT @mention We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win,6,3
4139,8954,"Austin #SXSW iPad 2 line now 1.75 blocks long (not in line, just enjoying the spectacle) {link}",9,2
794,4315,I guess @mention has no excuse not to get an iPad 2: {link} #sxsw,6,3
3047,7312,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link}",9,2
6307,2252,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},2,3
429,5076,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",6,3
2437,1344,Make sure you bring your business card to the #nonprofit meetup at #sxsw. It's your ticket into our drawing for a $100 Apple gift card.,9,2
2808,3779,The @mention iPhone app is unreal. Just clicked on the location of #LeanStartup &amp; had a person there tell me there are still seats. #sxsw,7,3
1876,5247,"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",3,3
1810,3921,"I agree with @mention on their @mention concerns, but your #sxsw #microformats panelist is just condescending and rude.",9,0
1462,5219,"RT @mention #Awesome @mention &amp; @mention on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter #sxsw",9,2
52,3195,"While my friends are in Austin @mention #SXSW, I'll be in Buffalo for the new #ipad ... so there!",6,3
2913,6084,"RT @mention I've seen a lot of tablets here, every single one of them is an iPad.  #SXSW #digisxsw",9,2
2719,3811,Win free ipad 2 from webdoc.com #sxsw RT,9,2
5998,434,"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",9,2
4961,8789,"We are giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",6,3
1751,2302,Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw,9,2
3465,7715,"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",9,2
1679,1696,#sxsw At #smileyparty and really want to win sn iPad!!!!!,6,3
4891,5548,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",2,3
5973,4011,"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia #sxsw",3,1
2505,3364,"Totally agree @mention Check out GoogleTV to iPad Apps: The Connected TV
{link} #SXSW #ConnectedTV Fascinating!",7,3
4956,4242,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",3,3
1684,6018,RT @mention Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW,6,1
2495,7708,iPad 2 turned into giant camera looks plain stupid #sxsw,6,1
45,516,Hitlantis for the iPad. Cool song explorer app. Hitlantis.com. #sxsw #musicviz,7,3
3902,3489,Imagine this is only sight ok during #SXSW... RT @mention Homeless guy panhandling for an iPad 2 america is fucked  {link},9,2
4126,3476,"@mention hey, you are at #sxsw - if life gives you food poisoning, pitch a food poisoning iPhone app to a passing venture capitalist",9,2
3263,4966,"At the Google session, waiting for Marissa Mayer #SXSW",9,2
1857,2884,"Googles Melissa Mayer speaks about augmented reality and contextual discovery at #sxsw, our lives will change with google and melissa!",9,2
38,4733,"Apple plans to Keep Austin Wired, opening a pop-up Apple store just for #SXSW {link}",9,2
914,4210,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",3,1
2776,1374,Apple pop-up at #SXSW!? Ordinance on the front line! (Admission is the first step to recovery) {link},2,3
5519,261,"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",7,1
3070,8916,"At #SXSW with a thirsty gadget? Using @mention Charge Anywhere for my iPhone, happy to share some juice.",8,3
3900,3666,"Just in time for #SXSW in #ATX, #Apple to open a pop-up store, @mention debuts cool #Amex partnership.  #SXSW doesn't even start till Fri",2,3
3634,7895,Mayer Maps Out Google's Coming Location Dominance at #SXSW {link} via @mention,9,2
1511,1725,Enjoying #SXSW Radio Station {link} If you have an iphone use link {link} &amp; plug it into your sound system.,8,3
4571,4993,Austin Hookers:  please do not accept apple products for the coochie.  #SXSW,9,2
2148,5305,RT @mention #sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3,9,3
3831,3691,Still a line at the #SXSW iPad 2 factory {link},9,2
2907,7984,Syked to see Google's @mention talk about stuff.  #SXSW,3,3
3471,5353,RT @mention 30 million people go to Google every month to get doctor information. #vitalscom #sxsw,9,2
1825,5324,"RT @mention #sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do",9,0
2306,2111,#sxsw Kawasaki says key to enchantment is likability of @mention trustworthiness of @mention &amp; product of @mention,9,2
3172,281,"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",2,3
2801,7150,"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology",2,3
1739,4772,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot;",9,2
3534,3624,"@mention If someones using @mention right now at an Apple store , it better be the #SXSW pop up.",9,2
6331,1478,"Hmmmm..... RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",9,2
4869,7626,"#papasangre I would be so grateful if you made an audio game for Android, please. #sxsw",9,2
6270,2777,Had no idea that @mention quietly launched its Hotpot review product last fall #outoftheloop #sxsw.  Look into it.,9,2
381,2203,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",6,3
1973,6536,RT @mention RT @mention Google is looking at social signals more and more for search results. #qagb #sxsw,9,2
2171,6105,"RT @mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin.",9,2
4329,2365,It's official: everyone at #sxsw uses an iphone.,9,2
4903,8209,Anyone got any news on the #Google Circles social networking announcement at #sxsw ?,9,2
2374,1529,@mention (or anyone who knows @mention found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :) #SXSW,9,2
4630,5022,@mention omg. Only the best conference of all time ever. Google it. #sxsw #4sqchat,9,2
4681,7156,I was a worried when this guy stated w/ &quot;ppl. spend a lot of time inside&quot; but what IS Google doing to help navigate indoor spaces? #SXSW,9,2
5407,4930,Bandcamp Offering More Than One Day of Free Streaming Music... {link} #Music #bandcamp #music #sxsw #sxsw_2011 #Cyber #iPhone,9,2
4739,4103,#SXSW Apple picked a great venue to launch the new Ipads.,2,3
5352,5201,RT @mention &quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw,9,2
4335,4712,There is nothing sillier than watching people record video with an ipad. #SXSW,6,1
1522,3503,#SXSWi iPhone gone. Yellow cab minivan 350 if anyone at #SXSW happens to get in a yellow minivan cab.,9,2
3187,3223,Notetaking bingo. Will they pull out an iPad 2 or a moleskin? #SXSW,9,2
4531,7003,Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW,6,3
3819,5850,RT @mention Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,9,2
3756,4967,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,3,3
2548,5307,RT @mention #SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,9,3
265,5577,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},3,3
2129,4939,At the Google Doodles session at #SXSW Ballroom B. Come say hello!,9,2
1549,6362,RT @mention New Post: @mention iPhone app makes it easy to connect on all social networks with people you meet  {link} #sxsw,7,3
4652,3055,Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,9,1
3502,4034,"contextual discovery, how to find answers to your questions #google #SxSW",9,2
2897,793,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} via @mention #sxsw",9,2
1368,8294,Funny that they are handing out earplugs at the #SXSW Google/ACLU party. Are they going to announce some bad news they don't want Tweeted?,9,2
105,8404,@mention Thanks for the Apple Store #sxsw retweet.,2,3
1025,9088,Ipad everywhere. #SXSW {link},6,3
3913,3814,Win free iPad 2 from webdoc.com #sxsw RT,6,3
967,6129,RT @mention In line at what might very well be the popup Apple store in Austin #SXSW #ipad2,9,2
5661,2287,#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link},7,3
1171,5866,RT @mention google to launch a social network at #sxsw today?,9,2
4949,1953,#sxsw #health2dev Zeiger &quot;Health is moving so much slower than we could be.&quot; #Google,9,2
3517,903,Why can't my #iPad and I be intimate together? #tapworthy #designflaws #sxswi #sxsw,6,3
5665,8688,Apple popup store in Austin? {link} #SXSW,9,2
968,3209,Could be fun to provide some #SXSW mis-direction w/ fictitious parties &amp; giveaways? WTF? Apple is giving away IPad2's at IHOP!,9,2
4623,6125,RT @mention In front of @mention popup store at #SXSW last night {link},9,2
3473,5662,"RT @mention Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW",9,0
194,5263,RT @mention #sxsw @mention rocks the casbah at @mention @mention #partylikeits1986 for digital rights  {link},9,2
3648,5338,RT @mention ÷¼ GO BEYOND BORDERS! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,9,2
1946,1975,"I'll use an iPad 2 if someone gives it to me. Otherwise, iPhone is actually more than up to task #sxsw",8,3
5958,222,Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,9,2
1370,914,What do u need? @mention Groups challenged with coming up with iPhone app to solve parenting issues #sxsw #worklifeprogress,9,2
4870,5592,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} //,9,2
4806,8091,My pen just ran out of ink. Maybe it's a sign to go buy an iPad. #SXSW @mention,9,2
5646,6522,RT @mention RT @mention Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link},9,2
6098,5849,"RT @mention Google Marissa Mayer, future of location: augmented reality, contextual discovery, make smartphones smarter. #sxsw",9,2
5815,2270,Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,9,2
144,163,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",5,3
2802,6764,"@mention on the other hand, judging by the pop-up store constant line, Apple and the iPad2 are clearly breaking out at #SXSW",6,3
1525,7920,"Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potentialÛ_ {link} #socialmedia #ipad",9,2
6022,3892,Loved Marissa Mayer's answer to question about her favorite not Google product: 1. another Amy's Ice Cream ref. And 2. her Swiss watch #SXSW,9,2
1409,1879,Video: iPad 2 Line Walk: Austin Texas. Did you get one today? - #SXSW {link},9,2
3508,2054,@mention Apple store NYC one day? #SXSW,9,2
1015,1898,I just loaded up the GroupMe app for the iPhone. Load me up #sxsw brethren. ;) {link},9,2
857,2866,"Like in Vegas during #CES, the iPhone is best used as a hand warmer at #SXSW.",8,1
4631,5133,"RT @mention @mention is biyt.ly for email, like google voice for email #loveit #sxsw #startupbus",9,2
5668,7166,Looking forward to visiting the #Apple store  that has come up on Congress Ave for #SxSW #apple Sell more iPAD,2,3
1756,4275,"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi {link}",9,2
4997,3191,@mention FourSquare is pushing their 3.0 iPhone/Android app heavily here at #sxsw. Wish they gave your webOS client equal billing.,9,0
5875,2099,Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},7,3
3753,1914,"Google Brain spent weekend answering search queries for #SXSW attendees. Don't worry. What you search for on Google, stays with Google.  ;-)",9,2
1464,1418,"Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",3,3
6188,3078,Anybody get their iPad 2 from the downtown Apple pop-up store yet? Any tramplings? #letushopenot #SXSW #popPOP,6,3
1935,9092,Ï¡Ïàü_ÊÎÒ£Áââ_£â_ÛâRT @mention Google Tests ÛÏCheck-in OffersÛ At #SXSW {link},9,2
6221,8966,Our lovely #SXSW iPhone app is UP! get it now!!! Thanks to @mention for the awesome integration! :D {link},7,3
3914,3076,Fun to meet the @mention folks at #SXSW #couch #couchfan ... This app made the iPad #lovesit  {link},7,3
2774,8306,"#imanidiot to wait in line for an #ipad2 during #SxSW. But will have one! @mention Apple Store, SXSW {link}",6,3
222,937,.@mention of @mention &quot;We were getting feedback from #SXSW groups &amp; we pushed out an Android fix at the grilled cheese stand yesterday.&quot;,9,2
2172,5767,RT @mention Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2,2,3
4151,6913,"RT @mention Weather changed today at #sxsw, get exclusive weather updates from KXAN Austin's Jim Spencer on @mention {link}",9,2
447,6081,"RT @mention I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",6,3
4482,6005,"RT @mention Hey #vufinders, awesome new update for @mention #iphone app {link} 3X speedup for object tagging (outside #sxsw conf hours :-)",7,3
1257,5804,RT @mention Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},9,2
406,5318,RT @mention #sxsw tip of the day (again ;-). turn your iphone screen brightness down. way down. #conservebatterylife #peace @mention,9,2
67,8060,25 indie songs that rock: Various Artists #SXSW: Featured Artists - {link} #iTunes,9,2
2180,579,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ Dejavu all over again.",9,2
192,7233,"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",6,3
3584,6695,RT @mention Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,9,2
213,8231,Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now),7,3
4416,1633,@mention @mention taking a google tour tomorrow then staying in the bay area Tom night then flying to AUS first thing for #SXSW,9,2
2894,8074,LOL!! Classic! RT @mention This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,9,2
4982,4719,I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,7,3
5963,8872,@mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,9,2
6229,2037,"At #sxsw apple has 99% marketshare, not seeing much linux.",9,2
518,1912,"Mission failure - dried up roast beef sandwich with soggy tomato, $6.25.  Oh well, sat in chevy lounge and charged iphone on power mat #sxsw",9,2
5694,1385,"Conan doc, CDR Radio, Android party, NPR shindig, general raging. Pretty sure I'm doing #SXSW proper. It is a sprint, not a marathon, right?",9,2
73,7798,Google party. Photo booth fun. #SXSW {link},3,3
6033,5091,RT @mention @mention  of Google: Think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,9,2
2269,6144,RT @mention iPad 2 Gets Temporary @mention Store for #SXSW {link},9,2
55,7030,So many good places in here RT @mention if you're racing around #sxsw you best be fueling up with great local fare {link},9,2
3746,4703,@mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),9,2
2333,1252,"Listening to some Google marketers speak. Based on the crowd and what they're all holding, Steve Jobs is wealthier than I thought. #SXSW",9,2
1929,5721,"RT @mention First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",9,2
5483,684,Heard the iPad 2 launch at #sxsw was pretty intense.,9,2
3571,102,ÛÏ@mention &quot;Apple has opened a pop-up store in Austin so the nerds in town for #SXSW can get their new iPads. {link} #wow,9,0
219,5239,RT @mention #iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] {link},9,2
2011,9046,"you know you are on the plane to #SXSW when u become Facebook friends with your seatmate. He added me on his iPad, I added him on my laptop",9,2
2569,7797,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},3,3
4279,2696,"The Future of Reading Online Is Customization &amp; Sharing, Not Tablets {link} #SXSW",9,2
1143,6723,RT @mention The @mention / @mention party was without a doubt the best party I've ever been to in #SXSW. Well done!,9,2
4156,3568,@mention I used to think that and then they started making great apps. Official #SXSW app on iPad blows the other versions (and site) away.,7,3
404,353,".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",9,2
929,6432,"RT @mention Packed house-go Lynn!  Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link}",9,2
2241,1271,Some free tunes from a few of this year's #SXSW artists ÛÓ {link},9,2
5223,8305,Right next to the Google building! #SXSW (@mention Hyatt Place ÛÓ Arboretum) {link},9,2
239,8549,Contests to Juan on winning our last @mention commuter case for #iPhone 4 ! 2 $50 gift cards left! #cbatsxsw #SXSW,9,2
3566,7814,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",8,3
5219,1229,"Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw",9,2
5890,2537,Who's heading to the pop-up Apple store today? Anyone know what time the sale starts? #SXSW #SXSWK,9,2
161,4742,Ten percent of the crowd at &quot;Designing iPad Interfaces&quot; already have the ipad2. #SXSW,9,2
5113,4783,Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,9,3
3228,8581,"Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",9,2
1034,1615,Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw,9,2
6204,7235,"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",9,1
4875,6910,RT @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,9,3
5260,8591,#sxsw #metricsdrivendesign.  Wrote a response exactly in regards to the speakers google reference Uidesignguide.com search blog response,9,2
866,3006,Gary Vaynerchuck lÌ_gger ner winelibrary.tv och slÌ_pper i stÌ_llet Iphone-appen Daily Grape. #thankyoueconomy #sxsw #swesxsw,9,2
4983,6268,RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},6,3
2452,6072,RT @mention I'd say 75% of booths at this tradeshow are waffling off an iPad 2. About the same portion have reps dressed up as crazy characters. #SxSW,9,2
5439,2900,#Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,9,2
