age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	target
46.0	4	282538.0	8	11.0	5	7	1	2	0	0.0	0.0	40.0	39	1
52.0	4	89534.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	0
23.0	4	291011.0	11	9.0	4	3	1	4	1	0.0	0.0	40.0	39	1
67.0	4	166187.0	11	9.0	6	4	4	4	1	0.0	0.0	38.0	39	0
19.0	4	188669.0	15	10.0	4	12	3	4	0	0.0	0.0	25.0	39	1
37.0	4	178948.0	9	13.0	4	10	1	4	0	0.0	0.0	45.0	39	1
42.0	5	188738.0	11	9.0	2	4	0	4	1	0.0	1977.0	60.0	22	0
39.0	6	160808.0	15	10.0	2	8	0	2	1	0.0	0.0	40.0	39	1
54.0	4	93605.0	11	9.0	2	12	0	4	1	0.0	1848.0	40.0	39	0
46.0	4	318331.0	11	9.0	2	7	0	4	1	0.0	0.0	40.0	39	1
47.0	0	109921.0	11	9.0	5	0	4	2	0	0.0	0.0	32.0	39	1
33.0	4	87605.0	11	9.0	4	8	4	2	0	0.0	0.0	40.0	39	1
69.0	6	89477.0	15	10.0	6	5	1	4	0	0.0	0.0	14.0	39	1
21.0	4	48301.0	15	10.0	4	6	3	4	1	0.0	0.0	40.0	39	1
27.0	4	220748.0	11	9.0	4	6	2	2	1	0.0	0.0	48.0	39	1
39.0	4	387068.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	0
23.0	4	250743.0	15	10.0	0	1	1	2	1	0.0	0.0	40.0	39	1
26.0	4	78258.0	8	11.0	0	10	4	4	0	0.0	0.0	36.0	39	1
42.0	4	31387.0	10	16.0	3	10	4	0	0	0.0	0.0	40.0	39	1
36.0	4	289190.0	11	9.0	0	3	4	4	1	0.0	0.0	40.0	39	1
24.0	4	604537.0	11	9.0	4	14	4	4	1	0.0	0.0	40.0	26	1
35.0	4	328466.0	6	5.0	2	8	0	4	1	0.0	0.0	40.0	26	1
42.0	4	403187.0	11	9.0	0	6	4	2	0	0.0	0.0	40.0	39	1
37.0	4	219546.0	8	11.0	2	3	0	4	1	4386.0	0.0	44.0	39	0
41.0	4	220531.0	10	16.0	2	10	0	4	1	0.0	0.0	50.0	39	0
27.0	4	204648.0	8	11.0	4	7	4	2	0	0.0	0.0	40.0	39	1
42.0	6	201908.0	14	15.0	2	10	0	4	1	99999.0	0.0	50.0	39	0
44.0	0	109912.0	9	13.0	2	0	5	4	0	0.0	0.0	16.0	39	0
18.0	4	365683.0	11	9.0	4	1	3	4	0	0.0	0.0	16.0	39	1
41.0	4	175674.0	9	13.0	2	13	0	4	1	0.0	0.0	40.0	39	0
31.0	4	203488.0	11	9.0	2	6	0	4	1	0.0	0.0	40.0	39	1
26.0	4	106406.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	1
67.0	4	172756.0	3	2.0	6	7	1	4	0	2062.0	0.0	34.0	7	1
37.0	4	125167.0	15	10.0	2	4	0	4	1	0.0	0.0	60.0	39	0
51.0	4	249339.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
26.0	4	94652.0	15	10.0	4	3	3	0	1	0.0	0.0	40.0	39	1
40.0	4	195394.0	7	12.0	2	10	0	4	1	7688.0	0.0	40.0	39	0
25.0	4	130302.0	11	9.0	4	6	4	4	1	0.0	0.0	40.0	39	1
38.0	4	66686.0	8	11.0	2	7	0	4	1	0.0	0.0	40.0	39	0
43.0	4	336042.0	11	9.0	5	14	1	4	1	0.0	0.0	40.0	39	1
23.0	4	193586.0	15	10.0	5	5	2	4	0	0.0	0.0	40.0	39	1
44.0	4	325461.0	9	13.0	2	4	0	4	1	0.0	1902.0	50.0	39	0
60.0	2	313852.0	12	14.0	0	10	1	4	0	0.0	0.0	25.0	39	1
38.0	2	30509.0	12	14.0	4	10	1	4	0	0.0	1669.0	55.0	39	1
21.0	2	32639.0	15	10.0	4	10	1	4	1	0.0	0.0	20.0	39	1
18.0	4	234953.0	15	10.0	4	1	3	4	0	0.0	0.0	25.0	39	1
49.0	4	120629.0	9	13.0	0	4	1	2	0	27828.0	0.0	60.0	39	0
43.0	4	350379.0	4	3.0	0	9	4	4	0	0.0	0.0	40.0	26	1
26.0	0	176967.0	1	7.0	4	0	1	4	0	0.0	0.0	65.0	39	1
36.0	4	36423.0	11	9.0	2	14	0	4	1	0.0	0.0	25.0	39	0
31.0	4	123397.0	11	9.0	2	14	5	4	0	5178.0	0.0	35.0	39	0
38.0	4	130813.0	11	9.0	0	7	2	4	0	0.0	0.0	40.0	39	1
43.0	6	35236.0	15	10.0	2	5	0	4	1	0.0	0.0	84.0	39	1
58.0	4	33350.0	11	9.0	0	8	4	4	0	0.0	0.0	35.0	39	1
55.0	4	177380.0	11	9.0	0	1	1	4	0	0.0	0.0	29.0	39	1
39.0	4	216129.0	7	12.0	0	4	4	2	0	0.0	0.0	35.0	23	1
38.0	4	335104.0	9	13.0	0	10	1	4	0	0.0	0.0	35.0	39	1
54.0	6	199741.0	11	9.0	6	3	1	4	1	0.0	2001.0	35.0	39	1
57.0	5	165881.0	14	15.0	2	10	0	4	1	0.0	0.0	40.0	39	1
35.0	2	387777.0	7	12.0	2	11	0	4	1	0.0	0.0	52.0	39	1
44.0	6	149943.0	14	15.0	2	10	0	1	1	0.0	0.0	60.0	36	0
36.0	4	188834.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
58.0	4	290661.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
39.0	4	155603.0	15	10.0	4	8	3	2	0	0.0	2205.0	40.0	39	1
25.0	4	114838.0	14	15.0	4	10	1	4	0	0.0	0.0	8.0	22	1
54.0	2	168553.0	9	13.0	2	4	0	4	1	0.0	0.0	40.0	39	1
23.0	4	103064.0	9	13.0	4	13	1	4	0	0.0	0.0	40.0	39	1
37.0	4	123833.0	15	10.0	4	12	1	4	1	0.0	0.0	60.0	39	1
60.0	1	55621.0	7	12.0	2	8	0	2	1	0.0	0.0	40.0	39	1
66.0	2	189834.0	5	4.0	6	8	1	4	0	0.0	0.0	20.0	39	1
36.0	4	217926.0	7	12.0	2	7	0	2	1	0.0	0.0	50.0	39	1
29.0	6	341672.0	11	9.0	3	14	2	1	1	0.0	1564.0	50.0	19	0
29.0	4	163003.0	9	13.0	4	1	3	1	0	2202.0	0.0	40.0	36	1
25.0	4	194352.0	9	13.0	0	10	1	4	0	0.0	0.0	44.0	39	1
62.0	0	54878.0	11	9.0	6	0	1	4	0	0.0	0.0	25.0	39	1
23.0	4	393248.0	15	10.0	4	1	3	4	1	0.0	0.0	40.0	39	1
38.0	4	279315.0	11	9.0	4	8	3	2	1	0.0	0.0	40.0	39	1
33.0	4	392812.0	15	10.0	2	6	0	4	1	0.0	0.0	50.0	39	0
49.0	5	34998.0	15	10.0	2	5	0	4	1	0.0	0.0	60.0	39	1
57.0	5	51016.0	11	9.0	2	4	0	4	1	0.0	0.0	60.0	39	0
57.0	2	132717.0	9	13.0	2	4	0	4	1	0.0	0.0	45.0	39	1
46.0	4	186078.0	15	10.0	4	7	1	4	0	0.0	0.0	45.0	39	1
37.0	5	196123.0	12	14.0	2	4	0	4	1	0.0	0.0	70.0	39	0
43.0	5	304906.0	9	13.0	2	12	0	4	1	0.0	0.0	45.0	39	0
26.0	4	41521.0	11	9.0	4	8	1	4	0	0.0	0.0	35.0	39	1
40.0	4	346847.0	8	11.0	5	10	2	4	0	0.0	0.0	40.0	39	1
39.0	6	107233.0	11	9.0	4	3	2	0	1	0.0	0.0	40.0	39	1
39.0	4	150125.0	7	12.0	0	8	4	2	0	0.0	0.0	40.0	39	1
31.0	4	400535.0	15	10.0	2	1	0	4	1	0.0	0.0	40.0	39	1
31.0	4	409622.0	9	13.0	2	7	0	3	1	0.0	0.0	36.0	26	1
27.0	4	136448.0	9	13.0	4	1	1	2	0	0.0	0.0	40.0	39	1
36.0	6	202950.0	9	13.0	2	4	0	4	1	0.0	0.0	50.0	20	1
40.0	2	197012.0	9	13.0	0	13	1	4	0	8614.0	0.0	40.0	9	0
57.0	4	237691.0	11	9.0	2	8	0	4	1	0.0	0.0	40.0	26	1
24.0	4	170277.0	11	9.0	4	8	1	4	0	0.0	0.0	35.0	39	1
30.0	4	160784.0	15	10.0	4	12	1	4	1	0.0	0.0	45.0	39	1
28.0	4	33798.0	2	8.0	4	14	1	4	1	0.0	0.0	50.0	39	1
22.0	4	197838.0	9	13.0	4	4	1	4	1	0.0	0.0	40.0	39	1
31.0	4	223212.0	5	4.0	4	6	3	4	1	0.0	0.0	50.0	39	1
33.0	4	125762.0	11	9.0	2	12	0	4	1	0.0	0.0	44.0	39	0
20.0	4	283969.0	15	10.0	4	6	2	4	1	0.0	0.0	15.0	39	1
25.0	4	374163.0	2	8.0	2	5	0	3	1	0.0	0.0	60.0	26	1
49.0	7	118567.0	15	10.0	2	5	0	4	1	0.0	0.0	40.0	39	1
21.0	4	147655.0	11	9.0	4	8	3	4	0	0.0	0.0	35.0	39	1
45.0	4	82797.0	9	13.0	2	4	0	4	1	0.0	0.0	45.0	39	0
36.0	2	142573.0	11	9.0	2	4	0	4	1	0.0	0.0	45.0	39	0
41.0	4	235167.0	4	3.0	3	9	1	4	0	0.0	0.0	32.0	26	1
23.0	4	53245.0	9	13.0	4	12	1	4	1	0.0	1602.0	12.0	39	1
47.0	4	28035.0	9	13.0	2	4	0	4	1	0.0	0.0	50.0	39	0
41.0	4	247082.0	11	9.0	0	4	1	4	1	0.0	0.0	50.0	39	1
30.0	4	123397.0	11	9.0	4	6	4	4	0	0.0	0.0	40.0	39	1
29.0	2	133327.0	15	10.0	4	5	1	4	1	0.0	0.0	40.0	39	1
31.0	4	102270.0	5	4.0	0	7	4	4	0	0.0	0.0	40.0	39	1
64.0	0	45817.0	6	5.0	2	0	0	4	1	0.0	0.0	50.0	39	1
55.0	4	240988.0	6	5.0	2	7	2	1	1	0.0	0.0	40.0	30	1
19.0	4	386378.0	11	9.0	4	8	1	4	1	0.0	0.0	35.0	39	1
31.0	7	350651.0	2	8.0	2	13	5	4	0	0.0	0.0	40.0	39	0
18.0	7	76142.0	1	7.0	4	8	3	4	1	0.0	0.0	8.0	39	1
68.0	4	73773.0	11	9.0	6	12	1	4	0	0.0	0.0	24.0	39	1
50.0	0	281504.0	15	10.0	2	0	0	4	1	0.0	0.0	40.0	39	1
36.0	2	293358.0	15	10.0	4	4	4	2	0	0.0	0.0	48.0	39	1
44.0	4	146906.0	14	15.0	2	10	0	4	1	0.0	0.0	50.0	39	0
58.0	6	331474.0	11	9.0	2	1	5	4	0	0.0	0.0	20.0	39	0
20.0	4	213719.0	11	9.0	4	12	3	2	0	0.0	0.0	20.0	39	1
18.0	4	101795.0	0	6.0	4	6	3	4	1	0.0	0.0	40.0	39	1
32.0	4	228265.0	11	9.0	4	6	3	4	0	0.0	0.0	30.0	39	1
49.0	6	130206.0	11	9.0	0	8	1	4	0	0.0	0.0	40.0	39	1
34.0	4	324254.0	11	9.0	2	7	0	4	1	0.0	0.0	40.0	39	1
22.0	4	223019.0	11	9.0	4	1	1	4	0	0.0	0.0	40.0	39	1
40.0	4	189666.0	11	9.0	2	8	0	4	1	0.0	0.0	45.0	39	1
35.0	4	139086.0	11	9.0	2	6	0	4	1	0.0	0.0	40.0	39	1
26.0	4	359327.0	15	10.0	2	12	0	4	1	0.0	0.0	50.0	0	1
44.0	6	75065.0	2	8.0	2	4	0	1	1	0.0	0.0	60.0	40	1
55.0	4	139843.0	11	9.0	0	4	1	4	0	0.0	0.0	60.0	39	1
21.0	4	34310.0	8	11.0	2	3	0	4	1	0.0	2603.0	40.0	39	1
54.0	4	346014.0	15	10.0	2	3	5	4	0	0.0	0.0	40.0	39	1
39.0	2	163278.0	15	10.0	4	1	1	4	0	2202.0	0.0	44.0	39	1
52.0	4	31460.0	11	9.0	0	8	1	4	1	0.0	0.0	38.0	39	1
57.0	5	33725.0	9	13.0	2	3	0	4	1	0.0	0.0	50.0	39	0
67.0	0	63552.0	5	4.0	6	0	1	4	0	0.0	0.0	35.0	39	1
58.0	7	300623.0	11	9.0	0	1	4	4	0	0.0	0.0	40.0	39	1
27.0	2	177072.0	15	10.0	4	10	2	4	1	0.0	0.0	16.0	39	1
66.0	0	37331.0	11	9.0	2	0	0	4	1	0.0	0.0	15.0	39	1
41.0	4	167725.0	15	10.0	0	7	1	4	1	0.0	0.0	40.0	39	1
18.0	4	131180.0	1	7.0	4	10	3	4	0	0.0	0.0	16.0	39	1
58.0	4	275859.0	11	9.0	6	3	4	4	1	8614.0	0.0	52.0	26	0
50.0	4	275181.0	4	3.0	0	8	1	4	1	0.0	0.0	37.0	5	1
31.0	4	398988.0	15	10.0	4	4	1	4	1	0.0	0.0	40.0	39	1
32.0	4	222654.0	0	6.0	0	7	1	4	1	0.0	0.0	40.0	39	1
37.0	6	111129.0	15	10.0	2	3	0	4	1	0.0	0.0	45.0	39	1
26.0	6	137795.0	9	13.0	2	4	0	4	1	0.0	0.0	20.0	39	1
33.0	2	242150.0	8	11.0	2	13	0	4	1	0.0	0.0	50.0	39	1
35.0	7	237873.0	11	9.0	4	8	4	2	0	0.0	0.0	40.0	39	1
44.0	4	367749.0	9	13.0	4	10	1	4	0	0.0	0.0	45.0	26	1
26.0	4	206600.0	9	13.0	4	3	3	4	1	0.0	0.0	40.0	26	1
48.0	1	247043.0	11	9.0	0	1	1	4	1	0.0	0.0	40.0	39	1
40.0	4	187702.0	9	13.0	4	13	1	4	1	0.0	0.0	40.0	39	1
62.0	4	41718.0	0	6.0	2	12	0	4	1	0.0	0.0	35.0	39	1
37.0	4	151835.0	14	15.0	2	12	0	4	1	0.0	0.0	45.0	39	0
18.0	4	118938.0	1	7.0	4	12	3	4	1	0.0	0.0	18.0	39	1
48.0	4	224870.0	11	9.0	0	7	2	3	0	0.0	0.0	38.0	7	1
45.0	4	178341.0	12	14.0	2	10	0	4	1	0.0	0.0	50.0	39	1
35.0	4	61343.0	15	10.0	2	12	0	4	1	0.0	0.0	45.0	39	1
35.0	4	36989.0	11	9.0	0	3	4	4	1	0.0	0.0	40.0	39	1
34.0	6	226296.0	11	9.0	2	10	0	4	1	0.0	0.0	51.0	39	1
29.0	4	186624.0	11	9.0	2	8	5	4	0	0.0	0.0	40.0	5	1
19.0	4	172582.0	15	10.0	4	12	3	4	1	0.0	0.0	30.0	39	1
53.0	7	227392.0	15	10.0	2	11	0	4	1	0.0	0.0	60.0	39	1
49.0	4	187563.0	15	10.0	0	8	1	4	1	0.0	0.0	40.0	39	1
71.0	4	137499.0	11	9.0	6	12	2	4	0	0.0	0.0	16.0	39	1
38.0	4	239397.0	5	4.0	2	3	0	4	1	0.0	0.0	36.0	26	1
39.0	2	327164.0	12	14.0	2	4	0	4	1	0.0	0.0	45.0	39	1
23.0	4	140798.0	9	13.0	4	1	1	4	0	0.0	0.0	40.0	39	1
29.0	5	187450.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	0
52.0	4	194580.0	4	3.0	0	5	4	4	1	0.0	0.0	40.0	39	1
41.0	4	372682.0	15	10.0	2	1	5	4	0	0.0	0.0	40.0	39	0
20.0	4	235442.0	15	10.0	4	8	1	4	1	0.0	0.0	35.0	39	1
30.0	4	128065.0	15	10.0	2	13	0	4	1	0.0	0.0	45.0	39	1
56.0	4	91545.0	0	6.0	0	1	4	2	0	0.0	0.0	36.0	39	1
26.0	4	154604.0	11	9.0	0	12	4	4	0	0.0	0.0	40.0	39	1
36.0	1	192150.0	11	9.0	0	1	4	4	0	0.0	0.0	40.0	39	1
26.0	2	216522.0	9	13.0	4	10	3	2	0	0.0	0.0	42.0	39	1
58.0	4	156040.0	7	12.0	2	7	0	2	1	0.0	1848.0	40.0	39	0
24.0	4	206861.0	9	13.0	4	1	3	4	1	0.0	0.0	40.0	39	1
41.0	4	97632.0	15	10.0	0	12	1	1	0	0.0	0.0	32.0	39	1
27.0	4	189530.0	15	10.0	4	12	3	4	1	0.0	0.0	35.0	39	1
28.0	7	381789.0	15	10.0	5	4	3	4	1	0.0	2339.0	40.0	39	1
57.0	5	368797.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	1
21.0	7	41183.0	15	10.0	4	10	3	4	0	0.0	0.0	20.0	39	1
50.0	4	191062.0	11	9.0	2	6	0	4	1	0.0	0.0	40.0	39	1
27.0	4	132963.0	11	9.0	2	6	0	2	1	0.0	0.0	40.0	39	1
58.0	4	153551.0	9	13.0	4	10	1	4	0	0.0	0.0	60.0	39	1
27.0	6	66473.0	9	13.0	2	4	0	4	1	0.0	0.0	50.0	39	1
36.0	4	240323.0	11	9.0	5	12	4	2	0	0.0	0.0	17.0	39	1
68.0	2	242095.0	9	13.0	2	4	0	4	1	20051.0	0.0	40.0	39	0
33.0	5	128016.0	11	9.0	6	12	4	4	0	0.0	0.0	40.0	39	1
19.0	4	29526.0	15	10.0	4	8	3	4	0	0.0	0.0	18.0	39	1
26.0	4	342953.0	11	9.0	5	1	4	2	0	0.0	0.0	40.0	39	1
37.0	4	215476.0	11	9.0	4	6	4	2	0	0.0	0.0	30.0	39	1
53.0	4	231919.0	11	9.0	2	7	0	4	1	0.0	0.0	45.0	39	1
32.0	4	52537.0	15	10.0	4	13	1	2	1	0.0	0.0	38.0	39	1
18.0	4	27920.0	1	7.0	4	4	3	4	0	0.0	0.0	25.0	39	1
53.0	4	153052.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	0
40.0	6	199303.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	1
50.0	4	233369.0	15	10.0	0	10	4	4	0	0.0	0.0	40.0	39	1
43.0	4	345789.0	9	13.0	2	10	5	4	0	15024.0	0.0	50.0	39	0
60.0	4	238913.0	9	13.0	2	12	0	4	1	0.0	0.0	46.0	39	0
28.0	6	195607.0	11	9.0	2	12	5	4	0	0.0	0.0	40.0	39	1
34.0	4	245173.0	11	9.0	0	12	1	4	1	0.0	1669.0	45.0	39	1
37.0	4	138441.0	11	9.0	0	14	1	4	1	0.0	0.0	40.0	39	1
25.0	4	67467.0	11	9.0	2	13	0	4	1	0.0	0.0	40.0	39	1
46.0	4	102569.0	12	14.0	2	4	0	4	1	15024.0	0.0	65.0	39	0
21.0	4	213341.0	1	7.0	3	6	3	4	1	0.0	1762.0	40.0	6	1
26.0	4	37202.0	9	13.0	4	10	1	4	0	0.0	0.0	45.0	39	1
47.0	4	140219.0	11	9.0	4	1	2	4	0	0.0	0.0	40.0	39	1
18.0	4	298860.0	2	8.0	4	6	3	4	1	0.0	0.0	20.0	39	1
22.0	4	51362.0	9	13.0	4	12	1	4	0	0.0	0.0	16.0	39	1
36.0	4	199947.0	15	10.0	0	7	3	4	0	0.0	0.0	30.0	39	1
59.0	6	32552.0	11	9.0	2	14	0	4	1	0.0	0.0	48.0	39	1
33.0	4	183845.0	11	9.0	2	8	5	4	0	0.0	0.0	38.0	8	1
33.0	4	181091.0	0	6.0	0	3	1	4	1	0.0	0.0	35.0	9	1
53.0	5	135643.0	9	13.0	2	1	5	1	0	0.0	0.0	50.0	35	1
44.0	7	96249.0	15	10.0	2	4	0	4	1	3411.0	0.0	40.0	39	1
55.0	4	181220.0	11	9.0	2	4	0	4	1	0.0	0.0	50.0	39	1
56.0	4	133025.0	11	9.0	2	14	0	4	1	0.0	0.0	50.0	39	1
54.0	6	124865.0	15	10.0	0	12	1	4	0	0.0	0.0	35.0	39	1
51.0	4	45599.0	11	9.0	0	10	1	4	1	0.0	0.0	40.0	39	1
31.0	4	194293.0	15	10.0	4	1	1	4	0	2463.0	0.0	38.0	39	1
43.0	4	102180.0	12	14.0	2	4	0	4	1	0.0	0.0	50.0	39	0
44.0	4	121130.0	11	9.0	0	8	4	4	0	0.0	0.0	40.0	39	1
22.0	4	138768.0	15	10.0	4	4	3	4	1	0.0	0.0	50.0	39	1
43.0	7	98989.0	11	9.0	2	8	0	0	1	0.0	0.0	40.0	39	1
26.0	7	126327.0	7	12.0	4	1	4	2	0	0.0	0.0	40.0	39	1
30.0	4	113364.0	9	13.0	4	12	3	4	1	0.0	0.0	18.0	39	1
30.0	4	326199.0	6	5.0	2	3	0	4	1	2580.0	0.0	40.0	39	1
46.0	4	376789.0	11	9.0	4	8	1	4	1	0.0	0.0	15.0	39	1
27.0	4	137063.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	1
26.0	4	279145.0	11	9.0	2	3	0	4	1	0.0	0.0	50.0	39	1
36.0	4	178815.0	9	13.0	4	4	1	4	1	8614.0	0.0	40.0	39	0
25.0	6	245369.0	11	9.0	5	3	3	4	1	0.0	0.0	35.0	39	1
30.0	1	49593.0	14	15.0	4	10	1	2	0	0.0	0.0	40.0	39	1
46.0	7	238648.0	11	9.0	2	8	0	2	1	7298.0	0.0	40.0	39	0
47.0	4	166181.0	15	10.0	2	1	5	2	0	0.0	0.0	48.0	39	0
66.0	5	249043.0	9	13.0	2	12	0	4	1	5556.0	0.0	26.0	39	0
43.0	4	156403.0	0	6.0	2	6	0	4	1	0.0	0.0	40.0	39	1
71.0	0	128529.0	11	9.0	6	0	1	4	0	0.0	0.0	20.0	39	1
36.0	1	186934.0	9	13.0	2	1	0	4	1	0.0	1848.0	55.0	39	0
46.0	0	148489.0	11	9.0	3	0	1	1	1	0.0	0.0	40.0	30	1
44.0	2	387770.0	15	10.0	6	1	4	4	0	0.0	0.0	15.0	39	1
42.0	4	115511.0	10	16.0	2	10	0	4	1	0.0	0.0	50.0	39	1
39.0	4	201410.0	9	13.0	2	14	0	4	1	0.0	1977.0	45.0	30	0
36.0	4	220585.0	7	12.0	2	4	0	4	1	0.0	0.0	50.0	39	0
60.0	6	282066.0	9	13.0	2	4	0	4	1	0.0	1977.0	45.0	39	0
37.0	4	280966.0	15	10.0	2	7	0	4	1	0.0	0.0	50.0	39	0
26.0	4	291586.0	9	13.0	4	14	3	4	1	0.0	0.0	20.0	39	1
24.0	4	142227.0	9	13.0	4	1	1	4	0	0.0	0.0	30.0	39	1
17.0	0	104025.0	1	7.0	4	0	3	4	1	0.0	0.0	18.0	39	1
45.0	2	148254.0	12	14.0	0	10	1	4	0	0.0	0.0	35.0	39	1
54.0	4	170562.0	15	10.0	2	4	0	4	1	0.0	0.0	48.0	39	0
22.0	4	222490.0	15	10.0	4	12	3	4	0	0.0	0.0	30.0	39	1
63.0	2	57674.0	12	14.0	2	10	0	4	1	0.0	0.0	48.0	39	1
22.0	4	233624.0	11	9.0	2	3	0	4	1	0.0	0.0	43.0	39	1
27.0	4	42734.0	15	10.0	4	8	1	4	1	0.0	0.0	25.0	39	1
33.0	4	233107.0	6	5.0	2	3	0	4	1	0.0	0.0	33.0	26	1
64.0	4	143110.0	9	13.0	6	10	1	4	0	0.0	0.0	30.0	39	1
50.0	4	195844.0	7	12.0	2	4	0	4	1	0.0	0.0	50.0	39	0
44.0	6	115896.0	8	11.0	6	10	4	4	0	0.0	0.0	40.0	39	1
31.0	4	303851.0	11	9.0	2	14	0	4	1	0.0	0.0	50.0	39	1
44.0	4	172475.0	11	9.0	0	1	1	1	0	0.0	0.0	40.0	40	1
53.0	6	30008.0	0	6.0	2	5	0	4	1	0.0	0.0	35.0	39	1
33.0	2	147921.0	11	9.0	6	8	4	4	0	0.0	0.0	40.0	39	1
34.0	1	172716.0	2	8.0	2	2	0	4	1	0.0	0.0	40.0	39	1
27.0	4	155057.0	11	9.0	4	14	1	4	1	0.0	0.0	70.0	39	1
43.0	0	152569.0	8	11.0	6	0	1	4	0	0.0	2339.0	36.0	39	1
80.0	6	132728.0	11	9.0	4	4	1	4	1	0.0	0.0	20.0	39	1
31.0	4	195136.0	7	12.0	0	8	1	4	0	0.0	0.0	32.0	39	1
40.0	4	377322.0	11	9.0	2	3	0	2	1	0.0	0.0	40.0	39	0
53.0	2	293941.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	1
58.0	4	182123.0	11	9.0	2	7	0	4	1	0.0	0.0	44.0	39	1
38.0	4	32528.0	15	10.0	2	4	0	4	1	0.0	0.0	40.0	39	0
33.0	4	140206.0	14	15.0	2	10	0	4	1	0.0	0.0	40.0	39	0
48.0	2	378221.0	9	13.0	2	4	0	4	1	0.0	0.0	60.0	26	0
23.0	4	211601.0	15	10.0	2	4	5	2	0	0.0	0.0	40.0	39	1
31.0	6	119411.0	11	9.0	4	3	3	4	1	0.0	0.0	50.0	39	1
52.0	6	240013.0	12	14.0	2	12	0	4	1	0.0	0.0	70.0	39	1
24.0	4	95552.0	11	9.0	4	13	3	4	1	0.0	0.0	40.0	39	1
45.0	6	183710.0	6	5.0	2	5	0	4	1	0.0	0.0	40.0	39	1
36.0	4	189382.0	11	9.0	2	1	5	4	0	0.0	0.0	40.0	39	0
52.0	4	380633.0	4	3.0	6	8	4	4	0	0.0	0.0	40.0	26	1
54.0	4	53407.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
39.0	4	150480.0	14	15.0	2	10	0	4	1	0.0	0.0	55.0	39	0
40.0	4	175674.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	0
28.0	4	375313.0	11	9.0	4	13	1	1	1	0.0	0.0	50.0	39	1
21.0	0	278391.0	15	10.0	4	0	3	4	1	0.0	0.0	16.0	39	1
23.0	4	212888.0	15	10.0	4	1	1	4	0	0.0	0.0	40.0	39	1
36.0	5	487085.0	5	4.0	4	3	4	2	1	0.0	0.0	40.0	39	1
22.0	4	174461.0	15	10.0	4	1	3	4	0	0.0	0.0	15.0	39	1
55.0	2	133201.0	12	14.0	2	4	0	4	1	0.0	0.0	50.0	39	1
71.0	4	77253.0	11	9.0	4	6	1	4	1	0.0	0.0	17.0	39	1
47.0	4	141511.0	10	16.0	2	10	0	4	1	0.0	0.0	60.0	39	0
17.0	5	181608.0	0	6.0	4	12	3	4	1	0.0	0.0	12.0	39	1
31.0	4	127610.0	9	13.0	2	4	5	4	0	0.0	0.0	50.0	39	0
32.0	4	154571.0	15	10.0	4	8	2	1	1	0.0	0.0	40.0	0	1
46.0	4	33842.0	15	10.0	2	14	0	4	1	3103.0	0.0	40.0	39	0
27.0	4	150080.0	9	13.0	4	4	3	4	0	0.0	0.0	40.0	39	1
39.0	1	30916.0	15	10.0	2	4	0	4	1	0.0	1902.0	50.0	39	0
40.0	4	151294.0	11	9.0	0	6	1	4	0	0.0	0.0	48.0	39	1
30.0	4	48829.0	11	9.0	4	12	1	4	0	0.0	1602.0	30.0	39	1
17.0	4	193769.0	6	5.0	4	8	4	4	1	0.0	0.0	20.0	39	1
33.0	4	277455.0	12	14.0	4	10	1	4	1	0.0	0.0	40.0	39	1
72.0	4	225780.0	10	16.0	4	10	1	4	1	0.0	0.0	30.0	39	1
34.0	1	436341.0	15	10.0	1	1	5	4	0	0.0	0.0	40.0	39	0
65.0	4	255386.0	11	9.0	4	3	2	1	1	0.0	0.0	40.0	1	1
36.0	4	174938.0	9	13.0	2	10	0	4	1	0.0	1887.0	50.0	39	0
32.0	4	174789.0	11	9.0	4	7	4	4	1	0.0	0.0	40.0	39	1
26.0	4	245628.0	15	10.0	4	1	2	4	1	0.0	0.0	40.0	26	1
22.0	4	228752.0	11	9.0	4	6	1	4	1	0.0	0.0	40.0	39	1
47.0	4	354148.0	14	15.0	2	10	0	4	1	99999.0	0.0	48.0	39	0
31.0	4	192900.0	15	10.0	4	8	1	4	1	0.0	0.0	40.0	39	1
28.0	6	190391.0	9	13.0	4	12	1	4	1	0.0	0.0	50.0	39	1
38.0	4	353263.0	12	14.0	4	1	1	4	0	0.0	0.0	50.0	22	0
34.0	4	113198.0	7	12.0	2	1	0	4	1	0.0	0.0	28.0	39	1
44.0	4	207578.0	9	13.0	2	10	0	4	1	0.0	0.0	35.0	39	0
