id   ,x1   ,x2   ,x3   ,x4   ,x5   ,y
4229 ,-4.4 ,9.23 ,4.55 ,4.65 ,-6.93,-59.8353766279385
4230 ,4.45 ,0.29 ,1.96 ,-4.69,4.23 ,11.3746684904784
4231 ,0.8  ,6.7  ,2.01 ,2.24 ,1.67 ,-44.3947159936652
4232 ,2.26 ,4.86 ,-6.39,-9.45,-8.22,-13.0975809189379
4233 ,-5.28,4.16 ,-9.51,5.01 ,7.52 ,20.3484632929668
4234 ,8.95 ,-0.5 ,7.96 ,5.49 ,8.15 ,72.0141489812732
4235 ,-3.58,-8.58,-7.04,9.64 ,4.64 ,-65.9743281213567
4236 ,-9.44,-7.02,-7.21,-9.17,8.71 ,39.2197989288315
4237 ,-3.69,3.41 ,8.32 ,3.36 ,-4.46,-1.26222728648037
4238 ,5.75 ,-7.59,-8.52,-9.24,-3.65,-19.6418739018723
4239 ,5.82 ,-5.26,-5.27,-0.27,-7.94,-1.4784992164418
4240 ,4.54 ,5.21 ,2    ,-9.27,-7.15,-10.5933377102762
4241 ,-2.09,-0.94,8.33 ,4.92 ,9.81 ,-0.404480532065034
4242 ,-9.06,-9.41,-0.33,9.97 ,3.07 ,-5.0263303483352
4243 ,-8.89,-2.53,-9.14,-5.68,-1.82,82.2151979872108
4244 ,0.22 ,-8.89,9.27 ,0.43 ,-6.19,-76.991820469749
4245 ,8.11 ,-2.65,7.57 ,-6.4 ,-9.56,57.6164119302019
4246 ,-6.29,-4.81,7.23 ,-5.83,7.22 ,16.7843811257482
4247 ,-7.26,-5.14,-7.06,0.08 ,-3.44,17.1033674518689
4248 ,-6.3 ,-2.11,-1.34,-4.97,2.03 ,39.3028371128529
4249 ,1.3  ,-2.11,-8.01,-2.09,5.57 ,-1.57804976875931
4250 ,-3.76,-4.32,4.24 ,-3.24,-7.61,-1.31162909812779
4251 ,-5.79,6.71 ,5.2  ,-4.44,-1.91,-14.8588338969275
4252 ,-9.76,-8.95,7.41 ,1.12 ,7.66 ,16.6868377494648
4253 ,-0.34,-3.26,9.17 ,-1.56,4.81 ,-2.65186260350793
4254 ,6.62 ,-3.19,-6.66,-9.89,-8.34,41.0693005067289
4255 ,-0.91,9.11 ,-4.7 ,-8.22,3.9  ,-90.4123441662043
4256 ,2.09 ,-7.75,-9.66,1.48 ,7.62 ,-50.0106843445316
4257 ,-7.57,8.54 ,-7.84,9    ,8.87 ,-10.4294449706569
4258 ,3.2  ,9.48 ,8.02 ,4.39 ,5.47 ,-82.1254715713203
4259 ,2.71 ,3.71 ,1.56 ,-7.92,-4.36,-1.34194599937648
4260 ,5.87 ,-10  ,-4.04,7.6  ,0.71 ,-70.2295891937002
4261 ,6    ,3.28 ,-1.52,-5.8 ,-9.34,18.0762939012408
4262 ,4.14 ,4.04 ,6.99 ,3.2  ,-8.93,-8.07439478390664
4263 ,-4.38,2.12 ,8.6  ,-0.1 ,7.36 ,23.8303328534216
4264 ,6.86 ,-5.5 ,2.72 ,-2.17,-8.58,7.37926127362103
4265 ,6.94 ,-4.29,4.33 ,7.64 ,7.11 ,29.9145837280229
4266 ,3.83 ,7.93 ,3.87 ,9.78 ,4.55 ,-56.8443972347155
4267 ,-9.77,-0.53,-9.29,1.01 ,8.68 ,104.922662343577
4268 ,8.58 ,4.83 ,-0.2 ,-8.43,-2.33,53.0119113059714
4269 ,-1.86,9.76 ,8.08 ,8.88 ,8.77 ,-99.3829852804094
4270 ,-1.97,-2.45,-2.47,-5.13,-2.13,-7.4992072151959
4271 ,-5.39,-3.72,8.62 ,-2.33,-8.73,13.5155380636349
4272 ,7.01 ,-3.89,9.4  ,-4.4 ,-5.41,36.6089954465553
4273 ,2.56 ,8.92 ,0.78 ,-6.83,0.42 ,-72.0751709699139
4274 ,4.27 ,-8.25,-8.67,0.98 ,1.2  ,-55.5201175279826
4275 ,6.55 ,4.46 ,6.52 ,4.06 ,2.19 ,25.7330226226538
4276 ,3.91 ,9.67 ,6.25 ,-5.05,-4.47,-83.5229022677422
4277 ,5.66 ,8.89 ,3.64 ,2.72 ,-2.92,-45.3069040566832
4278 ,-7.92,1.92 ,5.41 ,-4.85,9.36 ,68.4579450860247
4279 ,6.55 ,6.82 ,-1.48,-0.13,5.77 ,6.1581267645046
4280 ,-1.91,-3.25,7.13 ,0.2  ,6.41 ,-16.8774541633815
4281 ,-6.97,-0.75,2.32 ,-9.37,-1.92,50.4747404545188
4282 ,-5.76,-6.06,9.2  ,3.88 ,5.75 ,-13.2839531990737
4283 ,-3.01,7    ,-9.04,5.88 ,8.53 ,-33.8889184094757
4284 ,0.57 ,0.98 ,2.45 ,-3.28,3.34 ,-3.61800857740641
4285 ,7.17 ,5.11 ,-5.78,-6.46,-6.72,27.892043640244
4286 ,9.96 ,-2.03,8.44 ,5.54 ,6.16 ,94.6939716722787
4287 ,5.99 ,2.3  ,4.21 ,6.68 ,2.3  ,20.6277023259014
4288 ,-4.83,4.18 ,-6.36,-6.44,-3.94,12.3810447354391
4289 ,8.5  ,3.38 ,-5.42,-3.06,9.66 ,57.111063348031
4290 ,0.34 ,-1   ,2.61 ,-9.66,-2.24,5.39569525127709
4291 ,8.15 ,4.91 ,5.26 ,8.38 ,0.29 ,47.861025466086
4292 ,5.82 ,8.63 ,8.67 ,-9.35,-5.51,-35.5274925358668
4293 ,-7.3 ,7.74 ,-9.36,6.15 ,-6.64,2.2517283451721
4294 ,-1.49,9.7  ,-8.51,7.46 ,6.24 ,-95.2095594412625
4295 ,1.36 ,-1.29,-0.12,7.94 ,-9.21,1.6362963322103
4296 ,6.64 ,6.73 ,-8.32,-1.54,1.38 ,5.56898946238755
4297 ,8.16 ,-1.25,-4.33,-4.26,-1.75,66.8144285177201
4298 ,2.63 ,6.15 ,6.05 ,-1.93,4.69 ,-30.6353513205558
4299 ,6.69 ,1.62 ,-6.86,-6.93,6.74 ,38.3198998181343
4300 ,-4.24,-0.79,-8.19,8.15 ,-8.74,21.4188509274125
4301 ,0.98 ,3.12 ,-2.45,3.91 ,-5.45,-5.33079867602885
4302 ,-0.95,-9.97,2.3  ,8.9  ,4.79 ,-90.2246620292604
4303 ,0.01 ,7.47 ,3.24 ,-3.32,-8.94,-63.3780673403844
4304 ,6.76 ,-0.56,1.5  ,-8.22,-0.01,42.3513615181819
4305 ,1.86 ,-7.89,9.88 ,-7.32,9.81 ,-65.074904656522
4306 ,9.11 ,-7.2 ,4.94 ,4.35 ,0.01 ,24.5803349841669
4307 ,-6.61,1.71 ,1.98 ,2.77 ,9    ,36.7010334607512
4308 ,-6.42,-4.65,4.15 ,0.39 ,5.65 ,16.1819832308903
4309 ,-6.95,1.85 ,0.74 ,6.75 ,3.75 ,35.0350417672843
4310 ,5.81 ,7.28 ,8.92 ,5.98 ,4.35 ,-15.2875995682135
4311 ,-5.05,-8.98,7.37 ,-4.55,0.82 ,-47.7392735961169
4312 ,-4.51,-1.88,-6.19,-5.12,2.15 ,11.4104021308914
4313 ,-0.14,-7.91,2.63 ,-1.73,4.14 ,-63.4030421762392
4314 ,-4.7 ,-0.09,9.28 ,0.58 ,0.11 ,19.633400806585
4315 ,2.81 ,-8.27,-7.96,3.31 ,-0.06,-62.4898723914877
4316 ,-0.71,-6.74,-0.09,5.51 ,3.86 ,-43.122998555623
4317 ,4.27 ,-8.16,-0.46,5.92 ,4.14 ,-40.9646820028544
4318 ,4.68 ,6.21 ,-3.82,-8.72,2.18 ,-24.5943811479405
4319 ,-6.8 ,-9.74,-8   ,3.96 ,-2.94,-52.6328114520222
4320 ,2.89 ,-5.24,8.29 ,-9.56,0.1  ,-28.3458732333332
4321 ,1.37 ,5.8  ,2.93 ,-5.49,7.15 ,-36.4212627102569
4322 ,0.26 ,5.59 ,-6.83,-4.01,7.08 ,-24.3383104523942
4323 ,6.79 ,-7.35,-3.91,3.2  ,1.65 ,-5.25658983659148
4324 ,7.46 ,1.58 ,-1.72,-1.27,6.22 ,55.8468502416134
4325 ,5.24 ,3.53 ,3.65 ,0.77 ,4.92 ,21.7644708063275
4326 ,-7.08,-3.38,-8.13,5.08 ,0.32 ,29.1707886778265
4327 ,6.56 ,9    ,-9.74,4.52 ,-6.46,-40.559439800413
4328 ,-9.1 ,-6.38,-4.09,8.63 ,0.86 ,46.7168593216822
4329 ,8.8  ,7.74 ,1.86 ,3.29 ,6.59 ,16.8277808233142
4330 ,8.67 ,1.57 ,0.16 ,-2.18,6.48 ,74.1148515530825
4331 ,4.6  ,-6.08,-2.51,4.31 ,7.15 ,-16.4633564947858
4332 ,7.9  ,0.22 ,-3.96,-8.57,-8.87,65.8714447510973
4333 ,-6.57,5.85 ,-5.48,1.89 ,-6.73,17.7346040792182
4334 ,7.62 ,-5.27,9.73 ,9.76 ,2.5  ,27.1484313781336
4335 ,-9.59,-7.93,-9.28,5.85 ,3.88 ,24.9090322300389
4336 ,8.14 ,2.86 ,-1.41,5.1  ,-4.61,49.9352683806047
4337 ,-7.72,-6.68,6.59 ,5.05 ,0.32 ,23.672571807377
4338 ,-1   ,0.72 ,5.97 ,6.67 ,-0.64,8.69834560196698
4339 ,-3.38,-4.14,0.95 ,4.34 ,-0.89,-0.105390574340521
4340 ,-4.21,7.29 ,9.1  ,2.04 ,5.4  ,-32.8785539009422
4341 ,0.12 ,-1.02,2.12 ,6.15 ,1.83 ,-10.1347007056922
4342 ,4.38 ,-1.96,-6.22,0.38 ,7.51 ,22.9641813526556
4343 ,7.25 ,7.15 ,-3.82,-7.16,-7.36,0.364138997681434
4344 ,-6.07,8.41 ,4.22 ,5    ,3.54 ,-41.222669701983
4345 ,4.87 ,-7.46,-2.02,4.62 ,8.66 ,-23.6791875277579
4346 ,-1.59,-8.52,2.7  ,3.3  ,4.86 ,-73.3739821525618
4347 ,8.55 ,-0.92,-1.79,9.19 ,-6.57,69.4929917940185
4348 ,7.86 ,-5.63,1.86 ,-3.76,8.81 ,28.3417878382325
4349 ,2.42 ,-7.89,-9.78,-9.08,-6.81,-57.8475037158996
4350 ,3.18 ,-2.78,9.78 ,-5.62,-8.63,5.24322220908106
4351 ,-4.09,7.83 ,8.81 ,-5.36,3.94 ,-53.6621030488789
4352 ,-3.4 ,6.62 ,-9.48,9.09 ,2.93 ,-34.2229962546989
4353 ,-5.99,-9.98,-9.7 ,1.79 ,-7.52,-59.2762080932289
4354 ,-1.84,4.79 ,-9.53,-2.74,-5.07,-23.6641264424697
4355 ,-9.74,-8.37,-1.38,2.04 ,7.88 ,15.8730213229701
4356 ,9.47 ,2.36 ,-7.08,3.62 ,1.87 ,79.1118380250514
4357 ,-6.32,-4.18,0.21 ,-1.71,8.96 ,19.4686198469997
4358 ,-3.2 ,-2.93,-6.5 ,-2.84,-6.61,10.9736336189345
4359 ,-4.26,3.77 ,-6.67,4.77 ,-7.52,0.43024392788559
4360 ,1.28 ,3.3  ,0.3  ,4.92 ,-1.98,-10.5099607714623
4361 ,-0.7 ,8.36 ,-7.37,-2.67,-3.31,-65.5348735199034
4362 ,3.96 ,6.05 ,-5.87,9.03 ,-0.18,-26.688308083193
4363 ,4.35 ,4.7  ,1.99 ,6.14 ,5.18 ,-11.0404194682092
4364 ,8.92 ,-9.17,3.74 ,1.29 ,1.66 ,-8.17877157967538
4365 ,-8.68,7.4  ,9.9  ,-9.25,1.78 ,11.8638911734313
4366 ,-6.63,-7.78,7.64 ,-8.14,-3.85,-16.1953916972652
4367 ,-9.15,-4.14,8.89 ,-2.35,6.56 ,75.9052097454757
4368 ,-1.77,-6.9 ,6.15 ,9.96 ,1.51 ,-36.2054402197063
4369 ,-5.04,-7.15,0.08 ,-5.86,5.72 ,-33.4586147087827
4370 ,4.19 ,-9.62,1.07 ,3.7  ,3.91 ,-67.8054257674694
4371 ,6.84 ,-6.76,2.79 ,-7.55,2.39 ,2.08892258770019
4372 ,-1.85,2.2  ,6.39 ,-3.68,6.77 ,4.32740496888757
4373 ,-8.71,0.61 ,-8.78,3.08 ,9.69 ,84.8251067822874
4374 ,3.05 ,3.05 ,-6.83,-4.84,-5.19,-3.44528386835009
4375 ,-5.5 ,-1.82,5.2  ,-6.42,4.53 ,29.9532163685024
4376 ,-0.79,8.54 ,4.99 ,-7.81,-5.45,-72.4456906541064
4377 ,-9.34,-5.8 ,9.81 ,7.85 ,0.44 ,60.4196916356444
4378 ,-1.72,-1.18,8.35 ,7.84 ,3.98 ,-8.43095041682571
4379 ,5.85 ,-2.4 ,-9.25,5.41 ,-4.54,24.8318340681493
4380 ,-0.51,-3.17,-8.04,0.78 ,5.33 ,-18.6888505814329
4381 ,9.82 ,-9.55,6.09 ,3.67 ,-1.72,12.949882098788
4382 ,7.88 ,7.19 ,-1.41,-1.78,2.99 ,14.0132103846401
4383 ,8.96 ,5.01 ,2.98 ,9.63 ,-6.93,49.8316324186102
4384 ,4.04 ,8.33 ,-5.38,1.09 ,-1.53,-50.2699956873015
4385 ,7.33 ,9.94 ,-5.43,5.36 ,-9.62,-35.7397771107524
4386 ,7.91 ,6.76 ,-4.24,2.53 ,-5.77,23.9635900517851
4387 ,5.58 ,1.79 ,2.25 ,5.04 ,0.9  ,32.8407837781265
4388 ,-1.18,5.02 ,-0.25,0.17 ,-2.3 ,-32.2067705642357
4389 ,4.69 ,4.54 ,-6.93,-6.48,9.33 ,-0.432179136827585
4390 ,-6.23,-1.19,4.05 ,5.91 ,-9.09,45.3706510493189
4391 ,8.05 ,-9.29,-0.15,-6.68,-3.91,-13.6392701258123
4392 ,5.28 ,-1.06,7.28 ,7.28 ,-7.12,34.6048272380188
4393 ,-2.26,9.84 ,1.69 ,6.13 ,-0.61,-90.0251077428758
4394 ,-9   ,-4.22,1.35 ,6.44 ,2.74 ,70.4992484771445
4395 ,-3.46,-8.97,-8.68,0.71 ,-7.51,-67.8203102261603
4396 ,8.79 ,7.95 ,1.6  ,9.22 ,8.6  ,12.6744800269216
4397 ,-0.49,-2.04,0.96 ,-3.08,5.09 ,-3.08506806177646
4398 ,-3.86,6.75 ,-3.7 ,1.66 ,1.66 ,-23.1120812707856
4399 ,6.02 ,-2.62,0.77 ,3.97 ,3.67 ,34.059946268633
4400 ,-8.61,2.26 ,-5.81,4.27 ,1.34 ,76.2757207739055
4401 ,-2.59,9.43 ,-9.38,-5.13,-5.17,-81.8554302029714
4402 ,5.98 ,-9.78,-7.5 ,-2.28,7.77 ,-51.7121692427546
4403 ,3.36 ,6.23 ,8.22 ,-0.92,3.38 ,-32.6909462637261
4404 ,-6.26,-0.65,6.1  ,9.18 ,-5.36,46.8623747178748
4405 ,7    ,-6.61,1.27 ,7.81 ,6.78 ,3.29380117134153
4406 ,8.45 ,-6.46,9.47 ,-5.53,7.82 ,38.0837810511902
4407 ,2.65 ,-9.43,-4.96,0.17 ,-0.5 ,-86.4096040334344
4408 ,2.31 ,3.11 ,7.68 ,5.28 ,8.89 ,4.32085878321528
4409 ,1.59 ,-3.53,4.83 ,-8.22,-5.37,-2.58142967655063
4410 ,-3.82,-5.54,1.78 ,2.43 ,-2.55,-6.91697507439256
4411 ,9.71 ,-3.01,-5.26,-7.12,-0.04,88.3570222543329
4412 ,0.94 ,-6.8 ,9.46 ,1.17 ,-1.16,-48.5216164878324
4413 ,3.19 ,-0.61,1.31 ,1.11 ,0.2  ,8.06887601734698
4414 ,-0.24,8.01 ,-3.55,-2.76,8.69 ,-59.3779560159519
4415 ,-2.85,-4.75,-6.44,7    ,7.9  ,-5.88961643498391
4416 ,-8.91,-4.28,-4.18,-7.69,8.81 ,64.3278336796284
4417 ,-9.44,-4.08,-8.66,3.26 ,-5.78,75.0533300807446
4418 ,-3.47,-4.45,7.11 ,4.52 ,9.13 ,-13.7360474710897
4419 ,-9.93,-1.63,0.48 ,7.16 ,-9.79,97.7677612650692
4420 ,7.4  ,-4.66,-1.5 ,-3.09,7.34 ,28.2403791313857
4421 ,9.41 ,-5.39,-9.29,-1.67,-3.62,62.4164145725817
4422 ,-4.44,0.59 ,-0.68,5.18 ,-7.46,22.8768377310336
4423 ,-7.91,2.32 ,2.68 ,-8.68,5.55 ,51.1564706170157
4424 ,5.9  ,4.72 ,7.35 ,-7.79,-6.53,12.8480047980681
4425 ,6.91 ,4.78 ,-1.62,0.43 ,3.9  ,24.9028903199852
4426 ,-8.3 ,-4.61,6.54 ,3.16 ,-5.91,47.6795576303542
4427 ,-2.11,-0.5 ,9.05 ,5.6  ,8.16 ,-1.52162769005597
4428 ,-5.85,-2.79,-1.19,-1.02,-8.43,35.7326160461098
4429 ,-4.12,9.12 ,3.84 ,-7.48,-4.82,-58.713865949586
4430 ,9.33 ,-2.68,-8.57,1.36 ,-6.12,83.4875503429174
4431 ,-9.98,8.95 ,-3.42,-5.31,1.55 ,10.7182190522269
4432 ,-7.1 ,1.97 ,-9.68,-1.08,-9.13,54.5071169902369
4433 ,0.66 ,-8.56,0.36 ,2.32 ,4.4  ,-79.4139852295742
4434 ,2.79 ,-9   ,-5.16,-6.02,5.09 ,-69.9448873911068
4435 ,-7.58,5.58 ,8.28 ,-1.23,1.86 ,28.07466703251
4436 ,5.27 ,-3.7 ,6.29 ,0.14 ,4.61 ,15.7561823569328
4437 ,4.35 ,-7.14,4.38 ,0.36 ,-6.84,-29.1334882622123
4438 ,5.64 ,-1.37,2.75 ,-1.23,2.08 ,31.3694816830054
4439 ,4.11 ,2.37 ,3.89 ,-6.76,-5.12,19.2542835594758
4440 ,7.77 ,3.61 ,-3.2 ,1.51 ,0.62 ,40.2087759893566
4441 ,5.97 ,2.55 ,-2.07,8.37 ,-2.94,19.2419027811304
4442 ,5.34 ,5.3  ,-2.35,5.12 ,-3.32,7.63365028919131
4443 ,7.22 ,8.16 ,-1.15,6.71 ,7.28 ,-15.444262365748
4444 ,2.26 ,7.01 ,-6.31,8.58 ,0.68 ,-37.9509665260836
4445 ,0.6  ,-3.53,-9.96,7.48 ,-6.47,-9.30337510820627
4446 ,5.67 ,0.54 ,-0.73,2.6  ,5.33 ,36.0018650579408
4447 ,-1.14,2.63 ,7.26 ,-3.87,-4.88,-8.52990361205786
4448 ,-8.55,0.43 ,8.71 ,-0.82,-3.19,63.6151937774405
4449 ,-3.42,5.67 ,-1.94,-4.93,-8.48,-18.6819171210378
4450 ,6.12 ,-4.21,6.31 ,-1.82,-3.11,19.3045929214612
4451 ,-2.78,-6.29,-2.74,-9.58,-4.97,-39.1776499397278
4452 ,9.82 ,-0.65,5.12 ,7.29 ,-2.17,100.73923139652
4453 ,-2.74,-3.32,7.22 ,-9.42,5.3  ,-12.4097758280069
4454 ,-1.81,6.96 ,5.24 ,-0.29,0.37 ,-39.4731529819518
4455 ,8.73 ,-4.71,0.94 ,-5.21,8.14 ,44.582984592329
4456 ,-7.59,3.18 ,2.71 ,-8.53,-5.34,54.0686743428528
4457 ,-9.57,-9.69,2.07 ,-3.13,4.88 ,0.517501157122866
4458 ,5.57 ,-8.02,9.81 ,-8.65,7.41 ,-26.1844880888164
4459 ,-2.23,7.76 ,0.82 ,-6.27,-7.36,-56.161359696959
4460 ,-1.66,8.12 ,-8.57,2.57 ,-1.56,-62.5403610850975
4461 ,-0.22,-4.56,-4.09,5.41 ,-2.14,-28.7844206925899
4462 ,-2.42,-1.15,6.94 ,1.76 ,-8.4 ,14.457790568316
4463 ,1.92 ,-1.67,-4.27,-9.66,-2.76,6.28172278594226
4464 ,4.11 ,-9.13,4.94 ,-0.83,5.25 ,-61.9816705526739
4465 ,4.1  ,4.71 ,7.94 ,4.6  ,-2.92,-2.16618693094552
4466 ,-5.56,-7.93,-2.57,8.53 ,-1.04,-24.9232639769569
4467 ,8.32 ,6.49 ,-6.73,-6.58,-9.43,25.6507020831063
4468 ,-7.87,-3.51,1.38 ,-2.62,3.54 ,43.437170240137
4469 ,6.46 ,3.61 ,-5.26,5.87 ,4.42 ,18.8989583802298
4470 ,2.91 ,-7.13,-7.63,-5.12,2.99 ,-44.3722906547517
4471 ,5.08 ,-7.9 ,5.4  ,-0.36,2.36 ,-34.5524076362759
4472 ,-7.94,3.22 ,6.22 ,7.39 ,8.61 ,47.2149446071729
4473 ,-6.32,2.69 ,-4.41,5.33 ,0.18 ,26.8177002140239
4474 ,-6.68,-5.98,-5.3 ,-0.7 ,7.27 ,1.96006634206324
4475 ,4.49 ,5.48 ,1.52 ,9.4  ,9.56 ,-16.3365099955603
4476 ,-1.66,4.2  ,1.43 ,-6.29,1.26 ,-7.7578586853534
4477 ,-8.72,4    ,-3.79,-7.13,-5.6 ,69.1953480719045
4478 ,-5.6 ,-1.59,-4.18,-7.41,1.14 ,34.9148046322033
4479 ,-0.37,-3.98,-4.44,3.87 ,0.52 ,-19.6055268525928
4480 ,7.11 ,5.74 ,6.09 ,-8.3 ,-7.84,9.0382480859831
4481 ,-3.61,5.99 ,4.96 ,8    ,-5.53,-20.0096887720302
4482 ,-7.09,-4.85,-4.08,-9.86,5.5  ,34.6231264276192
4483 ,-5.41,5.32 ,4.78 ,-8.41,9.01 ,1.01067194197029
4484 ,1.3  ,-8.46,5.62 ,-4.75,6.13 ,-73.2004512781635
4485 ,3.29 ,-8.66,0.47 ,-3.94,-3.17,-68.5030624538809
4486 ,-3.63,1.05 ,1.66 ,1.95 ,-0.61,9.65153018916547
4487 ,-7.58,7.56 ,-2.49,-5.3 ,-6.84,-7.71062747174203
4488 ,3.06 ,-3.66,-7.28,4.76 ,1.16 ,5.63631569094211
4489 ,-6.97,7.22 ,3.45 ,-0.6 ,1.63 ,0.98139665029943
4490 ,9.79 ,2.46 ,-0.12,-9.79,-6.46,81.1661800430342
4491 ,-6.03,-5.92,-7.62,2.9  ,-2.38,-4.20430693994462
4492 ,5.49 ,-2.01,2.66 ,-9.07,-7.23,33.1081690140069
4493 ,-5.31,4.65 ,1.52 ,-8.79,-9.42,15.8764231849894
4494 ,-8.54,6.87 ,-3.02,-0.03,5.5  ,19.2171912343174
4495 ,-5.65,-5.45,3.69 ,3.46 ,6.41 ,0.444772079847755
4496 ,1.58 ,-8.22,8.17 ,0.32 ,7.2  ,-56.1281975371093
4497 ,-9.4 ,8.49 ,-9.55,-6.01,-9.72,16.318382369855
4498 ,8.72 ,-7.02,-3.28,-1.76,9.69 ,17.0394968954772
4499 ,-9.23,-3.53,-4.36,-8.2 ,4.56 ,68.8003868220076
4500 ,0.81 ,7.84 ,7.89 ,-8.32,5.79 ,-66.844758769989
4501 ,7.37 ,-3.2 ,-7.49,7.58 ,5.41 ,37.8578178745374
4502 ,4.54 ,-2.72,-5.5 ,-0.21,1.59 ,19.1644676298618
4503 ,-9.86,-4.71,6.72 ,-5.34,-8.04,77.016612184003
4504 ,-8.86,0.49 ,2.04 ,1.06 ,-8.93,86.3616931348368
4505 ,-1.91,-2.92,6.06 ,1.54 ,7.03 ,-13.9886041591123
4506 ,-5.84,-1.47,7.87 ,2.51 ,-3.16,26.5374173923701
4507 ,-1.46,3.03 ,-1.37,-9.6 ,-7.55,-5.41961905539334
4508 ,2.34 ,3.82 ,-9.85,4.62 ,2    ,-16.4012592202455
4509 ,-2.18,-8.58,8.66 ,1.71 ,-5.99,-70.164421571359
4510 ,-8.85,1.38 ,-2.91,4.35 ,-8.36,84.1728297626734
4511 ,-9.71,8.87 ,2.81 ,9.41 ,-1.26,9.62507556707862
4512 ,7.84 ,0.54 ,-7.57,9.57 ,2.08 ,67.7480931080654
4513 ,-8.63,-4.91,2.14 ,2.7  ,7.15 ,55.5461021556437
4514 ,0.38 ,-3.75,-6.14,3.05 ,5.79 ,-13.6177852802113
4515 ,4.12 ,-9.46,1.79 ,-2.36,3.64 ,-68.9281727414325
4516 ,7.76 ,-2.9 ,-2.94,6.8  ,5.54 ,60.8742356310248
4517 ,-7.7 ,-4.48,6.72 ,-9.38,-8.38,42.7257845835298
4518 ,5.9  ,9.59 ,-2.8 ,-3.05,8.18 ,-52.5477332485601
4519 ,0.29 ,-7.05,3.26 ,5.64 ,9.73 ,-51.2008739355594
4520 ,9.31 ,-5.38,8.47 ,-6.19,-3.5 ,58.6459911667004
4521 ,-4.82,3.24 ,-8.46,-3.25,-0.29,18.4114235316172
4522 ,-5.59,-2.96,-9   ,-9.93,-9.14,28.7300979535803
4523 ,3.91 ,-5   ,5.59 ,0.2  ,1.83 ,-19.2930328152195
4524 ,-1.24,8.39 ,-2.94,6.75 ,0.65 ,-70.647260156095
4525 ,3.31 ,0.12 ,-5.28,-3.56,4.74 ,3.78968506647348
4526 ,2.76 ,9.42 ,-4.63,0.9  ,-0.15,-75.0836957364261
4527 ,-1.17,3.11 ,8.73 ,3.19 ,8.6  ,-15.9163492806599
4528 ,-2.44,-7.71,-3.54,2.6  ,0.46 ,-52.3740630007088
4529 ,1.98 ,-2.25,-2.97,-5.65,9.15 ,0.952865996220708
4530 ,5.74 ,-1.17,-8.82,-5.92,-7.07,41.2401822745323
4531 ,4.66 ,9.74 ,4.62 ,-0.91,-7.76,-78.9636622595117
4532 ,-9.21,5.63 ,-4.85,-1.34,-5.6 ,44.977418209438
4533 ,2.05 ,2.37 ,-1.82,1.25 ,6.7  ,-10.6677318465576
4534 ,-7   ,-7.35,-2.22,1.36 ,-2.19,2.01495653852821
4535 ,-0.91,7.86 ,1.41 ,-8.85,-2.13,-61.6677281963974
4536 ,1.44 ,-9.53,0.39 ,-3.03,2.1  ,-89.1038550455823
4537 ,8.2  ,-4.88,-0.73,-2.39,-8.7 ,38.6111609565973
4538 ,4.94 ,8.1  ,-5.37,-8.71,-8.4 ,-39.8903817697182
4539 ,1.02 ,0.46 ,-9.9 ,3.54 ,-3.38,-5.82879862866253
4540 ,9.52 ,5.29 ,-0.64,6.45 ,-0.43,68.2280864648998
4541 ,5.58 ,-8.9 ,-3.46,0.77 ,-4.36,-57.3512955384761
4542 ,-4.56,-7.87,-0.89,0.26 ,-9.95,-41.723301170747
4543 ,6.8  ,-5.06,-1.71,3.98 ,3.57 ,25.8033765403494
4544 ,-6.54,2.03 ,5.2  ,-0.86,-4.31,30.9442997741297
4545 ,2.98 ,-3.08,-6.49,-8.95,1.52 ,5.90505283759534
4546 ,7.01 ,-8.61,-2.45,-9.62,8.14 ,-25.9569507608265
4547 ,-6.12,-8.23,-1.83,-4.56,-5.73,-38.6182308923304
4548 ,-4.95,7.8  ,7.83 ,4.65 ,-9.79,-34.2494710391387
4549 ,4.4  ,-1.12,-6.34,1.67 ,-0.61,13.8603900080681
4550 ,-7.54,9.93 ,-3.88,8.79 ,-6.12,-48.3619742049083
4551 ,9.39 ,-0.72,-0.27,-2.81,-8.7 ,96.3518680057943
4552 ,2.77 ,3.9  ,-7.44,0.53 ,-2.29,-5.51210847838819
4553 ,-4.61,-6.89,4.09 ,-8.29,8.25 ,-20.1523402801528
4554 ,1.05 ,3.21 ,0.81 ,9.44 ,-3.54,-11.8490714418873
4555 ,9.09 ,-0.06,-8.98,1.9  ,-3.3 ,75.523634689942
4556 ,-6.89,-0.73,3.4  ,1.13 ,6.33 ,56.3025517296985
4557 ,1.48 ,5.57 ,-4.43,3.81 ,-7.53,-29.1800992601812
4558 ,-2.84,-4.68,3.77 ,-8.4 ,-7.07,-17.5461792436644
4559 ,1.5  ,-5.61,1.87 ,-2.73,6.05 ,-21.1218477740049
4560 ,5.58 ,6.08 ,1.58 ,-2.82,-7.26,-14.7738254525885
4561 ,-6.5 ,3.82 ,-6.01,-0.54,9.25 ,34.6162006226018
4562 ,-4.83,8.8  ,8.1  ,3.35 ,-8.38,-58.0877969578341
4563 ,-1.01,1.96 ,5.81 ,5.18 ,6.76 ,-4.00254453664273
4564 ,3.18 ,-7.51,-5.57,6.28 ,-4.38,-52.9960801561967
4565 ,-7.48,1.38 ,10   ,-9.06,-8.01,49.5857265776992
4566 ,-4.8 ,2.57 ,3.19 ,4.45 ,0.34 ,12.9268836617678
