     ,f1   ,f2   ,f3   ,f4   ,f5   ,f6   ,f7   ,f8   ,f9   ,f10,f11,f12,f13  ,f14  ,f15  ,f16  ,f17  ,f18  ,f19 ,f20 ,f21  ,f22  ,f23 ,f24 ,f25 ,f26 ,f27 ,f28 ,f29 ,f30 ,f31 ,f32 ,f33 ,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,target
10387,110.0,100.0,100.0,100.0,33.0 ,81.0 ,76.0 ,74.0 ,94.0 ,0.0,0.0,0.0,0.0  ,19.0 ,2.0  ,0.0  ,0.0  ,0.0  ,0.0 ,2.0 ,3.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9927 ,110.0,100.0,100.0,100.0,74.0 ,84.0 ,78.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,9.0  ,56.0 ,0.0  ,0.0 ,0.0 ,3.0  ,6.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
14782,110.0,100.0,100.0,100.0,100.0,90.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,25.0 ,37.0 ,34.0 ,11.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2901 ,110.0,100.0,100.0,100.0,76.0 ,87.0 ,125.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,36.0 ,30.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,41.0,8.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4099 ,110.0,100.0,100.0,100.0,54.0 ,155.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,1.0  ,2.0  ,13.0 ,48.0,27.0,33.0 ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12545,110.0,100.0,100.0,100.0,106.0,86.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,25.0 ,37.0 ,0.0  ,9.0  ,36.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12510,110.0,100.0,100.0,100.0,76.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,2.0  ,0.0  ,62.0 ,3.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2540 ,110.0,100.0,100.0,100.0,132.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,51.0 ,14.0 ,12.0 ,50.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10511,110.0,100.0,100.0,100.0,72.0 ,79.0 ,78.0 ,73.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,50.0 ,12.0 ,0.0  ,0.0 ,2.0 ,1.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11090,110.0,100.0,100.0,100.0,74.0 ,77.0 ,82.0 ,76.0 ,94.0 ,0.0,0.0,0.0,1.0  ,20.0 ,44.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,2.0 ,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10345,110.0,100.0,100.0,100.0,83.0 ,186.0,89.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,24.0 ,38.0 ,15.0,62.0,18.0 ,41.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7948 ,110.0,100.0,100.0,100.0,15.0 ,135.0,80.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,1.0  ,2.0  ,0.0 ,2.0 ,49.0 ,12.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5848 ,110.0,100.0,100.0,100.0,35.0 ,100.0,125.0,118.0,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,1.0  ,0.0  ,44.0,1.0 ,0.0  ,0.0  ,2.0 ,1.0 ,0.0 ,11.0,59.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7038 ,110.0,100.0,100.0,100.0,26.0 ,124.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,57.0,6.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13023,110.0,100.0,100.0,100.0,76.0 ,113.0,112.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,45.0 ,1.0  ,43.0,2.0 ,0.0  ,0.0  ,13.0,29.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4184 ,110.0,100.0,100.0,100.0,67.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,4.0  ,5.0  ,16.0 ,32.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12530,110.0,100.0,100.0,100.0,135.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,6.0  ,57.0 ,2.0  ,53.0 ,12.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576 ,110.0,100.0,100.0,100.0,72.0 ,107.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,2.0  ,1.0  ,0.0  ,0.0  ,6.0  ,46.0 ,39.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7746 ,110.0,100.0,100.0,100.0,85.0 ,108.0,119.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,6.0  ,45.0 ,33.0 ,0.0 ,0.0 ,0.0  ,0.0  ,36.0,22.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9585 ,110.0,100.0,100.0,100.0,135.0,79.0 ,77.0 ,74.0 ,94.0 ,0.0,0.0,0.0,37.0 ,49.0 ,39.0 ,0.0  ,0.0  ,5.0  ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10034,110.0,100.0,100.0,100.0,108.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,51.0 ,32.0 ,18.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11085,110.0,100.0,100.0,100.0,62.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,5.0  ,44.0 ,2.0  ,2.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11124,110.0,100.0,100.0,100.0,47.0 ,92.0 ,78.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,1.0  ,0.0  ,0.0  ,2.0  ,43.0 ,0.0 ,0.0 ,2.0  ,4.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1281 ,110.0,100.0,100.0,100.0,93.0 ,79.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,39.0 ,39.0 ,9.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
5955 ,110.0,100.0,100.0,100.0,45.0 ,131.0,150.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,45.0 ,0.0 ,0.0 ,36.0 ,8.0  ,1.0 ,7.0 ,51.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7749 ,110.0,100.0,100.0,100.0,56.0 ,77.0 ,76.0 ,74.0 ,171.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,45.0 ,1.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,5.0 ,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689 ,110.0,100.0,100.0,100.0,130.0,123.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,31.0 ,33.0 ,48.0 ,40.0,20.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8878 ,110.0,100.0,100.0,100.0,71.0 ,99.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,11.0 ,13.0 ,0.0  ,0.0  ,0.0  ,31.0 ,30.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
14338,110.0,100.0,100.0,100.0,35.0 ,146.0,91.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,1.0  ,0.0  ,0.0  ,0.0  ,40.0,5.0 ,13.0 ,46.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12911,110.0,100.0,100.0,100.0,44.0 ,104.0,79.0 ,76.0 ,97.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,10.0 ,51.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6499 ,110.0,100.0,100.0,100.0,74.0 ,82.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,1.0  ,0.0  ,4.0  ,41.0 ,23.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
8686 ,110.0,100.0,100.0,100.0,124.0,92.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,54.0 ,34.0 ,30.0 ,15.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12392,110.0,100.0,100.0,100.0,113.0,109.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,37.0 ,9.0  ,37.0 ,10.0 ,2.0  ,4.0 ,41.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415  ,110.0,100.0,100.0,100.0,17.0 ,82.0 ,142.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,1.0  ,2.0  ,1.0  ,2.0 ,0.0 ,0.0  ,0.0  ,0.0 ,18.0,39.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5537 ,110.0,100.0,100.0,100.0,56.0 ,119.0,78.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,18.0 ,28.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,40.0 ,4.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
13388,110.0,100.0,100.0,100.0,62.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,22.0 ,30.0 ,0.0  ,0.0  ,0.0 ,1.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
710  ,110.0,100.0,100.0,100.0,52.0 ,85.0 ,76.0 ,77.0 ,105.0,0.0,0.0,0.0,1.0  ,2.0  ,0.0  ,0.0  ,13.0 ,34.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,3.0 ,5.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
9756 ,110.0,100.0,100.0,100.0,109.0,82.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,50.0 ,12.0 ,24.0 ,22.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3528 ,110.0,100.0,100.0,100.0,116.0,93.0 ,76.0 ,76.0 ,98.0 ,0.0,0.0,0.0,0.0  ,37.0 ,25.0 ,0.0  ,1.0  ,62.0 ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,3.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528 ,110.0,100.0,100.0,100.0,44.0 ,107.0,118.0,83.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,3.0  ,0.0  ,0.0  ,60.0,1.0 ,0.0  ,0.0  ,0.0 ,0.0 ,9.0 ,32.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12325,110.0,100.0,100.0,100.0,59.0 ,77.0 ,76.0 ,75.0 ,96.0 ,0.0,0.0,0.0,28.0 ,18.0 ,1.0  ,2.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5279 ,110.0,100.0,100.0,100.0,102.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,37.0 ,51.0 ,5.0  ,2.0  ,1.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8371 ,110.0,100.0,100.0,100.0,78.0 ,77.0 ,79.0 ,71.0 ,94.0 ,0.0,0.0,0.0,2.0  ,0.0  ,19.0 ,25.0 ,23.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2893 ,110.0,100.0,100.0,100.0,119.0,115.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,37.0 ,51.0 ,5.0  ,0.0  ,25.0,35.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11014,110.0,100.0,100.0,100.0,76.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,3.0  ,1.0  ,19.0 ,43.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
14751,110.0,100.0,100.0,100.0,89.0 ,179.0,94.0 ,71.0 ,94.0 ,0.0,0.0,0.0,25.0 ,37.0 ,0.0  ,0.0  ,0.0  ,2.0  ,0.0 ,69.0,10.0 ,55.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8521 ,110.0,100.0,100.0,100.0,56.0 ,99.0 ,76.0 ,80.0 ,151.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,46.0 ,22.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10198,110.0,100.0,100.0,100.0,64.0 ,80.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,8.0  ,3.0  ,0.0  ,34.0 ,12.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9233 ,110.0,100.0,100.0,100.0,80.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,50.0 ,20.0 ,2.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
4091 ,110.0,100.0,100.0,100.0,76.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,31.0 ,33.0 ,3.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9800 ,110.0,100.0,100.0,100.0,14.0 ,160.0,87.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,4.0 ,57.0 ,32.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2888 ,110.0,100.0,100.0,100.0,107.0,86.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,23.0 ,23.0 ,25.0 ,39.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12186,110.0,100.0,100.0,100.0,86.0 ,85.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,4.0  ,2.0  ,2.0  ,0.0  ,43.0 ,35.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1523 ,110.0,100.0,100.0,100.0,65.0 ,81.0 ,84.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,2.0  ,2.0  ,39.0 ,15.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,1.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
8452 ,110.0,100.0,100.0,100.0,117.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,5.0  ,42.0 ,37.0 ,26.0 ,1.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
