ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents,target
11808,0.010141356,38,1,0.104342393,3200,6,0,0,0,1,0
11809,0.016512777,62,0,0.044585987,7535,7,0,1,0,0,0
11810,0.970555723,56,0,1.736318408,2411,8,0,3,0,1,0
11811,0.040740579,58,1,0.015110305,3308,4,0,1,0,0,0
11812,0.821894146,36,0,0.604191194,4246,6,0,0,1,1,0
11813,0.039849125,41,0,0.302261008,10083,10,0,1,0,2,0
11814,0.033951909,56,0,1606,nan,8,0,1,0,0,0
11815,0.351297405,22,0,0.080933111,4200,4,0,0,0,1,0
11816,0.964054492,58,0,0.666364871,4417,10,0,2,0,0,0
11817,0.412220608,35,0,0.053089382,3333,3,0,0,0,1,0
11818,0.01122498,78,0,0.002374703,8000,4,0,0,0,1,0
11819,0.014598007,63,1,0.404797601,2000,9,0,2,0,0,0
11820,0.015582146,43,0,0.317485003,4500,14,0,1,0,0,0
11821,0.026430486,75,0,0.248881873,3800,6,0,1,0,1,0
11822,0.703843544,55,1,0.913128995,6100,14,1,3,0,0,0
11823,0.9999999,24,1,0.057484032,3600,1,1,0,0,4,0
11824,0.555610418,50,0,1.480963481,3860,11,0,4,0,2,0
11825,0.018517803,59,1,0.33451273,13000,18,0,5,0,0,0
11826,0.922176781,42,0,0.233553289,5000,8,0,0,0,0,0
11827,0,85,0,0,7161,3,0,0,0,0,0
11828,0.002705349,60,0,0.25482074,7000,15,0,1,0,0,0
11829,0.018381237,73,0,0.482313134,3250,11,0,1,0,1,0
11830,0.018174546,64,0,0.016786571,1250,6,0,0,0,0,0
11831,0.094209512,76,0,0.626124625,3000,26,0,1,0,0,0
11832,0.154912954,48,0,0.427707199,4958,5,0,1,0,1,0
11833,0.863895039,57,0,0.30951406,14651,9,0,2,0,0,0
11834,0.159228847,25,0,0.649208283,820,4,0,0,0,0,0
11835,0,23,0,0.30816078,820,4,0,0,0,0,0
11836,0.850302552,33,0,0.307346327,2667,6,1,0,0,3,0
11837,0.986957939,28,0,0.098515031,2760,2,0,0,0,0,0
11838,0.076547605,52,0,0.109200947,11400,11,0,1,0,3,0
11839,0.052008882,51,0,1.547076923,1624,18,0,1,0,0,0
11840,0.181981802,68,0,54,nan,9,0,0,0,0,0
11841,0.394884093,59,0,0.538724652,4092,14,0,2,0,0,0
11842,0.048104714,49,0,0.324319177,5250,7,0,2,0,0,0
11843,0.094446126,66,0,0.216727195,18723,8,0,3,0,0,0
11844,0.349041755,26,0,0.159730034,8000,6,0,1,0,0,0
11845,1.039569544,42,0,4245,0,7,0,2,0,0,0
11846,0.860928426,28,0,0.456341789,3744,16,0,0,0,0,0
11847,0.373358797,36,0,0.759946403,9701,11,0,2,0,2,0
11848,0.044582266,42,0,0.179631365,3200,5,0,0,0,0,0
11849,0.991667735,47,2,0.358259687,1470,6,0,0,0,0,0
11850,0.298323746,50,0,0.408759124,10000,10,0,2,0,1,0
11851,0.032133522,54,0,0.104458299,8500,6,0,1,0,2,0
11852,0.014157038,55,0,0.077175698,7916,12,0,1,0,0,0
11853,0.1839854,55,1,0.169093142,5700,5,0,2,0,2,0
11854,0,98,0,0,nan,2,0,0,0,nan,0
11855,0.96111638,33,0,1.016824395,950,9,1,0,0,1,0
11856,1.035446489,28,1,0.213571645,3300,3,0,0,0,0,0
11857,0.059138195,54,0,0.283428876,7500,11,0,1,0,3,0
11858,0.287199698,39,0,0.4418,4999,8,0,2,0,2,0
11859,0.9999999,46,0,0,31460,1,0,0,0,0,0
11860,0.223762047,77,0,0.829872327,6500,27,0,3,0,1,0
11861,0.005488348,78,0,676,nan,7,0,1,0,0,0
11862,0.015397391,78,0,13,nan,5,0,0,0,nan,0
11863,0.001210987,71,1,1,nan,4,0,0,0,nan,0
11864,0.723130709,64,1,0.118395811,44308,16,0,2,0,0,0
11865,0.125682651,67,0,2.884154461,750,8,0,3,0,0,0
11866,0,79,0,953,nan,3,0,1,0,1,0
11867,0.147980269,35,0,0.425672695,6800,6,0,1,0,2,0
11868,0.255825739,59,0,0.414878016,7500,16,0,2,0,0,0
11869,0.001387052,79,0,0.219763396,7184,5,0,1,0,0,0
11870,0.960904844,54,0,735,nan,5,1,0,0,0,0
11871,0.216968796,44,0,0.420703723,1960,12,0,1,0,1,0
11872,0.940841001,60,0,0.602279544,5000,17,0,1,0,1,1
11873,0.380132723,60,0,4269,nan,18,0,2,0,0,0
11874,0.17139968,62,0,1110,nan,5,0,1,0,3,0
11875,0.146403967,74,0,0.757874941,2126,10,0,2,0,1,0
11876,0.37015241,49,0,0.242303727,6788,8,0,2,0,1,0
11877,0.472402032,37,0,0.553201015,6700,11,0,1,0,0,0
11878,0.213033761,46,0,0.043855088,5768,9,0,0,0,1,0
11879,0.219794505,67,0,0.22125182,5495,6,0,2,0,0,0
11880,0.012122356,36,1,0.932840687,4600,10,0,1,0,1,0
11881,0.040791854,50,0,0.014282314,4200,5,0,0,0,0,0
11882,0.007646713,48,0,0.323455909,2800,4,0,1,0,1,0
11883,0.488819721,46,0,0.514777657,7375,12,0,2,0,1,0
11884,0.275030207,37,0,0.647936787,3416,6,0,1,0,2,0
11885,0.045149298,69,0,0.017592963,2500,4,0,0,0,0,0
11886,0,44,1,575,nan,2,0,0,0,nan,0
11887,0.9999999,36,0,0,8000,1,1,0,1,2,0
11888,0.495104259,57,1,3079,nan,14,1,2,0,1,0
11889,0.034424262,64,0,0.64616847,13675,16,0,5,0,0,0
11890,0,81,0,0.004678041,3633,8,0,0,0,1,0
11891,0.161886672,41,0,0.396864585,8100,9,0,2,0,4,0
11892,0.322459284,30,0,0.242374279,6064,6,0,1,0,2,0
11893,0.416340839,49,0,0.535391924,4209,8,0,0,2,3,0
11894,0.960945421,68,0,0.147730022,12400,7,0,0,0,0,0
11895,0,59,0,0.114118118,7500,5,0,2,0,0,0
11896,0.021737272,43,0,0.114788004,2900,8,0,0,0,1,0
11897,0.9999999,32,0,837,0,3,0,0,0,0,0
11898,0.389107261,71,0,995,nan,15,0,0,0,0,0
11899,0.052368817,42,0,0.184317974,12000,13,0,1,0,1,0
11900,0,30,0,0.388577257,1960,5,0,0,0,1,0
11901,0.193901858,57,0,0.482731959,7759,13,0,4,0,0,0
11902,0.809522894,56,0,0.404364424,17550,7,0,2,0,1,0
11903,0.179985485,30,0,0.451818523,2666,7,0,1,0,0,0
11904,0.108454569,50,0,0.28416877,2772,8,0,1,0,3,0
11905,0.049092712,55,0,0.324469674,3346,2,0,1,0,0,0
11906,0.233196669,47,0,0.571706799,5647,17,0,2,1,3,0
11907,0,50,0,0.5244965,7000,9,0,3,0,2,0
11908,0.092863392,47,0,0.355528894,5000,7,0,1,0,3,0
11909,0,67,0,0.199627445,6441,6,0,2,0,1,0
11910,0.595161995,72,0,0.543422499,5457,7,0,2,0,0,0
11911,0.050673365,72,1,0.2697538,11250,27,0,5,0,0,0
11912,0.013998727,43,0,1013,nan,2,0,1,0,0,0
11913,0.146260541,48,0,0.307958939,7500,8,0,1,0,2,0
11914,0.217539123,49,0,1.398002853,700,4,0,1,0,2,0
11915,0.972735807,68,1,0.919791026,3253,11,0,1,0,0,0
11916,0.9999999,59,0,0.642366174,4800,7,0,2,0,3,0
11917,0.586686174,28,0,0.272291084,2500,13,0,0,1,0,0
11918,0.197511269,48,0,0.145967563,4500,5,0,0,0,2,0
11919,0.831944537,63,0,2950,nan,8,0,1,0,0,0
11920,0.503499611,22,0,0.08994004,1500,2,0,0,0,0,0
11921,1.007768111,39,2,0.549801308,7800,20,0,2,1,1,1
11922,0.52505486,35,0,0.535377583,10500,14,0,2,0,1,0
11923,0,32,0,0.148141976,6000,11,0,0,0,0,0
11924,0.9999999,67,0,0.298170494,10275,6,0,1,0,0,0
11925,0.293230733,49,0,0.167462201,37500,10,0,2,0,1,0
11926,0.077120875,73,0,0.077188146,1450,11,0,0,0,0,0
11927,0.003449914,66,0,0.007984032,500,3,0,0,0,0,0
11928,0.027640351,61,1,0.370022725,10120,14,0,2,0,0,0
11929,0.051698966,75,0,0.02166065,3600,10,0,0,0,0,0
11930,0.630915818,29,0,0.446165013,4132,8,0,0,0,2,0
11931,0.747991617,38,0,951,nan,9,0,0,0,0,0
11932,0.010730541,40,0,0.159668666,3500,5,0,0,0,3,0
11933,0.113638594,47,0,0.36404865,4850,9,0,2,0,3,0
11934,0.327018472,37,0,0.402519496,5000,9,0,1,0,0,0
11935,0.15812764,61,0,0.01688325,9772,3,0,0,0,0,0
11936,0.9999999,45,0,0.238033129,7666,3,0,1,0,3,0
11937,0.254266506,53,3,0.581944865,3300,6,0,1,1,0,0
11938,0.208259447,63,0,0.17877095,3400,10,0,1,0,0,0
11939,0.788452384,54,3,0.418879056,3050,3,1,0,0,0,0
11940,0.345221232,33,1,0.036660235,5700,3,0,0,0,2,0
11941,0.468908555,56,0,0.129981167,60000,22,0,2,0,3,0
11942,0.111499491,50,1,0.357892763,5333,7,0,2,0,0,0
11943,0.008988044,75,0,0.099337748,150,5,0,0,0,0,0
11944,0.104676397,52,0,4292,nan,11,0,3,0,nan,0
11945,0.053032097,66,0,2098,nan,10,0,1,0,0,0
11946,0.058760191,26,0,0.319736053,1666,4,0,0,0,0,0
11947,0.777088916,43,0,0.438330991,9250,3,0,1,0,0,0
11948,0.056958861,64,0,0.166760437,8886,9,0,1,0,0,0
11949,0.056019692,53,0,0.411848381,11950,13,0,1,0,2,0
11950,0.216789161,55,0,0.704573857,4000,4,0,2,0,0,0
11951,0.997818578,41,0,0.192136085,3585,2,0,0,0,3,0
11952,0.03577579,91,0,0.00379924,5000,2,0,0,0,0,0
11953,0.003244928,68,0,0.054981673,6001,13,0,0,0,1,0
11954,0.01418632,51,0,0.139965009,4000,5,0,1,0,3,0
11955,0.004244063,68,0,0.000566332,7062,2,0,0,0,0,0
11956,0.244340257,59,0,0.355413333,9374,10,0,2,0,0,0
11957,0.9999999,41,0,0.076363636,6324,2,1,0,0,1,0
11958,0.001534812,46,0,241,nan,7,0,0,0,nan,0
11959,0.625861348,65,0,0.75671172,5400,19,0,1,0,0,0
11960,0.285998998,72,1,0.486996644,4767,9,0,1,0,0,0
11961,0.783155206,41,5,0.345209962,5500,14,1,2,0,2,0
11962,0.781163089,48,1,0.189613005,6950,10,0,0,0,2,0
11963,0.20698054,31,1,670,nan,9,0,0,0,0,0
11964,0.236614086,28,0,0.015492254,2000,2,0,0,0,0,0
11965,0.867570777,46,0,0.218404239,12833,12,0,2,0,0,0
11966,0.205119659,36,0,0.102209328,4480,11,0,0,0,0,0
11967,0.077687952,36,0,0.162876955,6200,7,0,2,0,3,0
11968,0,72,0,0.169412437,10500,8,0,1,0,0,0
11969,0.728272644,30,0,0.694693668,3900,4,0,1,0,1,0
11970,0.006112485,72,0,0.499568594,2317,8,0,1,0,0,0
11971,0.819264518,60,0,0.587899194,9800,10,0,2,0,0,0
11972,0.360022694,42,1,0.533737951,2800,5,0,2,1,0,0
11973,0.334505895,36,0,0.471097129,2542,5,0,1,0,1,0
11974,0.242557447,45,0,0.221955568,14583,12,0,1,0,0,0
11975,0.028613596,39,0,28,nan,4,0,0,0,0,0
11976,0.040443768,63,0,0.200747464,3745,7,0,0,0,0,0
11977,0.9999999,53,0,0.062874917,4500,5,1,0,1,0,0
11978,0.187924913,49,0,0.279573476,3000,12,0,0,0,1,0
11979,0.074185163,52,0,590,nan,9,0,1,0,0,0
11980,0.9999999,32,0,0.088194444,2879,4,0,0,0,0,0
11981,0.043980629,82,0,0.008569796,5250,8,0,0,0,1,0
11982,0.9999999,49,1,0.374932501,16666,13,0,2,0,1,0
11983,0.728457211,30,0,0.513165204,9000,10,0,2,0,0,0
11984,0.177927402,45,0,0.226340774,9900,9,0,2,0,0,0
11985,1.020368966,53,2,0.681663667,5000,9,8,2,4,4,1
11986,0,66,0,289,nan,3,0,1,0,nan,0
11987,0.058711257,64,0,0.462617685,5416,8,0,1,0,0,0
11988,0.03388465,66,0,0.028911105,3700,16,0,0,0,0,0
11989,1.028657114,48,0,1049,nan,14,0,0,0,0,0
11990,0,70,0,3831,nan,6,0,1,0,0,0
11991,0.018702972,49,0,0.114369501,3750,8,0,0,0,0,0
11992,0.082730576,74,0,2440,nan,3,0,1,0,0,0
11993,0,31,1,0.148462884,4000,9,0,0,1,1,0
11994,0.941693772,41,0,0.281309891,12000,7,0,1,0,1,0
11995,0.614740142,39,0,0.244306832,5005,4,0,0,0,3,0
11996,0.377750381,59,0,0.307956216,6120,14,0,2,0,2,0
11997,0.085640373,66,0,0.913271682,4000,14,0,1,1,0,1
11998,0.773242414,49,1,0.39073855,5916,5,0,1,0,3,0
11999,0.039832184,59,0,0.228236235,7500,5,0,1,0,1,0
12000,0.04076509,48,0,5308,nan,12,0,4,0,1,0
12001,0.152989578,47,1,2085,nan,10,0,0,0,2,0
12002,0.10374068,63,0,0.308538292,5000,5,0,1,0,0,0
12003,0.9999999,56,0,0.636489974,5036,6,0,3,0,1,0
12004,0.178182985,46,0,0.294943218,9333,7,0,2,0,2,0
12005,0.71710656,37,2,0.301075269,5300,7,0,0,0,2,0
12006,0.056284106,69,0,0.004832931,12000,6,0,0,0,1,0
12007,0.000919872,79,0,0.000791766,2525,8,0,0,0,0,0
12008,0.638274131,53,0,3616,nan,14,0,1,0,0,0
12009,0.02922424,35,0,0.381154222,3066,8,0,2,0,4,0
12010,0.819185605,57,3,0.438430605,9200,13,0,1,0,3,0
12011,0.9999999,36,0,0,nan,0,2,0,0,0,1
12012,0.08374412,43,0,0.189975328,7700,10,0,1,0,3,0
12013,0.112422304,34,0,0.465599051,5057,5,0,1,0,0,0
12014,0.984256994,44,0,0.224089636,4640,9,0,0,0,2,0
12015,0.859919939,29,0,0.504180298,2750,9,0,0,0,0,0
12016,0.9999999,26,0,382,nan,1,0,0,0,0,0
12017,0.056181574,56,0,0.187205536,13583,21,0,3,0,0,0
12018,0.01177126,72,0,0.204252088,3950,11,0,0,0,1,0
12019,0.020697996,79,0,48,nan,10,0,0,0,0,0
12020,0.530254642,85,0,0.847346172,2128,10,0,0,0,0,0
12021,0.9999999,28,98,0,2171,0,98,0,98,0,0
12022,0.009635488,87,0,3,nan,3,0,0,0,nan,0
12023,0,63,0,0.279444269,9500,10,0,2,0,0,0
12024,0.078093281,55,0,3887,nan,7,0,1,0,0,0
12025,0.9999999,26,0,0.020989505,2000,0,1,0,0,0,0
12026,0.024298785,90,0,14,nan,1,0,0,0,0,0
12027,0.01749825,61,0,0.000819807,6098,1,0,0,0,0,0
12028,0,77,0,0,8974,6,0,0,0,0,0
12029,0.954298772,71,0,0.024485798,4083,1,0,0,0,0,0
12030,0.968687542,44,0,0.051299134,1500,3,0,0,0,0,0
12031,0.829323481,57,1,5162,nan,10,0,3,0,0,0
12032,0.018890235,47,0,0.210863131,12500,16,0,1,0,2,0
12033,0.465633175,60,1,3320,nan,11,0,1,0,0,0
12034,0.9999999,61,0,0,nan,0,0,0,0,0,0
12035,0.582243867,45,0,5732,nan,10,0,4,0,3,0
12036,0.478420807,69,0,0.110091743,2506,3,0,0,0,0,0
12037,0.287571243,58,0,0.299071768,4416,3,0,1,0,3,0
12038,0.00819821,54,0,0.123113208,8479,7,0,1,0,0,0
12039,0.073034851,46,0,0.187698557,19200,7,0,1,0,2,0
12040,0.091347825,35,0,0.837540615,4000,9,0,2,0,0,0
12041,0.9999999,60,5,0.952392288,4200,6,1,2,2,0,0
12042,0.646823566,54,2,0.947342275,2012,10,0,1,0,5,0
12043,0.005648945,83,0,0.00119952,2500,4,0,0,0,0,0
12044,0.080026872,70,0,0.105877125,9000,4,0,1,0,0,0
12045,0.074958636,51,0,749,nan,9,0,0,0,0,0
12046,0,36,0,0.340265558,6250,5,0,1,0,0,0
12047,0.296444929,38,0,0.574387051,4200,11,1,1,0,1,0
12048,0.047300632,53,0,0.198206146,6800,23,0,1,0,1,0
12049,0.012974026,62,0,0.200876741,3877,7,0,1,0,1,0
12050,0.242005048,77,0,0.074515648,3354,4,0,0,0,0,0
12051,0.11062225,42,0,0.29573763,8750,5,0,2,0,3,0
12052,0.009142204,56,0,0.405172414,4175,8,0,1,0,0,0
12053,0.387705586,49,0,0.053595712,12500,3,0,0,0,0,0
12054,0.277714819,44,0,0.069865914,2833,9,0,0,0,0,0
12055,0,74,0,0.40234375,511,7,0,0,0,0,0
12056,0.082091045,55,1,0.232550279,11833,7,0,2,0,1,0
12057,0.00176736,77,0,0,nan,4,0,0,0,0,0
12058,0.718053365,42,0,0.349109609,10500,10,0,1,0,4,0
12059,0.107444715,66,0,0.613009019,3658,7,0,2,0,0,0
12060,0.014525551,30,0,0.478329146,3183,6,0,1,0,0,0
12061,0.463544624,58,0,0.48368087,6617,18,0,2,0,0,0
12062,0.948303372,38,2,0.391202932,3000,6,0,0,0,0,0
12063,0.437451097,47,0,4790,nan,14,0,2,0,2,0
12064,0.267435584,71,0,0.364663534,10000,11,0,5,0,0,0
12065,0.231091066,47,0,518,nan,8,0,0,0,0,0
12066,0.051566174,86,0,56,nan,5,0,0,0,0,0
12067,0.781137305,47,0,0.451084047,14943,15,0,3,0,0,0
12068,0.040686402,56,0,0.50624459,8086,14,0,4,0,0,0
12069,0.416316737,28,1,541,nan,9,0,0,2,0,1
12070,0.110279437,64,0,0.186185468,8367,10,0,1,0,0,0
12071,1.088904445,40,1,0.389317338,3500,5,1,0,2,4,1
12072,0.426098018,43,2,0.367077561,9166,6,0,1,0,3,0
12073,0.001999765,55,0,0.860886896,10034,9,0,3,0,2,0
12074,0.9999999,31,0,0,nan,0,0,0,0,0,1
12075,0.367493664,41,0,0.496429225,5460,7,0,1,0,0,0
12076,0,69,0,0.355232407,3850,11,0,2,0,0,0
12077,1.521594684,27,0,473,nan,3,2,0,2,0,0
12078,0.207036215,43,2,0.599680064,5000,7,0,2,0,0,0
12079,0.277151219,69,0,0.489127718,4000,11,0,0,0,1,0
12080,0.005550513,59,0,0.136094465,28200,5,0,2,0,1,0
12081,0.128060134,27,0,488,nan,3,0,0,0,nan,0
12082,0.009128018,33,0,0.162619737,8977,8,0,1,0,2,0
12083,0.006726967,56,1,946,nan,3,0,1,0,0,0
12084,0.272164368,52,0,0.195850519,8000,8,0,0,0,2,0
12085,0.035299412,82,0,0.012597481,5000,5,0,0,0,0,0
12086,0.93740313,36,0,0.415866333,7600,7,0,1,0,0,0
12087,0.684758147,60,0,0.093849669,42013,17,0,1,0,0,0
12088,0.059998182,67,0,1426,nan,11,0,3,0,nan,0
12089,0.941485094,60,5,0.348137234,4750,14,1,0,1,0,0
12090,0.113119887,33,0,0.057805821,4912,5,0,0,0,2,0
12091,0,55,0,0.826315789,1519,5,0,1,0,0,0
12092,0.03099938,61,0,531,nan,10,0,0,0,0,0
12093,0.072710972,58,0,0.409765039,6000,7,0,1,0,0,0
12094,0,57,0,0.140953016,3000,5,0,0,0,3,0
12095,0.236022194,46,0,0.276037004,3350,8,0,0,0,2,0
12096,0.360599338,30,1,0.76366843,1700,11,0,1,3,0,1
12097,0,51,0,1126,nan,7,0,1,0,0,0
12098,0.123388829,46,0,0.335375191,11100,4,0,2,0,0,0
12099,0.9999999,45,0,579,nan,1,2,0,0,0,0
12100,0.055635339,60,0,1406,nan,7,0,1,0,0,0
12101,0.020489629,41,0,0.236865897,9954,9,0,3,0,2,0
12102,0,71,0,0.02733073,10500,17,0,0,0,0,0
12103,0,83,0,0,nan,3,0,0,0,0,0
12104,0.939276099,51,0,0.159994981,7968,12,0,0,0,2,0
12105,0.327458517,33,0,0.670396497,4110,6,0,1,0,3,0
12106,0.81824475,61,0,0.11251462,8549,7,0,0,0,0,0
12107,0.040614965,61,0,0.396603397,1000,11,0,1,0,0,0
12108,0,47,0,0.457270612,21916,14,0,5,0,3,0
12109,1.28374608,50,0,7922,nan,17,0,1,0,5,0
12110,0.61961706,44,0,0.457798986,10058,11,0,3,0,2,0
12111,0.9999999,29,0,0.219772143,2720,3,0,0,1,2,1
12112,0.9999999,23,0,83,nan,2,0,0,0,nan,0
12113,0.03741339,60,0,0.051740357,2125,10,0,0,0,0,0
12114,0.117516343,60,0,0.460350759,11916,6,0,2,0,3,0
12115,0.013237675,61,0,11,nan,4,0,0,0,0,0
12116,0.76169003,44,2,0.388644542,2500,4,0,0,0,1,0
12117,0.214200277,46,0,0.382423618,2912,17,0,1,0,0,0
12118,0.984060721,45,0,0.353544072,9268,7,0,1,0,2,1
12119,0.077994968,41,0,0.347275454,6000,4,0,2,0,0,0
12120,1.120751699,59,0,0.885758998,1916,5,0,1,0,2,0
12121,0.135231656,62,1,1357,nan,22,0,2,0,0,0
12122,0.311272468,28,0,0.354301573,1080,4,0,0,0,0,0
12123,1.010309278,46,5,2370,nan,6,0,1,0,0,1
12124,0.037134673,54,0,0.627824812,15000,24,0,6,0,1,0
12125,0.48837639,63,1,0.549494501,9000,18,0,2,0,0,0
12126,0.067538998,39,0,0.197960408,5000,5,0,1,0,0,0
12127,0.017079964,29,0,0.187475332,7600,7,0,1,0,0,0
12128,0.036688074,40,0,372,nan,3,0,1,0,0,0
12129,0.014057034,57,0,0.31298674,4750,16,0,1,0,1,0
12130,0.9999999,70,0,1450,nan,7,0,1,0,0,0
12131,0.9999999,50,98,0,1350,0,98,0,98,0,1
12132,0.038297166,58,0,0.093116252,3500,7,0,0,0,0,0
12133,0,85,0,0,3450,1,0,0,0,0,0
12134,0.646423923,43,1,0.943647949,5021,17,0,1,0,0,1
12135,0.489215826,36,0,0.171699526,4006,4,0,0,0,0,0
12136,0.9999999,38,0,0.146034099,4046,1,0,0,0,2,0
12137,0.9999999,49,1,0.101353014,4064,3,0,0,1,0,1
12138,0.235259521,48,0,1359,nan,7,0,1,0,0,0
12139,0,83,1,504,nan,5,0,0,1,0,0
12140,0.209463176,54,0,0.193548387,14600,9,0,2,0,3,0
12141,0.9999999,21,0,0.109459459,1479,1,0,0,0,0,0
12142,0.069797445,69,0,0.116009281,4740,2,0,0,0,1,0
12143,0.25257181,58,0,0.359401468,7083,13,0,1,0,1,0
12144,0.780183181,29,3,0.369202226,3233,12,1,0,0,2,0
12145,0.998447095,44,0,3831,nan,8,0,2,0,4,0
12146,0.968507873,56,0,0.409102868,3800,5,0,1,0,0,1
12147,0.903460436,39,0,0.093059027,5200,10,5,0,0,0,0
12148,0.9999999,46,1,0.38882717,6300,5,0,2,0,0,0
12149,0.0439715,37,0,0.023534841,4333,4,0,0,0,0,0
12150,0.059609966,46,0,0.191974823,5083,7,0,1,0,0,0
12151,0.113402648,47,0,0.280068277,7615,7,0,2,0,2,0
12152,0.111420654,48,0,0.324218299,8666,6,0,1,0,1,0
12153,0.394052045,23,0,0.082980012,1650,9,0,0,0,0,0
12154,0.898680579,40,3,0.351571874,8333,13,0,1,0,2,0
12155,0.195096739,47,0,0.18240391,4500,3,0,0,0,1,0
12156,0.456176416,25,0,0.155098543,3500,10,0,0,0,1,0
12157,0.106851436,59,0,0.976374375,2200,13,0,2,0,0,0
12158,0.285835708,34,0,0.535088929,7252,9,0,2,0,5,0
12159,0.294964456,33,0,0.459635091,4000,6,0,0,0,1,0
12160,0.457669478,26,1,0.028647568,1500,3,0,0,0,0,0
12161,0.688784761,39,1,1.189361441,8158,6,0,1,0,2,0
12162,0.026790942,67,0,0.113922133,6600,8,0,1,0,0,0
12163,0.17928419,51,1,0.401535043,9901,17,0,2,0,2,0
12164,0.055252899,71,0,0.100772409,5566,5,0,1,0,0,0
12165,0.690312282,32,1,0.250647482,3474,7,0,0,0,3,0
12166,0.01469853,67,0,0.64028777,1667,8,0,1,0,0,0
12167,0.029566174,50,0,0.061885882,5800,6,0,0,0,2,0
12168,0.007992611,68,0,0.154584542,10000,8,0,1,0,0,0
12169,0,39,0,0.346794746,5100,11,0,1,0,1,0
12170,0.200490849,84,0,230,nan,2,0,0,0,0,0
12171,0.820072388,59,0,2250,nan,7,0,1,0,nan,0
12172,0.189962008,26,0,0.99760096,2500,6,0,2,0,0,0
12173,0.369337615,72,0,0.109344533,6666,16,0,0,0,0,0
12174,0.177927618,40,1,0.146505376,2975,4,0,0,0,0,0
12175,0.561698428,32,0,0.648250098,5085,12,0,2,0,3,0
12176,1.007713184,43,0,0.235135135,3699,6,0,1,0,0,1
12177,0.584741526,35,0,0.02363586,10830,4,0,0,0,0,0
12178,0.535892821,33,0,0.785134291,1600,4,0,1,0,2,0
12179,0.136183867,66,0,0.017141009,3091,4,0,0,0,0,0
12180,0.160484137,33,0,0.107621736,2833,8,0,0,0,0,0
12181,0,52,0,2426,nan,5,1,1,0,0,0
12182,0.001215236,90,0,1,nan,9,0,0,0,0,0
12183,0.098390626,45,0,0.644752018,2600,11,0,2,0,0,0
12184,0.664814846,55,0,0.747437405,5950,10,0,1,0,3,0
12185,0.976736593,32,3,0.932092382,2900,12,3,1,0,0,1
12186,0.28345248,53,0,902,nan,6,0,0,0,0,0
12187,0.363520384,54,0,0.35503717,3900,6,0,1,0,0,1
12188,0.047947603,42,0,0.00559888,5000,5,0,0,0,0,0
12189,0.31240747,62,0,0.69950918,5500,10,0,1,0,0,0
12190,0.9999999,36,0,0.478476002,4041,3,0,1,0,2,0
12191,0.558683507,42,1,0.556581133,10833,6,0,2,0,1,0
12192,0.023829362,86,0,4,nan,1,0,0,0,0,0
12193,0.430349706,45,0,1735,nan,15,0,0,0,0,0
12194,0.562893298,47,0,0.231179423,6375,8,0,0,0,0,0
12195,0.961507184,76,0,0.28731069,6800,6,0,1,0,0,0
12196,0.411686477,72,1,0.231217391,11499,14,0,1,0,0,0
12197,0.300439309,45,2,0.181985441,12500,6,0,2,0,0,0
12198,0.947152294,73,2,0.326666667,3749,6,0,1,0,1,0
12199,0.096714106,54,0,0.538597794,17500,8,0,4,0,1,0
12200,0.9999999,69,0,410,nan,3,0,1,0,0,0
12201,0.012082211,61,0,0.229893053,11500,12,0,1,0,1,0
12202,0.049665484,44,0,0.219055266,7472,10,0,1,0,3,0
12203,0.9999999,56,0,1059,nan,3,0,1,0,0,0
12204,0.002783274,87,2,0.002428869,2881,15,0,0,0,0,0
12205,0.097442279,57,0,0.296211998,6150,9,0,2,0,2,0
12206,0.070991126,25,0,537,nan,7,0,0,0,0,0
12207,0.167774114,45,0,0.320593453,6200,15,0,1,1,3,0
12208,0,42,0,0.006532462,7500,5,1,0,0,0,0
12209,0.029536531,67,0,0.343465046,6250,7,0,1,0,0,0
12210,0.9999999,50,0,17,nan,0,2,0,0,nan,1
12211,0.00239905,63,1,0.256857169,10900,19,0,2,0,3,0
12212,0.563911444,63,1,0.545677498,13047,16,0,3,0,1,0
12213,0,51,0,0.723338485,1940,7,0,0,0,0,0
12214,0.066895981,48,0,3258,nan,8,0,1,0,0,0
12215,0.9999999,37,0,0.268503512,1850,2,0,0,0,0,0
12216,0.849140459,49,0,0.452035887,7244,9,0,1,0,1,0
12217,0.429065345,49,2,0.51990822,7408,12,0,1,1,2,0
12218,0.025923959,59,0,0.071414747,15500,13,0,1,0,1,0
12219,0.041492976,69,0,0.472806607,6416,5,0,2,0,1,0
12220,0,44,0,0.042978445,7654,4,0,0,0,0,0
12221,0.026164409,63,0,0.109960728,2800,4,0,0,0,1,0
12222,0,67,0,0.321593533,1731,4,0,1,0,0,0
12223,0,51,0,0.051532225,7276,6,0,0,0,1,0
12224,0.9999999,58,0,1208,nan,3,0,1,0,0,0
12225,0.012594503,68,0,0.391152212,4000,20,0,2,0,1,0
12226,0.384295994,60,0,1674,nan,18,0,1,0,0,0
12227,0.009511867,79,0,0.274765223,3300,17,0,1,0,0,0
