date,stage_max_amplitude,stage_max_mean,snow_coverage_station_amplitude,snow_height_mean,snow_height_amplitude,water_hazard_sum,1_day,2_day,3_day,4_day,5_day,6_day,7_day
2004-11-03,0.9536784741144402,75.68937329700273,1.7886406092201277,14.690746334437986,2.829218322934633,0,76.09809264305179,76.23433242506812,76.37057220708448,76.50681198910083,76.64305177111717,76.77929155313352,76.91553133514986
2004-11-04,0.9536784741144544,75.82561307901908,1.7691398214839458,14.823147993118987,2.8815981311821464,0,76.23433242506812,76.37057220708448,76.50681198910083,76.64305177111717,76.77929155313352,76.91553133514986,77.05177111716623
2004-11-05,0.9536784741144402,75.96185286103544,1.7445350991693314,14.949131171542284,2.7878894317937615,0,76.37057220708448,76.50681198910083,76.64305177111717,76.77929155313352,76.91553133514986,77.05177111716623,77.18801089918256
2004-11-06,0.9536784741144402,76.09809264305179,1.7153940622052497,15.093490594780329,2.79996813893119,0,76.50681198910083,76.64305177111717,76.77929155313352,76.91553133514986,77.05177111716623,77.18801089918256,77.32425068119892
2004-11-07,0.9536784741144544,76.23433242506812,1.6788052765701797,15.235580104990394,2.841616460318674,0,76.64305177111717,76.77929155313352,76.91553133514986,77.05177111716623,77.18801089918256,77.32425068119892,77.46049046321527
2004-11-08,0.9536784741144402,76.37057220708448,1.6408032182146224,15.388580781432468,2.8265785307921796,0,76.77929155313352,76.91553133514986,77.05177111716623,77.18801089918256,77.32425068119892,77.46049046321527,77.59673024523161
2004-11-09,0.9536784741144402,76.50681198910083,1.604285237067086,15.535390047825949,2.819542417361019,0,76.91553133514986,77.05177111716623,77.18801089918256,77.32425068119892,77.46049046321527,77.59673024523161,77.73297002724796
2004-11-10,0.9536784741144402,76.64305177111717,1.5659431797819234,15.680222412954203,2.881320286321275,0,77.05177111716623,77.18801089918256,77.32425068119892,77.46049046321527,77.59673024523161,77.73297002724796,77.8692098092643
2004-11-11,0.9536784741144402,76.77929155313352,1.5232540194984452,15.839468571277942,2.8259464267691463,0,77.18801089918256,77.32425068119892,77.46049046321527,77.59673024523161,77.73297002724796,77.8692098092643,78.00544959128067
2004-11-12,0.9536784741144402,76.91553133514988,1.4843640094375914,15.994946623684264,2.819530194394842,0,77.32425068119892,77.46049046321527,77.59673024523161,77.73297002724796,77.8692098092643,78.00544959128067,78.141689373297
2004-11-13,0.9536784741144402,77.05177111716623,1.4453563704046957,16.165344610414692,2.9348863311425504,0,77.46049046321527,77.59673024523161,77.73297002724796,77.8692098092643,78.00544959128067,78.141689373297,78.27792915531336
2004-11-14,0.9536784741144402,77.18801089918256,1.4079109611549132,16.32201606400642,2.8860427453313537,0,77.59673024523161,77.73297002724796,77.8692098092643,78.00544959128067,78.141689373297,78.27792915531336,78.4141689373297
2004-11-15,0.9536784741144402,77.32425068119892,1.3657979697801625,16.467334235730764,2.954048810702547,0,77.73297002724796,77.8692098092643,78.00544959128067,78.141689373297,78.27792915531336,78.4141689373297,78.55040871934605
2004-11-16,0.9536784741144402,77.46049046321527,1.3215326871599071,16.61214239624279,3.0531088542227227,0,77.8692098092643,78.00544959128067,78.141689373297,78.27792915531336,78.4141689373297,78.55040871934605,78.6866485013624
2004-11-17,0.9536784741144402,77.59673024523161,1.2790312468088825,16.75016061624795,3.1425697126622616,0,78.00544959128067,78.141689373297,78.27792915531336,78.4141689373297,78.55040871934605,78.6866485013624,78.82288828337875
2004-11-18,0.9536784741144402,77.73297002724796,1.232405175510518,16.90091672329404,3.15156622894067,0,78.141689373297,78.27792915531336,78.4141689373297,78.55040871934605,78.6866485013624,78.82288828337875,78.9591280653951
2004-11-19,0.9536784741144402,77.86920980926432,1.1874558303545282,17.043194238990843,2.8961208420239206,0,78.27792915531336,78.4141689373297,78.55040871934605,78.6866485013624,78.82288828337875,78.9591280653951,79.09536784741144
2004-11-20,0.9536784741144402,78.00544959128067,1.143676482796657,17.175588916117576,2.7901140232806405,0,78.4141689373297,78.55040871934605,78.6866485013624,78.82288828337875,78.9591280653951,79.09536784741144,79.2316076294278
2004-11-21,0.9536784741144402,78.141689373297,1.0967644990470422,17.327557371198555,2.8917917039821734,0,78.55040871934605,78.6866485013624,78.82288828337875,78.9591280653951,79.09536784741144,79.2316076294278,79.36784741144415
2004-11-22,0.9536784741144402,78.27792915531336,1.0511574476761911,17.49397672847583,3.340041554969144,0,78.6866485013624,78.82288828337875,78.9591280653951,79.09536784741144,79.2316076294278,79.36784741144415,79.50408719346049
2004-11-23,0.9536784741144402,78.4141689373297,1.0085634426623038,17.669234709421332,3.568770788899755,0,78.82288828337875,78.9591280653951,79.09536784741144,79.2316076294278,79.36784741144415,79.50408719346049,79.64032697547685
2004-11-24,0.9536784741144402,78.55040871934605,0.9650170777598426,17.835726635665736,3.372022811806577,0,78.9591280653951,79.09536784741144,79.2316076294278,79.36784741144415,79.50408719346049,79.64032697547685,79.77656675749319
2004-11-25,0.9536784741144402,78.6866485013624,0.9236440812599973,18.005642010545703,3.464501101653262,0,79.09536784741144,79.2316076294278,79.36784741144415,79.50408719346049,79.64032697547685,79.77656675749319,79.91280653950955
2004-11-26,0.9536784741144402,78.82288828337876,0.8802168244462187,18.17261859655642,3.2431948906840447,0,79.2316076294278,79.36784741144415,79.50408719346049,79.64032697547685,79.77656675749319,79.91280653950955,80.04904632152589
2004-11-27,0.9536784741144402,78.9591280653951,0.84025607881334,18.34332177190553,3.2837650689938584,0,79.36784741144415,79.50408719346049,79.64032697547685,79.77656675749319,79.91280653950955,80.04904632152589,80.18528610354224
2004-11-28,0.9536784741144402,79.09536784741144,0.8061583198686666,18.52406181626772,3.2633600811167405,0,79.50408719346049,79.64032697547685,79.77656675749319,79.91280653950955,80.04904632152589,80.18528610354224,80.32152588555859
2004-11-29,0.9536784741144402,79.2316076294278,0.7657472234295906,18.690159048443903,3.243493783665734,0,79.64032697547685,79.77656675749319,79.91280653950955,80.04904632152589,80.18528610354224,80.32152588555859,80.45776566757493
2004-11-30,0.9536784741144544,79.36784741144415,0.7285589597191624,18.864789952556574,3.312467854021797,0,79.77656675749319,79.91280653950955,80.04904632152589,80.18528610354224,80.32152588555859,80.45776566757493,80.5940054495913
2004-12-01,0.9536784741144402,79.50408719346049,0.6864842657575565,19.033679852801292,3.126411866286677,0,79.91280653950955,80.04904632152589,80.18528610354224,80.32152588555859,80.45776566757493,80.5940054495913,80.73024523160763
2004-12-02,0.9536784741144402,79.64032697547684,0.6438441560912072,19.21262064733787,3.428512728306856,0,80.04904632152589,80.18528610354224,80.32152588555859,80.45776566757493,80.5940054495913,80.73024523160763,80.86648501362399
2004-12-03,0.9536784741144544,79.7765667574932,0.5964536286353823,19.409159001737883,3.566602407043149,0,80.18528610354224,80.32152588555859,80.45776566757493,80.5940054495913,80.73024523160763,80.86648501362399,81.00272479564033
2004-12-04,0.9536784741144402,79.91280653950955,0.5521646340837023,19.618072466208037,3.987438402995597,0,80.32152588555859,80.45776566757493,80.5940054495913,80.73024523160763,80.86648501362399,81.00272479564033,81.13896457765668
2004-12-05,0.9536784741144402,80.04904632152588,0.5111200622352374,19.857550659224987,4.384823704717679,0,80.45776566757493,80.5940054495913,80.73024523160763,80.86648501362399,81.00272479564033,81.13896457765668,81.27520435967303
2004-12-06,0.9536784741144402,80.18528610354224,0.4718967753121923,20.1028352435358,4.3977368040613065,0,80.5940054495913,80.73024523160763,80.86648501362399,81.00272479564033,81.13896457765668,81.27520435967303,81.41144414168937
2004-12-07,0.9536784741144402,80.32152588555859,0.4431487964731051,20.359658002331514,4.79266432463098,0,80.73024523160763,80.86648501362399,81.00272479564033,81.13896457765668,81.27520435967303,81.41144414168937,81.54768392370573
2004-12-08,0.9536784741144402,80.45776566757493,0.41282546877380355,20.61416647982276,5.017936960079535,0,80.86648501362399,81.00272479564033,81.13896457765668,81.27520435967303,81.41144414168937,81.54768392370573,81.68392370572207
2004-12-09,0.9536784741144402,80.59400544959128,0.3810976148692262,20.866150564132553,5.3240758867075115,0,81.00272479564033,81.13896457765668,81.27520435967303,81.41144414168937,81.54768392370573,81.68392370572207,81.82016348773843
2004-12-10,0.9536784741144402,80.73024523160764,0.3514948890310663,21.144766100468175,5.711556559148772,0,81.13896457765668,81.27520435967303,81.41144414168937,81.54768392370573,81.68392370572207,81.82016348773843,81.95640326975477
2004-12-11,0.9536784741144402,80.86648501362399,0.32603689139085645,21.433584037505394,5.654092812953188,0,81.27520435967303,81.41144414168937,81.54768392370573,81.68392370572207,81.82016348773843,81.95640326975477,82.09264305177112
2004-12-12,0.9536784741144402,81.00272479564032,0.29656090863224627,21.767507702220094,5.923263809682808,0,81.41144414168937,81.54768392370573,81.68392370572207,81.82016348773843,81.95640326975477,82.09264305177112,82.22888283378748
2004-12-13,0.9536784741144402,81.13896457765668,0.26951727722243213,22.115574403704475,6.048704597615888,0,81.54768392370573,81.68392370572207,81.82016348773843,81.95640326975477,82.09264305177112,82.22888283378748,82.36512261580381
2004-12-14,0.9536784741144402,81.27520435967303,0.24165416409424623,22.461184236635898,6.129246588109083,0,81.68392370572207,81.82016348773843,81.95640326975477,82.09264305177112,82.22888283378748,82.36512261580381,82.50136239782017
2004-12-15,0.9536784741144402,81.41144414168937,0.2192374156639847,22.83659355848873,6.531396935231623,0,81.82016348773843,81.95640326975477,82.09264305177112,82.22888283378748,82.36512261580381,82.50136239782017,82.63760217983652
2004-12-16,0.9536784741144402,81.54768392370572,0.19915223952433436,23.227388898275564,6.893567914439625,0,81.95640326975477,82.09264305177112,82.22888283378748,82.36512261580381,82.50136239782017,82.63760217983652,82.77384196185287
2004-12-17,0.9536784741144402,81.68392370572208,0.17810365609579648,23.638892821895514,6.961160653771611,0,82.09264305177112,82.22888283378748,82.36512261580381,82.50136239782017,82.63760217983652,82.77384196185287,82.91008174386921
2004-12-18,0.9536784741144402,81.82016348773843,0.16000423806715425,24.03553534988505,6.8829524663443244,0,82.22888283378748,82.36512261580381,82.50136239782017,82.63760217983652,82.77384196185287,82.91008174386921,83.04632152588556
2004-12-19,0.9536784741144544,81.95640326975476,0.14214128101994383,24.41188516026794,6.924856846682935,0,82.36512261580381,82.50136239782017,82.63760217983652,82.77384196185287,82.91008174386921,83.04632152588556,83.18256130790192
2004-12-20,0.9536784741144402,82.09264305177112,0.12539286656954118,24.782152169743533,7.135679273650847,0,82.50136239782017,82.63760217983652,82.77384196185287,82.91008174386921,83.04632152588556,83.18256130790192,83.31880108991825
2004-12-21,0.9536784741144402,82.22888283378748,0.11339011441113556,25.139687317172868,7.403147659671529,0,82.63760217983652,82.77384196185287,82.91008174386921,83.04632152588556,83.18256130790192,83.31880108991825,83.45504087193461
2004-12-22,0.9536784741144544,82.36512261580381,0.1064594938557768,25.499870393052767,7.297613305554474,0,82.77384196185287,82.91008174386921,83.04632152588556,83.18256130790192,83.31880108991825,83.45504087193461,83.59128065395096
2004-12-23,0.9536784741144402,82.50136239782016,0.11977583633737687,25.841426266704474,7.1129446326580315,0,82.91008174386921,83.04632152588556,83.18256130790192,83.31880108991825,83.45504087193461,83.59128065395096,83.7275204359673
2004-12-24,0.9536784741144402,82.63760217983652,0.13656009261190505,26.190716504965202,7.246107862740875,0,83.04632152588556,83.18256130790192,83.31880108991825,83.45504087193461,83.59128065395096,83.7275204359673,83.86376021798365
2004-12-25,0.9536784741144402,82.77384196185287,0.15921474255350887,26.55063603314691,7.25113724934365,0,83.18256130790192,83.31880108991825,83.45504087193461,83.59128065395096,83.7275204359673,83.86376021798365,84.0
2004-12-26,0.9536784741144402,82.91008174386923,0.18855343538698044,26.90566555494344,7.4674755589202455,0,83.31880108991825,83.45504087193461,83.59128065395096,83.7275204359673,83.86376021798365,84.0,83.0
2004-12-27,0.9536784741144402,83.04632152588556,0.2133963880589249,27.270353417666136,7.379934475784882,0,83.45504087193461,83.59128065395096,83.7275204359673,83.86376021798365,84.0,83.0,81.0
2004-12-28,0.9536784741144402,83.18256130790192,0.2372486361010182,27.599589846502816,7.118911031209784,0,83.59128065395096,83.7275204359673,83.86376021798365,84.0,83.0,81.0,80.0
2004-12-29,0.9536784741144402,83.31880108991825,0.2633522657636398,27.923405731766092,7.198013412871621,0,83.7275204359673,83.86376021798365,84.0,83.0,81.0,80.0,79.0
2004-12-30,0.9536784741144402,83.4550408719346,0.292104582459606,28.24552570696207,6.825317609874752,0,83.86376021798365,84.0,83.0,81.0,80.0,79.0,78.0
2004-12-31,0.9536784741144402,83.59128065395096,0.31704969071274824,28.54262799820509,6.663946602524501,0,84.0,83.0,81.0,80.0,79.0,78.0,76.0
2005-01-01,0.9536784741144402,83.7275204359673,0.4682403160633388,28.517572493712777,5.927497712632547,0,83.0,81.0,80.0,79.0,78.0,76.0,74.0
2005-01-02,1.0,83.63651226158039,0.4682403160633388,28.472937354440376,5.455527707168237,0,81.0,80.0,79.0,78.0,76.0,74.0,71.0
2005-01-03,3.0,83.11825613079019,0.4682403160633388,28.45128955293474,5.284426820856499,0,80.0,79.0,78.0,76.0,74.0,71.0,69.0
2005-01-04,4.0,82.37275204359673,0.4682403160633388,28.454897831518842,4.777596505505148,0,79.0,78.0,76.0,74.0,71.0,69.0,66.0
2005-01-05,5.0,81.4,0.4682403160633388,28.469536661263213,4.777596505505148,0,78.0,76.0,74.0,71.0,69.0,66.0,66.0
2005-01-06,6.0,80.2,0.4682403160633388,28.52995871688129,4.777596505505148,0,76.0,74.0,71.0,69.0,66.0,66.0,64.0
2005-01-07,8.0,78.8,0.4682403160633388,28.573852611768032,4.777596505505148,0,74.0,71.0,69.0,66.0,66.0,64.0,64.0
2005-01-08,10.0,77.4,0.4682403160633388,28.6342516611939,4.777596505505148,0,71.0,69.0,66.0,66.0,64.0,64.0,62.0
2005-01-09,12.0,75.6,0.4682403160633388,28.660025758992564,4.777596505505148,0,69.0,66.0,66.0,64.0,64.0,62.0,62.0
2005-01-10,12.0,73.6,0.4682403160633388,28.624786883956,4.777596505505148,0,66.0,66.0,64.0,64.0,62.0,62.0,60.0
2005-01-11,14.0,71.2,0.4682403160633388,28.562146632290123,4.777596505505148,0,66.0,64.0,64.0,62.0,62.0,60.0,57.0
2005-01-12,13.0,69.2,0.4682403160633388,28.47160565063114,4.777596505505148,0,64.0,64.0,62.0,62.0,60.0,57.0,56.0
2005-01-13,14.0,67.2,0.4682403160633388,28.37048804723992,4.777596505505148,0,64.0,62.0,62.0,60.0,57.0,56.0,53.0
2005-01-14,12.0,65.8,0.4682403160633388,28.245292862080586,4.777596505505148,0,62.0,62.0,60.0,57.0,56.0,53.0,52.0
2005-01-15,12.0,64.4,0.4682403160633388,28.14234978159407,4.777596505505148,0,62.0,60.0,57.0,56.0,53.0,52.0,50.0
2005-01-16,9.0,63.6,0.4682403160633388,28.0,4.777596505505148,0,60.0,57.0,56.0,53.0,52.0,50.0,50.0
2005-01-17,9.0,62.4,0.4682403160633388,28.3125,5.0,0,57.0,56.0,53.0,52.0,50.0,50.0,48.0
2005-01-18,9.0,61.0,0.4682403160633388,28.71875,6.5,0,56.0,53.0,52.0,50.0,50.0,48.0,45.0
2005-01-19,10.0,59.4,0.4682403160633388,29.125,7.0,0,53.0,52.0,50.0,50.0,48.0,45.0,45.0
2005-01-20,11.0,57.6,0.4682403160633388,29.53125,7.5,0,52.0,50.0,50.0,48.0,45.0,45.0,44.0
2005-01-21,12.0,55.6,0.4682403160633388,29.96875,8.5,0,50.0,50.0,48.0,45.0,45.0,44.0,43.0
2005-01-22,12.0,53.6,0.4682403160633388,30.40625,9.5,0,50.0,48.0,45.0,45.0,44.0,43.0,43.0
2005-01-23,12.0,52.2,0.4682403160633388,30.84375,9.0,0,48.0,45.0,45.0,44.0,43.0,43.0,42.0
2005-01-24,12.0,50.6,0.4682403160633388,31.25,8.5,0,45.0,45.0,44.0,43.0,43.0,42.0,40.0
2005-01-25,12.0,49.0,0.4682403160633388,31.65625,8.0,0,45.0,44.0,43.0,43.0,42.0,40.0,40.0
2005-01-26,11.0,47.6,0.4682403160633388,32.09375,7.0,0,44.0,43.0,43.0,42.0,40.0,40.0,40.0
2005-01-27,9.0,46.4,0.4682403160633388,32.5,7.0,0,43.0,43.0,42.0,40.0,40.0,40.0,40.0
2005-01-28,9.0,45.0,0.4682403160633388,32.90625,7.0,0,43.0,42.0,40.0,40.0,40.0,40.0,40.0
2005-01-29,7.0,44.0,0.4682403160633388,33.3125,7.0,0,42.0,40.0,40.0,40.0,40.0,40.0,39.0
2005-01-30,8.0,43.4,0.4682403160633388,33.71875,7.0,0,40.0,40.0,40.0,40.0,40.0,39.0,39.0
2005-01-31,8.0,42.4,0.0,34.09375,7.0,0,40.0,40.0,40.0,40.0,39.0,39.0,38.0
2005-02-01,5.0,41.6,0.0,34.5,7.0,0,40.0,40.0,40.0,39.0,39.0,38.0,37.0
2005-02-02,5.0,41.0,0.0,34.78125,7.0,0,40.0,40.0,39.0,39.0,38.0,37.0,36.0
2005-02-03,4.0,40.4,0.0,35.0,7.5,0,40.0,39.0,39.0,38.0,37.0,36.0,35.0
2005-02-04,3.0,40.0,0.0,35.1875,7.5,0,39.0,39.0,38.0,37.0,36.0,35.0,33.0
2005-02-05,4.0,39.8,0.0,35.375,8.0,0,39.0,38.0,37.0,36.0,35.0,33.0,31.0
2005-02-06,3.0,39.6,0.0,35.5,5.5,0,38.0,37.0,36.0,35.0,33.0,31.0,29.0
2005-02-07,2.0,39.2,0.0,35.53125,4.0,0,37.0,36.0,35.0,33.0,31.0,29.0,28.0
2005-02-08,3.0,38.6,0.0,35.5625,3.5,0,36.0,35.0,33.0,31.0,29.0,28.0,27.0
2005-02-09,4.0,37.8,0.0,35.59375,3.0,0,35.0,33.0,31.0,29.0,28.0,27.0,26.0
2005-02-10,5.0,37.0,0.0,35.625,2.0,0,33.0,31.0,29.0,28.0,27.0,26.0,25.0
2005-02-11,7.0,35.8,0.0,35.71875,2.0,0,31.0,29.0,28.0,27.0,26.0,25.0,24.0
2005-02-12,8.0,34.4,0.0,35.8125,2.0,0,29.0,28.0,27.0,26.0,25.0,24.0,23.0
2005-02-13,10.0,32.8,0.0,35.90625,2.0,0,28.0,27.0,26.0,25.0,24.0,23.0,22.0
2005-02-14,10.0,31.2,0.0,36.0,2.0,0,27.0,26.0,25.0,24.0,23.0,22.0,22.0
2005-02-15,10.0,29.6,0.0,36.0625,2.0,0,26.0,25.0,24.0,23.0,22.0,22.0,22.0
2005-02-16,10.0,28.2,0.0,36.15625,2.0,0,25.0,24.0,23.0,22.0,22.0,22.0,21.0
2005-02-17,10.0,27.0,0.0,36.25,2.0,0,24.0,23.0,22.0,22.0,22.0,21.0,21.0
2005-02-18,9.0,26.0,0.0,36.34375,2.0,0,23.0,22.0,22.0,22.0,21.0,21.0,20.0
2005-02-19,8.0,25.0,0.0,36.4375,2.5,0,22.0,22.0,22.0,21.0,21.0,20.0,20.0
2005-02-20,7.0,24.0,0.0,36.5,2.5,0,22.0,22.0,21.0,21.0,20.0,20.0,19.0
2005-02-21,6.0,23.2,0.0,36.53125,2.5,0,22.0,21.0,21.0,20.0,20.0,19.0,18.0
2005-02-22,5.0,22.6,0.0,36.5625,2.0,0,21.0,21.0,20.0,20.0,19.0,18.0,15.0
2005-02-23,5.0,22.0,0.0,36.625,1.5,0,21.0,20.0,20.0,19.0,18.0,15.0,13.0
2005-02-24,4.0,21.6,0.0,36.6875,1.5,0,20.0,20.0,19.0,18.0,15.0,13.0,11.0
2005-02-25,4.0,21.2,0.0,36.75,1.5,0,20.0,19.0,18.0,15.0,13.0,11.0,11.0
2005-02-26,3.0,20.8,0.0,36.8125,1.5,0,19.0,18.0,15.0,13.0,11.0,11.0,10.0
2005-02-27,3.0,20.2,0.0,36.8125,1.5,0,18.0,15.0,13.0,11.0,11.0,10.0,10.0
2005-02-28,4.0,19.6,0.0,36.84375,1.5,0,15.0,13.0,11.0,11.0,10.0,10.0,8.0
2005-03-01,7.0,18.4,0.0,36.875,1.5,0,13.0,11.0,11.0,10.0,10.0,8.0,6.0
2005-03-02,8.0,17.0,0.0,36.9375,1.5,0,11.0,11.0,10.0,10.0,8.0,6.0,6.0
2005-03-03,10.0,15.2,0.0,37.03125,1.5,0,11.0,10.0,10.0,8.0,6.0,6.0,5.0
2005-03-04,9.0,13.6,0.0,37.0625,1.5,0,10.0,10.0,8.0,6.0,6.0,5.0,5.0
2005-03-05,10.0,12.0,0.0,37.03125,1.5,0,10.0,8.0,6.0,6.0,5.0,5.0,5.0
2005-03-06,9.0,11.0,0.0,36.96875,1.5,0,8.0,6.0,6.0,5.0,5.0,5.0,5.0
2005-03-07,10.0,10.0,0.0,36.84375,2.0,0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
2005-03-08,9.0,9.0,0.0,36.75,2.0,0,6.0,5.0,5.0,5.0,5.0,5.0,4.0
2005-03-09,7.0,8.0,0.0,36.65625,2.0,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2005-03-10,6.0,7.0,0.0,36.53125,2.5,0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
2005-03-11,6.0,6.0,0.0,36.40625,2.5,0,5.0,5.0,5.0,4.0,4.0,4.0,3.0
2005-03-12,5.0,5.4,0.0,36.28125,2.5,0,5.0,5.0,4.0,4.0,4.0,3.0,3.0
2005-03-13,5.0,5.2,0.0,36.1875,2.5,0,5.0,4.0,4.0,4.0,3.0,3.0,3.0
2005-03-14,3.0,5.0,0.0,36.0625,2.5,0,4.0,4.0,4.0,3.0,3.0,3.0,2.0
2005-03-15,2.0,4.8,0.0,35.9375,2.5,0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
2005-03-16,2.0,4.6,0.0,35.8125,2.5,0,4.0,3.0,3.0,3.0,2.0,2.0,2.0
2005-03-17,1.0,4.4,0.0,35.6875,2.5,0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
2005-03-18,2.0,4.0,0.0,35.53125,2.5,0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
2005-03-19,2.0,3.6,0.0,35.34375,3.0,0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-20,2.0,3.4,0.0,35.1875,3.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-21,3.0,3.0,0.0,35.125,3.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-22,2.0,2.6,0.0,35.25,3.5,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-23,2.0,2.4,0.0,35.3125,3.5,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-24,2.0,2.2,0.0,35.625,6.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-25,1.0,2.0,0.0,35.84375,6.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-26,1.0,2.0,0.0,36.09375,6.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2005-03-27,1.0,2.0,0.0,36.34375,6.0,0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
2005-03-28,0.0,2.0,0.0,36.59375,6.0,0,2.0,2.0,2.0,2.0,2.0,5.0,8.0
2005-03-29,0.0,2.0,0.0,36.65625,6.0,0,2.0,2.0,2.0,2.0,5.0,8.0,11.0
2005-03-30,0.0,2.0,0.0,36.71875,6.0,0,2.0,2.0,2.0,5.0,8.0,11.0,14.0
2005-03-31,0.0,2.0,0.0,36.78125,6.0,0,2.0,2.0,5.0,8.0,11.0,14.0,17.0
2005-04-01,0.0,2.0,0.0,36.6875,7.0,0,2.0,5.0,8.0,11.0,14.0,17.0,17.0
2005-04-02,0.0,2.0,0.0,36.4375,9.5,0,5.0,8.0,11.0,14.0,17.0,17.0,17.0
2005-04-03,3.0,2.6,0.0,35.8125,15.5,0,8.0,11.0,14.0,17.0,17.0,17.0,17.0
2005-04-04,6.0,3.8,0.0,35.0625,18.0,0,11.0,14.0,17.0,17.0,17.0,17.0,18.0
2005-04-05,9.0,5.6,0.0,34.3125,18.0,0,14.0,17.0,17.0,17.0,17.0,18.0,18.0
2005-04-06,12.0,8.0,0.0,33.53125,18.0,0,17.0,17.0,17.0,17.0,18.0,18.0,18.0
2005-04-07,15.0,11.0,0.0,32.53125,18.5,0,17.0,17.0,17.0,18.0,18.0,18.0,18.0
2005-04-08,15.0,13.4,0.0,31.53125,20.0,0,17.0,17.0,18.0,18.0,18.0,18.0,20.0
2005-04-09,15.0,15.2,0.0,30.3125,20.0,0,17.0,18.0,18.0,18.0,18.0,20.0,22.0
2005-04-10,12.0,16.4,0.0,29.21875,20.0,0,18.0,18.0,18.0,18.0,20.0,22.0,24.0
2005-04-11,10.0,17.2,0.0,28.09375,20.0,0,18.0,18.0,18.0,20.0,22.0,24.0,27.0
2005-04-12,7.0,17.4,0.0,27.0625,20.0,0,18.0,18.0,20.0,22.0,24.0,27.0,29.0
2005-04-13,4.0,17.6,0.0,26.0,20.0,0,18.0,20.0,22.0,24.0,27.0,29.0,29.0
2005-04-14,1.0,17.8,0.0,25.0625,18.5,0,20.0,22.0,24.0,27.0,29.0,29.0,29.0
2005-04-15,3.0,18.4,0.0,23.875,22.0,0,22.0,24.0,27.0,29.0,29.0,29.0,31.0
2005-04-16,5.0,19.2,1.0,22.53125,24.5,0,24.0,27.0,29.0,29.0,29.0,31.0,31.0
2005-04-17,7.0,20.4,1.5,21.21875,26.5,0,27.0,29.0,29.0,29.0,31.0,31.0,33.0
2005-04-18,9.0,22.2,1.5,20.0,25.0,0,29.0,29.0,29.0,31.0,31.0,33.0,33.0
2005-04-19,11.0,24.4,4.5,19.0625,26.0,0,29.0,29.0,31.0,31.0,33.0,33.0,33.0
2005-04-20,11.0,26.2,6.0,18.0,30.5,0,29.0,31.0,31.0,33.0,33.0,33.0,37.0
2005-04-21,11.0,27.6,6.0,16.849710841354828,29.40462653832273,0,31.0,31.0,33.0,33.0,33.0,37.0,42.25
2005-04-22,11.0,29.0,6.0,15.638603369080457,27.877719556389945,0,31.0,33.0,33.0,33.0,37.0,42.25,47.5
2005-04-23,9.0,29.8,6.0,14.403468413148897,22.762159294904997,0,33.0,33.0,33.0,37.0,42.25,47.5,52.75
2005-04-24,9.0,30.6,6.0,13.214895500876157,21.017166596363808,0,33.0,33.0,37.0,42.25,47.5,52.75,58.0
2005-04-25,6.0,31.4,6.0,11.931177787786535,22.039483409433956,0,33.0,37.0,42.25,47.5,52.75,58.0,63.25
2005-04-26,4.0,32.2,6.0,10.570436557377718,22.77185968654106,0,37.0,42.25,47.5,52.75,58.0,63.25,68.5
2005-04-27,8.0,33.4,6.0,9.2019742306944,23.395397226933095,0,42.25,47.5,52.75,58.0,63.25,68.5,73.75
2005-04-28,13.25,35.65,6.0,7.712189981325675,23.83654798989959,0,47.5,52.75,58.0,63.25,68.5,73.75,79.0
2005-04-29,16.5,38.55,6.0,6.226648064809526,24.26867066425841,0,52.75,58.0,63.25,68.5,73.75,79.0,121.0
2005-04-30,21.75,42.5,6.0,4.732163801602868,24.911748211306524,0,58.0,63.25,68.5,73.75,79.0,121.0,165.0
2005-05-01,25.0,47.5,6.0,3.491145717259197,25.356289349498738,0,63.25,68.5,73.75,79.0,121.0,165.0,165.0
2005-05-02,30.25,52.75,6.0,2.374452014944449,25.867099237035962,0,68.5,73.75,79.0,121.0,165.0,165.0,128.0
2005-05-03,35.5,58.0,6.0,1.349269510624306,25.902920069122295,0,73.75,79.0,121.0,165.0,165.0,128.0,149.0
2005-05-04,36.75,63.25,6.0,0.3750499795519595,25.58751249715754,0,79.0,121.0,165.0,165.0,128.0,149.0,165.0
2005-05-05,36.75,68.5,6.0,-0.5383371081230368,21.61419340279994,1,121.0,165.0,165.0,128.0,149.0,165.0,180.5
2005-05-06,73.5,81.1,6.0,-1.1839551621654993,19.3298888646794,6,165.0,165.0,128.0,149.0,165.0,180.5,196.0
